#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 3106 0 0 0 0 0 0 0 0 0 0 0
2 1607 0 0 0 0 0 0 0 0 0 0 0
3 1095 0 0 0 0 0 0 0 0 0 0 0
4 838 0 0 0 0 0 0 0 0 0 0 0
5 602 0 0 0 0 0 0 0 0 0 0 0
6 543 0 0 0 0 0 0 0 0 0 0 0
7 483 0 0 0 0 0 0 0 0 0 0 0
8 348 0 0 0 0 0 0 0 0 0 0 0
9 342 0 0 0 0 0 0 0 0 0 0 0
10 286 0 0 0 0 0 0 0 0 0 0 0
11 275 0 0 0 0 0 0 0 0 0 0 0
12 253 0 0 0 0 0 0 0 0 0 0 0
13 237 0 0 0 0 0 0 0 0 0 0 0
14 245 0 0 0 0 0 0 0 0 0 0 0
15 215 0 0 0 0 0 0 0 0 0 0 0
16 185 0 0 0 0 0 0 0 0 0 0 0
17 186 0 0 0 0 0 0 0 0 0 0 0
18 159 0 0 0 0 0 0 0 0 0 0 0
19 133 0 0 0 0 0 0 0 0 0 0 0
20 162 0 0 0 0 0 0 0 0 0 0 0
21 154 0 0 0 0 0 0 0 0 0 0 0
22 146 0 0 0 0 0 0 0 0 0 0 0
23 137 0 0 0 0 0 0 0 0 0 0 0
24 112 0 0 0 0 0 0 0 0 0 0 0
25 139 0 0 0 0 0 0 0 0 0 0 0
26 119 0 0 0 0 0 0 0 0 0 0 0
27 139 0 0 0 0 0 0 0 0 0 0 0
28 109 0 0 0 0 0 0 0 0 0 0 0
29 94 0 0 0 0 0 0 0 0 0 0 0
30 91 0 0 0 0 0 0 0 0 0 0 0
31 111 0 0 0 0 0 0 0 0 0 0 0
32 112 0 0 0 0 0 0 0 0 0 0 0
33 94 0 0 0 0 0 0 0 0 0 0 0
34 86 0 0 0 0 0 0 0 0 0 0 0
35 89 0 0 0 0 0 0 0 0 0 0 0
36 88 0 0 0 0 0 0 0 0 0 0 0
37 87 0 0 0 0 0 0 0 0 0 0 0
38 70 0 0 0 0 0 0 0 0 0 0 0
39 83 0 0 0 0 0 0 0 0 0 0 0
40 72 0 0 0 0 0 0 0 0 0 0 0
41 77 0 0 0 0 0 0 0 0 0 0 0
42 80 0 0 0 0 0 0 0 0 0 0 0
43 69 0 0 0 0 0 0 0 0 0 0 0
44 80 0 0 0 0 0 0 0 0 0 0 0
45 78 0 0 0 0 0 0 0 0 0 0 0
46 73 0 0 0 0 0 0 0 0 0 0 0
47 68 0 0 0 0 0 0 0 0 0 0 0
48 73 0 0 0 0 0 0 0 0 0 0 0
49 60 0 0 0 0 0 0 0 0 0 0 0
50 66 0 0 0 0 0 0 0 0 0 0 0
51 58 0 0 0 0 0 0 0 0 0 0 0
52 63 0 0 0 0 0 0 0 0 0 0 0
53 61 0 0 0 0 0 0 0 0 0 0 0
54 69 0 0 0 0 0 0 0 0 0 0 0
55 54 0 0 0 0 0 0 0 0 0 0 0
56 62 0 0 0 0 0 0 0 0 0 0 0
57 60 0 0 0 0 0 0 0 0 0 0 0
58 51 0 0 0 0 0 0 0 0 0 0 0
59 52 0 0 0 0 0 0 0 0 0 0 0
60 62 0 0 0 0 0 0 0 0 0 0 0
61 54 0 0 0 0 0 0 0 0 0 0 0
62 60 0 0 0 0 0 0 0 0 0 0 0
63 49 0 0 0 0 0 0 0 0 0 0 0
64 52 0 0 0 0 0 0 0 0 0 0 0
65 37 0 0 0 0 0 0 0 0 0 0 0
66 55 0 0 0 0 0 0 0 0 0 0 0
67 51 0 0 0 0 0 0 0 0 0 0 0
68 32 0 0 0 0 0 0 0 0 0 0 0
69 46 0 0 0 0 0 0 0 0 0 0 0
70 39 0 0 0 0 0 0 0 0 0 0 0
71 40 0 0 0 0 0 0 0 0 0 0 0
72 46 0 0 0 0 0 0 0 0 0 0 0
73 49 0 0 0 0 0 0 0 0 0 0 0
74 45 0 0 0 0 0 0 0 0 0 0 0
75 29 0 0 0 0 0 0 0 0 0 0 0
76 40 0 0 0 0 0 0 0 0 0 0 0
77 35 0 0 0 0 0 0 0 0 0 0 0
78 29 0 0 0 0 0 0 0 0 0 0 0
79 41 0 0 0 0 0 0 0 0 0 0 0
80 34 0 0 0 0 0 0 0 0 0 0 0
81 44 0 0 0 0 0 0 0 0 0 0 0
82 41 0 0 0 0 0 0 0 0 0 0 0
83 28 0 0 0 0 0 0 0 0 0 0 0
84 41 0 0 0 0 0 0 0 0 0 0 0
85 44 0 0 0 0 0 0 0 0 0 0 0
86 31 0 0 0 0 0 0 0 0 0 0 0
87 32 0 0 0 0 0 0 0 0 0 0 0
88 39 0 0 0 0 0 0 0 0 0 0 0
89 41 0 0 0 0 0 0 0 0 0 0 0
90 33 0 0 0 0 0 0 0 0 0 0 0
91 37 0 0 0 0 0 0 0 0 0 0 0
92 34 0 0 0 0 0 0 0 0 0 0 0
93 31 0 0 0 0 0 0 0 0 0 0 0
94 46 0 0 0 0 0 0 0 0 0 0 0
95 31 0 0 0 0 0 0 0 0 0 0 0
96 30 0 0 0 0 0 0 0 0 0 0 0
97 37 0 0 0 0 0 0 0 0 0 0 0
98 26 0 0 0 0 0 0 0 0 0 0 0
99 39 0 0 0 0 0 0 0 0 0 0 0
100 33 0 0 0 0 0 0 0 0 0 0 0
