#rank q_avg rank q_avg
1 5 0 0
2 5 0 0
3 5 0 0
4 2 0 0
5 5 0 0
6 5 0 0
7 5 0 0
8 3 0 0
9 2 0 0
10 2 0 0
11 5 0 0
12 2 0 0
13 3 0 0
14 5 0 0
15 NaN 0 NaN
16 2 0 0
17 1 0 0
18 5 0 0
19 5 0 0
20 1.666666666666667 0 0
21 1 0 0
22 2 0 0
23 5 0 0
24 3 0 0
25 2 0 0
26 1 0 0
27 1 0 0
28 1 0 0
29 2 0 0
30 1 0 0
31 2 0 0
32 2 0 0
33 2 0 0
34 2 0 0
35 2 0 0
36 2 0 0
37 NaN 0 NaN
38 NaN 0 NaN
39 2 0 0
40 2 0 0
41 5 0 0
42 5 0 0
43 2 0 0
44 2 0 0
45 2.833333333333333 0 0
46 2 0 0
47 5 0 0
48 1 0 0
49 5 0 0
50 2 0 0
51 1 0 0
52 NaN 0 NaN
53 5 0 0
54 5 0 0
55 1 0 0
56 NaN 0 NaN
57 NaN 0 NaN
58 NaN 0 NaN
59 2 0 0
60 1 0 0
61 2 0 0
62 NaN 0 NaN
63 3 0 0
64 3 0 0
65 1 0 0
66 1.6 0 0
67 1 0 0
68 NaN 0 NaN
69 1 0 0
70 2 0 0
71 NaN 0 NaN
72 2 0 0
73 2 0 0
74 2 0 0
75 5 0 0
76 1 0 0
77 1.4 0 0
78 2 0 0
79 1 0 0
80 5 0 0
81 2 0 0
82 1.25 0 0
83 5 0 0
84 2 0 0
85 2 0 0
86 5 0 0
87 1 0 0
88 2 0 0
89 NaN 0 NaN
90 2 0 0
91 5 0 0
92 NaN 0 NaN
93 3 0 0
94 NaN 0 NaN
95 5 0 0
96 2 0 0
97 5 0 0
98 NaN 0 NaN
99 1 0 0
100 2 0 0
101 2 0 0
102 5 0 0
103 1 0 0
104 2 0 0
105 1 0 0
106 2 0 0
107 NaN 0 NaN
108 2 0 0
109 1 0 0
110 2 0 0
111 NaN 0 NaN
112 2 0 0
113 2 0 0
114 1 0 0
115 2 0 0
116 NaN 0 NaN
117 5 0 0
118 NaN 0 NaN
119 3 0 0
120 5 0 0
121 NaN 0 NaN
122 5 0 0
