link load
2-1 1
1-2 1.098818088672599e-15
11-1 1
1-11 0.367143
11-2 0.629592
2-11 1
11-10 1
10-11 0.294694
3-2 1
2-3 0.158163
4-3 1
3-4 0.455714
5-4 0.119388
4-5 1
6-5 1
5-6 0.999592
7-6 0.991224
6-7 1
8-4 1
4-8 0.0377551
8-7 1
7-8 3.016181408940833e-17
9-3 1
3-9 0.995714
9-8 0.201429
8-9 1
10-9 7.888474454152949e-17
9-10 1
