link load
1-2 1
1-3 1
2-4 0.410816
2-5 0.589184
3-6 0.795918
3-7 0.204082
4-8 0.292041
4-9 0.118776
5-10 0.277959
5-11 0.311224
6-12 0.436531
6-13 0.359388
7-14 0.0532653
7-15 0.150816
8-16 0.147551
8-17 0.14449
9-18 0.0287755
9-19 0.09
10-20 0.101633
10-21 0.176327
11-22 0.104694
11-23 0.206531
12-24 0.142653
12-25 0.293878
13-26 0.189184
13-27 0.170204
14-28 0.00306122
14-29 0.0502041
15-30 0.0887755
15-31 0.0620408
