link load
2-1 1
1-2 2.821289687132349e-16
11-1 1
1-11 0.476327
11-2 1
2-11 0.885102
11-10 1
10-11 0.85551
3-2 1
2-3 0.643469
4-3 0.21
3-4 0.0669388
5-4 1.094409823536455e-14
4-5 1
6-5 1
5-6 0.638367
7-6 1
6-7 0.913673
8-4 1
4-8 0.382857
8-7 1
7-8 4.603156857952779e-16
9-3 1
3-9 0.810816
9-8 0.415306
8-9 1
10-9 -5.808701365710977e-15
9-10 1
