#rank q_avg rank q_avg
1 1 0 0
2 1 0 0
3 1 0 0
4 1.87169 0 0.2385123999999999
5 1.5 0 0.9800000000000001
6 1.995145 0 0.009515800000000105
7 1 0 0
8 1.5 0 0.9800000000000001
9 1.53846 0 0.9046183999999998
10 2 0 0
