link load
2-1 1
1-2 -2.04172279989841e-15
11-1 1
1-11 0.765306
11-2 0.97551
2-11 1
11-10 1
10-11 0.659184
3-2 1
2-3 0.0636735
4-3 1
3-4 0.743265
5-4 0.0608163
4-5 1
6-5 0.912449
5-6 1
7-6 0.553469
6-7 1
8-4 1
4-8 0.00306122
8-7 1
7-8 1.392083727203462e-17
9-3 1
3-9 0.589796
9-8 0
8-9 1
10-9 0.211224
9-10 1
