link load
2-1 1
1-2 1
11-1 1
1-11 0.993878
11-2 0.886327
2-11 1
11-10 1
10-11 0.892449
3-2 1
2-3 0.886327
4-3 1
3-4 1
5-4 0.0963265
4-5 1
6-5 0.539592
5-6 1
7-6 1
6-7 0.664286
8-4 1
4-8 0.0963265
8-7 1
7-8 0.00122449
9-3 1
3-9 0.886327
9-8 0.886327
8-9 1
10-9 1
9-10 1
