link load
2-1 1
1-2 1
11-1 1
1-11 0.0193878
11-2 0.374694
2-11 1
11-10 1
10-11 0.976735
3-2 1
2-3 0.797143
4-3 0.792857
3-4 1
5-4 3.526612108915436e-17
4-5 1
6-5 1
5-6 0.862245
7-6 1
6-7 0.249592
8-4 1
4-8 0.427551
8-7 1
7-8 0.129184
9-3 1
3-9 0.851429
9-8 0.00714286
8-9 1
10-9 0
9-10 1
