#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
1549.86 355.143 1948.89 1298.71 1597.4 290.571 1284 208.043 4207 2335.39 15655
