AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 23 10 4 2 2 
2 23 10 4 2 2 
3 23 10 4 2 2 
4 23 10 4 2 2 
5 22 10 4 2 2 
6 23 10 4 2 2 
7 23 10 4 2 2 
8 23 10 4 2 2 
9 23 10 4 2 2 
10 23 10 4 2 2 
