link load
2-1 0.423878
1-2 0
11-1 0.189796
1-11 0
11-2 1
2-11 1
11-10 0.295918
10-11 0
3-2 1
2-3 1
4-3 0.974286
3-4 1
5-4 0.6
4-5 1
6-5 1
5-6 0.01
7-6 1
6-7 0.704286
8-4 1
4-8 0.975714
8-7 1
7-8 6.682001890576615e-16
9-3 0.0257143
3-9 0
9-8 0.995714
8-9 1
10-9 0.692857
9-10 1
