#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1585 0 0 0 0 0 0 1 0 0 0 0
2 802 0 0 0 0 0 0 0 0 0 0 0
3 530 0 0 0 0 0 0 0 0 0 0 0
4 397 0 0 0 0 0 0 0 0 0 1 0
5 304 0 0 0 0 0 0 0 0 0 0 0
6 257 0 0 0 0 0 0 0 0 0 0 0
7 205 0 0 0 0 0 0 0 0 0 0 0
8 204 0 0 0 0 0 0 0 0 0 0 0
9 157 0 0 0 0 0 0 0 0 0 0 0
10 134 0 0 0 0 0 0 0 0 0 0 0
11 148 0 0 0 0 0 0 0 0 0 0 0
12 132 0 0 0 0 0 0 0 0 0 0 0
13 126 0 0 0 0 0 0 0 0 0 0 0
14 109 0 0 0 0 0 0 0 0 0 0 0
15 102 0 0 0 0 0 0 0 0 0 0 0
16 99 0 0 0 0 0 0 0 0 0 0 0
17 94 0 0 0 0 0 0 0 0 0 0 0
18 94 0 0 0 0 0 0 0 0 0 0 0
19 69 0 0 0 0 0 0 0 0 0 0 0
20 89 0 0 0 0 0 0 0 0 0 0 0
21 71 0 0 0 0 0 0 0 0 0 0 0
22 67 0 0 0 0 0 0 0 0 0 0 0
23 66 0 0 0 0 0 0 0 0 0 0 0
24 59 0 0 0 0 0 0 0 0 0 0 0
25 81 0 0 0 0 0 0 0 0 0 0 0
26 63 0 0 0 0 0 0 0 0 0 0 0
27 66 0 0 0 0 0 0 0 0 0 0 0
28 46 0 0 0 0 0 0 0 0 0 0 0
29 46 0 0 0 0 0 0 0 0 0 0 0
30 47 0 0 0 0 0 0 0 0 0 0 0
31 50 0 0 0 0 0 0 0 0 0 0 0
32 49 0 0 0 0 0 0 0 0 0 0 0
33 45 0 0 0 0 0 0 0 0 0 0 0
34 43 0 0 0 0 0 0 0 0 0 0 0
35 57 0 0 0 0 0 0 0 0 0 0 0
36 40 0 0 0 0 0 0 0 0 0 0 0
37 33 0 0 0 0 0 0 0 0 0 0 0
38 45 0 0 0 0 0 0 0 0 0 0 0
39 43 0 0 0 0 0 0 0 0 0 0 0
40 44 0 0 0 0 0 0 0 0 0 0 0
41 37 0 0 0 0 0 0 0 0 0 0 0
42 37 0 0 0 0 0 0 0 0 0 0 0
43 34 0 0 0 0 0 0 0 0 0 0 0
44 39 0 0 0 0 0 0 0 0 0 0 0
45 22 0 0 0 0 0 0 0 0 0 0 0
46 27 0 0 0 0 0 0 0 0 0 0 0
47 23 0 0 0 0 0 0 0 0 0 0 0
48 34 0 0 0 0 0 0 0 0 0 0 0
49 30 0 0 0 0 0 0 0 0 0 0 0
50 31 0 0 0 0 0 0 0 0 0 0 0
51 28 0 0 0 0 0 0 0 0 0 0 0
52 32 0 0 0 0 0 0 0 0 0 0 0
53 34 0 0 0 0 0 0 0 0 0 0 0
54 29 0 0 0 0 0 0 0 0 0 0 0
55 36 0 0 0 0 0 0 0 0 0 0 0
56 32 0 0 0 0 0 0 0 0 0 0 0
57 22 0 0 0 0 0 0 0 0 0 0 0
58 32 0 0 0 0 0 0 0 0 0 0 0
59 27 0 0 0 0 0 0 0 0 0 0 0
60 20 0 0 0 0 0 0 0 0 0 0 0
61 31 0 0 0 0 0 0 0 0 0 0 0
62 27 0 0 0 0 0 0 0 0 0 0 0
63 31 0 0 0 0 0 0 0 0 0 0 0
64 30 0 0 0 0 0 0 0 0 0 0 0
65 26 0 0 0 0 0 0 0 0 0 0 0
66 19 0 0 0 0 0 0 0 0 0 0 0
67 31 0 0 0 0 0 0 0 0 0 0 0
68 28 0 0 0 0 0 0 0 0 0 0 0
69 24 0 0 0 0 0 0 0 0 0 0 0
70 23 0 0 0 0 0 0 0 0 0 0 0
71 17 0 0 0 0 0 0 0 0 0 0 0
72 28 0 0 0 0 0 0 0 0 0 0 0
73 18 0 0 0 0 0 0 0 0 0 0 0
74 20 0 0 0 0 0 0 0 0 0 0 0
75 15 0 0 0 0 0 0 0 0 0 0 0
76 12 0 0 0 0 0 0 0 0 0 0 0
77 23 0 0 0 0 0 0 0 0 0 0 0
78 22 0 0 0 0 0 0 0 0 0 0 0
79 29 0 0 0 0 0 0 0 0 0 0 0
80 20 0 0 0 0 0 0 0 0 0 0 0
81 21 0 0 0 0 0 0 0 0 0 0 0
82 18 0 0 0 0 0 0 0 0 0 0 0
83 13 0 0 0 0 0 0 0 0 0 0 0
84 22 0 0 0 0 0 0 0 0 0 0 0
85 14 0 0 0 0 0 0 0 0 0 0 0
86 21 0 0 0 0 0 0 0 0 0 0 0
87 12 0 0 0 0 0 0 0 0 0 0 0
88 26 0 0 0 0 0 0 0 0 0 0 0
89 14 0 0 0 0 0 0 0 0 0 0 0
90 27 0 0 0 0 0 0 0 0 0 0 0
91 21 0 0 0 0 0 0 0 0 0 0 0
92 23 0 0 0 0 0 0 0 0 0 0 0
93 23 0 0 0 0 0 0 0 0 0 0 0
94 22 0 0 0 0 0 0 0 0 0 0 0
95 10 0 0 0 0 0 0 0 0 0 0 0
96 27 0 0 0 0 0 0 0 0 0 0 0
97 19 0 0 0 0 0 0 0 0 0 0 0
98 20 0 0 0 0 0 0 0 0 0 0 0
99 14 0 0 0 0 0 0 0 0 0 0 0
100 12 0 0 0 0 0 0 0 0 0 0 0
