AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 1295 0 0 0 0 
4 1295 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 1295 0 0 0 0 
8 0 0 0 0 0 
9 1295 0 0 0 0 
10 1295 0 0 0 0 
