#1.filename_list 2.decision 3.decision_root 4.target_decision_probability 5.xi 6.forwarding 7.network 8.replacement 9.alpha 10.q 11.ctlg 12.csize 13.priceratio 14.id_rep 15.weights 16.simtime 17.lambda 18.window 19.variance 20.p_hit 21.stabilization_time 22.hit_on_node_0 23.total_cost 24.hdistance 25.client_requests 26.free_link_load 27.cheap_link_load 28.expensive_link_load 29.decision_yes 30.decision_no 31.decision_ratio 32.cost_fraction 33.cost_reduction_wrt_fix 34.potential_reduction_wrt_costopt 35.potential_reduction_wrt_costprobtailcons 36.cost_savings_wrt_fix 37.potential_savings_wrt_costprobtailcons 38.potential_savings_wrt_costopt 39.free_repo_cardinality 40.cheap_repo_cardinality 41.expensive_repo_cardinality 42.free_repo_popularity 43.cheap_repo_popularity 44.expensive_repo_popularity 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-fix0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id16.sca fix0.01 fix 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 16 0.333_0.333_0.334 1800 100 60 0.05 0.54092 1794.9 0.54092 55140 NaN 179403 27814 27221 27326 824 81537 0.010005 0.45611 NaN NaN NaN NaN NaN NaN 33301 33208 33491 0.31763 0.32934 0.32934 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-fix0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id17.sca fix0.01 fix 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 17 0.333_0.333_0.334 1800 100 60 0.05 0.53575 1817.5 0.53575 55871 NaN 180112 27257 28614 27746 844 82773 0.010094 0.48097 NaN NaN NaN NaN NaN NaN 33433 33238 33329 0.32156 0.32376 0.32376 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-fix0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id18.sca fix0.01 fix 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 18 0.333_0.333_0.334 1800 100 60 0.05 0.5418 1863.3 0.5418 55573 NaN 180792 27772 27801 27266 831 82008 0.010032 0.53225 NaN NaN NaN NaN NaN NaN 33458 33217 33325 0.30132 0.27822 0.27822 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-fix0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id19.sca fix0.01 fix 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 19 0.333_0.333_0.334 1800 100 60 0.05 0.53975 1796.5 0.53975 55505 NaN 180156 27830 27675 27412 846 82071 0.010203 0.50407 NaN NaN NaN NaN NaN NaN 33369 33388 33243 0.27594 0.33426 0.33426 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-fix0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id20.sca fix0.01 fix 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 20 0.333_0.333_0.334 1800 100 60 0.05 0.53869 1777.2 0.53869 55111 NaN 179914 27422 27689 27886 761 82236 0.009169 0.48963 NaN NaN NaN NaN NaN NaN 33322 33296 33382 0.32455 0.30216 0.30216 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id1.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 1 0.333_0.333_0.334 1800 100 60 0.05 0.40508 1816.9 0.40508 51573 NaN 179603 25734 55276 25839 813 106036 0.0076089 0.41059 NaN NaN NaN NaN NaN NaN 33396 33040 33564 0.29767 0.3067 0.3067 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id2.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 2 0.333_0.333_0.334 1800 100 60 0.05 0.40265 1917.9 0.40265 50895 NaN 179742 25568 56473 25327 766 106602 0.0071343 0.41274 NaN NaN NaN NaN NaN NaN 33328 33052 33620 0.31027 0.31297 0.31297 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id3.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 3 0.333_0.333_0.334 1800 100 60 0.05 0.3139 1889.9 0.3139 49869 NaN 180667 74086 24416 25453 723 123232 0.0058328 0.47038 NaN NaN NaN NaN NaN NaN 33497 33170 33333 0.40944 0.3185 0.3185 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id4.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 4 0.333_0.333_0.334 1800 100 60 0.05 0.36884 1850.5 0.36884 50572 NaN 179332 25395 62616 25177 738 112450 0.0065201 0.43303 NaN NaN NaN NaN NaN NaN 33272 33152 33576 0.29907 0.34947 0.34947 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id5.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 5 0.333_0.333_0.334 1800 100 60 0.05 0.29986 1946.7 0.29986 50899 NaN 180357 75377 25586 25313 790 125486 0.0062561 0.48716 NaN NaN NaN NaN NaN NaN 33101 33496 33403 0.41885 0.31227 0.31227 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id6.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 6 0.333_0.333_0.334 1800 100 60 0.05 0.39261 1946.8 0.39261 51701 NaN 179438 25685 26016 57288 788 108201 0.0072301 0.42192 NaN NaN NaN NaN NaN NaN 33436 33143 33421 0.32066 0.35999 0.35999 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id7.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 7 0.333_0.333_0.334 1800 100 60 0.05 0.30175 1861.3 0.30175 51165 NaN 180022 25194 25971 74536 769 124932 0.0061177 0.48773 NaN NaN NaN NaN NaN NaN 33104 33508 33388 0.26774 0.3166 0.3166 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id8.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 8 0.333_0.333_0.334 1800 100 60 0.05 0.35728 1907.6 0.35728 50967 NaN 179819 25633 64606 25334 725 114848 0.0062731 0.44212 NaN NaN NaN NaN NaN NaN 33481 33258 33261 0.32491 0.35879 0.35879 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id9.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 9 0.333_0.333_0.334 1800 100 60 0.05 0.31337 1922.3 0.31337 50689 NaN 179531 72583 25773 24916 784 122488 0.0063599 0.47076 NaN NaN NaN NaN NaN NaN 33408 33169 33423 0.40092 0.31104 0.31104 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id10.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 10 0.333_0.333_0.334 1800 100 60 0.05 0.43718 1943.6 0.43718 50297 NaN 180357 25080 51212 25217 785 100724 0.0077333 0.39245 NaN NaN NaN NaN NaN NaN 33053 33534 33413 0.39398 0.28552 0.28552 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id11.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 11 0.333_0.333_0.334 1800 100 60 0.05 0.35824 1936.5 0.35824 50949 NaN 179817 64451 25892 25057 731 114669 0.0063345 0.44253 NaN NaN NaN NaN NaN NaN 33093 33554 33353 0.35828 0.32609 0.32609 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id12.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 12 0.333_0.333_0.334 1800 100 60 0.05 0.42694 1832.7 0.42694 51260 NaN 179282 25658 25602 51480 757 101983 0.0073681 0.39867 NaN NaN NaN NaN NaN NaN 33375 33440 33185 0.29392 0.42036 0.42036 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id13.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 13 0.333_0.333_0.334 1800 100 60 0.05 0.41606 1951.8 0.41606 50589 NaN 179408 24252 26337 54174 775 103988 0.0073976 0.40304 NaN NaN NaN NaN NaN NaN 33151 33481 33368 0.41536 0.28236 0.28236 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id14.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 14 0.333_0.333_0.334 1800 100 60 0.05 0.33576 1842.6 0.33576 51801 NaN 179960 25341 67736 26460 754 118783 0.0063077 0.46189 NaN NaN NaN NaN NaN NaN 32965 33555 33480 0.35423 0.3761 0.3761 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id15.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 15 0.333_0.333_0.334 1800 100 60 0.05 0.403 1958.2 0.403 50953 NaN 180093 25708 25245 56562 773 106742 0.0071897 0.4116 NaN NaN NaN NaN NaN NaN 33354 33285 33361 0.40057 0.28606 0.28606 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id16.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 16 0.333_0.333_0.334 1800 100 60 0.05 0.38876 1872.7 0.38876 50522 NaN 179432 25952 59154 24570 749 108927 0.0068292 0.41791 NaN NaN NaN NaN NaN NaN 33301 33208 33491 0.31763 0.32934 0.32934 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id17.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 17 0.333_0.333_0.334 1800 100 60 0.05 0.36201 1988.9 0.36201 51182 NaN 180042 25102 26080 63683 783 114082 0.0068167 0.4406 NaN NaN NaN NaN NaN NaN 33433 33238 33329 0.32156 0.32376 0.32376 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id18.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 18 0.333_0.333_0.334 1800 100 60 0.05 0.29448 1981.4 0.29448 51235 NaN 180733 25760 25475 76275 768 126742 0.0060231 0.49071 NaN NaN NaN NaN NaN NaN 33458 33217 33325 0.30132 0.27822 0.27822 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id19.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 19 0.333_0.333_0.334 1800 100 60 0.05 0.32307 1899.6 0.32307 51403 NaN 180075 25467 25936 70496 757 121142 0.0062101 0.46682 NaN NaN NaN NaN NaN NaN 33369 33388 33243 0.27594 0.33426 0.33426 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-costaware0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-1/ccn-id20.sca costaware0.01 costaware 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 1 20 0.333_0.333_0.334 1800 100 60 0.05 0.34209 1952.3 0.34209 51401 NaN 180180 26031 25370 67141 737 117805 0.0062172 0.45667 NaN NaN NaN NaN NaN NaN 33322 33296 33382 0.32455 0.30216 0.30216 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id1.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 1 0.333_0.333_0.334 1800 100 60 0.05 0.50844 76.4 0.50844 89862 NaN 180626 29828 28944 30017 88789 0 1 0.4554 NaN NaN NaN NaN NaN NaN 33396 33040 33564 0.29767 0.3067 0.3067 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id2.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 2 0.333_0.333_0.334 1800 100 60 0.05 0.50635 77.5 0.50635 88357 NaN 179725 29357 29722 29643 88722 0 1 0.49371 NaN NaN NaN NaN NaN NaN 33328 33052 33620 0.31027 0.31297 0.31297 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id3.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 3 0.333_0.333_0.334 1800 100 60 0.05 0.50553 77.1 0.50553 87821 NaN 180218 30604 29313 29195 89112 0 1 0.53775 NaN NaN NaN NaN NaN NaN 33497 33170 33333 0.40944 0.3185 0.3185 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id4.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 4 0.333_0.333_0.334 1800 100 60 0.05 0.50427 77.6 0.50427 90479 NaN 179928 30293 28810 30093 89196 0 1 0.50346 NaN NaN NaN NaN NaN NaN 33272 33152 33576 0.29907 0.34947 0.34947 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id5.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 5 0.333_0.333_0.334 1800 100 60 0.05 0.50482 77.9 0.50482 89446 NaN 180025 29446 29747 29952 89145 0 1 0.55741 NaN NaN NaN NaN NaN NaN 33101 33496 33403 0.41885 0.31227 0.31227 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id6.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 6 0.333_0.333_0.334 1800 100 60 0.05 0.50645 76.8 0.50645 89494 NaN 180169 29835 29824 29263 88922 0 1 0.49663 NaN NaN NaN NaN NaN NaN 33436 33143 33421 0.32066 0.35999 0.35999 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id7.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 7 0.333_0.333_0.334 1800 100 60 0.05 0.50408 77.6 0.50408 88777 NaN 180480 29313 30151 30040 89504 0 1 0.5793 NaN NaN NaN NaN NaN NaN 33104 33508 33388 0.26774 0.3166 0.3166 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id8.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 8 0.333_0.333_0.334 1800 100 60 0.05 0.506 77.4 0.506 88416 NaN 179898 29444 29898 29528 88870 0 1 0.50844 NaN NaN NaN NaN NaN NaN 33481 33258 33261 0.32491 0.35879 0.35879 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id9.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 9 0.333_0.333_0.334 1800 100 60 0.05 0.5071 78.4 0.5071 88869 NaN 180142 29459 29536 29797 88792 0 1 0.54271 NaN NaN NaN NaN NaN NaN 33408 33169 33423 0.40092 0.31104 0.31104 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id10.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 10 0.333_0.333_0.334 1800 100 60 0.05 0.50713 77.2 0.50713 87803 NaN 180151 29457 30161 29173 88791 0 1 0.47261 NaN NaN NaN NaN NaN NaN 33053 33534 33413 0.39398 0.28552 0.28552 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id11.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 11 0.333_0.333_0.334 1800 100 60 0.05 0.5072 77.3 0.5072 88463 NaN 179960 29631 29410 29643 88684 0 1 0.50914 NaN NaN NaN NaN NaN NaN 33093 33554 33353 0.35828 0.32609 0.32609 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id12.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 12 0.333_0.333_0.334 1800 100 60 0.05 0.50456 77.7 0.50456 90170 NaN 180413 29650 30260 29474 89384 0 1 0.44132 NaN NaN NaN NaN NaN NaN 33375 33440 33185 0.29392 0.42036 0.42036 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id13.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 13 0.333_0.333_0.334 1800 100 60 0.05 0.50624 77.1 0.50624 89724 NaN 180034 29512 30106 29276 88894 0 1 0.50902 NaN NaN NaN NaN NaN NaN 33151 33481 33368 0.41536 0.28236 0.28236 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id14.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 14 0.333_0.333_0.334 1800 100 60 0.05 0.50783 77.4 0.50783 88538 NaN 180347 29026 29249 30486 88761 0 1 0.50307 NaN NaN NaN NaN NaN NaN 32965 33555 33480 0.35423 0.3761 0.3761 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id15.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 15 0.333_0.333_0.334 1800 100 60 0.05 0.50501 78.4 0.50501 89546 NaN 180075 29918 29710 29508 89136 0 1 0.45701 NaN NaN NaN NaN NaN NaN 33354 33285 33361 0.40057 0.28606 0.28606 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id16.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 16 0.333_0.333_0.334 1800 100 60 0.05 0.50565 77.3 0.50565 89494 NaN 180069 29862 29339 29816 89017 0 1 0.48449 NaN NaN NaN NaN NaN NaN 33301 33208 33491 0.31763 0.32934 0.32934 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id17.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 17 0.333_0.333_0.334 1800 100 60 0.05 0.50502 77.4 0.50502 87799 NaN 180498 28432 30935 29975 89342 0 1 0.50455 NaN NaN NaN NaN NaN NaN 33433 33238 33329 0.32156 0.32376 0.32376 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id18.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 18 0.333_0.333_0.334 1800 100 60 0.05 0.50645 76.7 0.50645 89178 NaN 179416 29988 29202 29360 88550 0 1 0.56234 NaN NaN NaN NaN NaN NaN 33458 33217 33325 0.30132 0.27822 0.27822 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id19.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 19 0.333_0.333_0.334 1800 100 60 0.05 0.50642 76.9 0.50642 88932 NaN 179551 29514 29709 29400 88623 0 1 0.52209 NaN NaN NaN NaN NaN NaN 33369 33388 33243 0.27594 0.33426 0.33426 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-lce/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id20.sca lce lce NaN 1 nrr cost_scenario lru 1 0 1e5 1e3 2 20 0.333_0.333_0.334 1800 100 60 0.05 0.50606 77.2 0.50606 89666 NaN 180392 29626 30020 29457 89103 0 1 0.5385 NaN NaN NaN NaN NaN NaN 33322 33296 33382 0.32455 0.30216 0.30216 
~/software/ccnsim/results/sim_vs_che/variance-0.05/window-60/simtime-1800/lambda-100/cost_scenario/q-0/F-nrr/D-fix0.01/xi-1/R-lru/alpha-1/ctlg-1e5/cachesize-1e3/weights-0.333_0.333_0.334/priceratio-2/ccn-id1.sca fix0.01 fix 0.01 1 nrr cost_scenario lru 1 0 1e5 1e3 2 1 0.333_0.333_0.334 1800 100 60 0.05 0.54059 1791.3 0.54059 83115 NaN 179682 28015 26982 27550 842 81705 0.0102 0.42121 NaN NaN NaN NaN NaN NaN 33396 33040 33564 0.29767 0.3067 0.3067 
