link load
2-1 0.732857
1-2 1
11-1 0.975918
1-11 1
11-2 1
2-11 0.875878
11-10 1
10-11 1
3-2 1
2-3 1
4-3 1
3-4 1
5-4 1
4-5 0.863265
6-5 1
5-6 0.970092
7-6 0.961837
6-7 1
8-4 1
4-8 1
8-7 0.968571
7-8 1
9-3 0.948571
3-9 1
9-8 1
8-9 1
10-9 1
9-10 0.998571
