0 10 0	0 10 0	0 10 0
1017 11 0.2992527736794761	991 9 0.2992527736794761	982 10 0.2992527736794761
2048 12 0.3062003357032825	2020 8 0.2926953154056695	1965 11 0.2980267333223338
3129 13 0.3124058749856871	2998 9 0.2919316202337122	2997 12 0.2999689959083117
4181 12 0.3137670306424835	3972 8 0.2955560762390015	4010 12 0.3049536549360873
5158 13 0.3153109843484213	4980 8 0.2923774530908548	5026 13 0.3021259187588399
6182 14 0.3134167333975856	6019 9 0.2947923810670443	5943 14 0.301692787692499
7162 13 0.3186144309434071	7002 9 0.2955746526080492	6989 15 0.3027041677850912
8188 14 0.3166843768197489	7961 10 0.2981753442747147	8020 15 0.3069953090350892
9175 13 0.3180710211147836	8944 9 0.3030237765961411	9123 16 0.3036236980529478
10170 12 0.3188241976162332	9941 9 0.3025469831239191	10149 15 0.307180874260084
11127 13 0.3203880914325972	10980 10 0.2997192469466717	11185 15 0.3065412200139254
12144 14 0.3217790435960197	11933 10 0.3049536549360873	12211 16 0.3010353906323141
13162 15 0.3231335835144031	12934 10 0.3029886878990511	13220 16 0.3037986255281462
14146 16 0.3222931133886239	13950 10 0.300354971576301	14193 15 0.3091238513217945
15126 17 0.3229661381878489	14976 9 0.300063941794555	15206 15 0.3073358758009621
16117 16 0.3229069682896605	15974 10 0.2950462581106949	16181 15 0.3122271369732482
17113 17 0.3206200672266669	17001 10 0.2966582741358265	17224 16 0.3074932589276154
18069 18 0.3224163899721532	18022 10 0.3022645270509643	18210 16 0.3066805427817825
19051 17 0.3259232259936852	19001 11 0.3016288024213349	19310 16 0.3066805427817825
20049 18 0.3228388549364859	20013 11 0.3040437303975244	20343 15 0.3119562315913039
21002 17 0.3209849179953401	21077 10 0.3042011135241777	21353 16 0.3096914625982494
22051 18 0.3159856516974759	22101 11 0.3033704844510489	22340 15 0.3104730196635217
23029 19 0.3158628224556682	23149 10 0.3046811504894081	23329 16 0.3098901265450086
24027 18 0.3219179803261323	24111 9 0.3020804588227426	24368 16 0.311159143184511
25024 19 0.3228758563633044	25128 8 0.3028297057076629	25373 16 0.3131326839303384
26057 20 0.3215916038421708	26064 8 0.298260434932202	26313 15 0.313161064494161
27069 21 0.3217782294398798	27049 9 0.30166197450892	27318 14 0.3133029673132747
28022 20 0.3198299156580556	28077 10 0.3029390998809432	28329 14 0.3121904492114235
29018 21 0.3145237215366177	29043 11 0.302602661197081	29295 14 0.3150512100447555
30045 20 0.3173391038213776	30047 12 0.3029839927728084	30241 15 0.3123858696651743
31028 19 0.3230042697970222	31055 13 0.3069701719642748	31268 15 0.3131837689452193
32039 18 0.3231104431590636	32052 13 0.305594806179019	32312 16 0.3088755993569276
33053 16 0.3245490603408691	33061 13 0.3103230081118872	33368 16 0.3133824328919785
34052 17 0.3190444894638979	34021 12 0.3105273481714109	34331 17 0.314019904017843
35019 18 0.3195793248727305	35049 12 0.3062833623197645	35318 18 0.3169667311582973
36012 17 0.3185757444735526	36004 12 0.3077818560896051	36304 17 0.3185560427323706
36986 18 0.3170722295270357	37000 12 0.3106426169229372	37314 17 0.3173668375685535
38010 19 0.3112666577290504	37970 12 0.3127892195684389	38326 18 0.3169667311582973
39053 19 0.3128501651577404	38978 13 0.3118686572800795	39328 17 0.3194102381637907
39990 20 0.3088391986722175	40047 13 0.3158572180573213	40369 18 0.3200725968610075
41017 19 0.3110206320096835	41055 13 0.3115985854531565	41346 19 0.3188057916940107
42043 18 0.3138370159614018	42085 14 0.3137441560781556	42343 20 0.3181165461468565
43040 17 0.3094976413321222	43150 13 0.3158897267031546	43295 19 0.3195469265635226
44073 18 0.3071931395497158	44192 13 0.3115985854531565	44285 18 0.3204253234427739
45095 19 0.3133074045572807	45199 13 0.3142550062269648	45286 17 0.3168276068559214
46116 20 0.3094897033097598	46251 14 0.3164981027894638	46261 17 0.3176222626429581
47091 19 0.3101392295853347	47273 13 0.3135924490642667	47287 17 0.3176222626429582
48141 18 0.3072960131005478	48313 14 0.3144051652100996	48278 17 0.3176222626429581
49153 17 0.3078669920228532	49333 13 0.3167891325712097	49228 16 0.3197224243658408
50221 18 0.3110397256705376	50347 13 0.316533707496805	50231 16 0.3162029959596883
51191 19 0.3131073748678104	51347 13 0.3162499018585777	51151 17 0.3138577293674274
52225 20 0.3127234089239581	52360 14 0.3182518231682278	52110 16 0.3136617365325574
53223 19 0.3143919837314774	53344 14 0.3233092396414398	53113 16 0.314324202634623
54225 20 0.3117680528015095	54403 13 0.3247850289602222	54069 15 0.3164527449213284
55226 21 0.3173722416756421	55413 14 0.3234000574456726	55112 14 0.3171655025099052
56249 20 0.3203770224044066	56395 14 0.3245296038858175	56157 14 0.3152583286210171
57235 21 0.319075290147926	57335 13 0.3263175794066501	57187 14 0.3174872944412491
58239 22 0.3172919587193554	58268 14 0.3265162433534093	58217 13 0.3194324546232538
59233 21 0.31775415647304	59254 15 0.3282841855350728	59235 13 0.3176033967477967
60244 22 0.3181277252132282	60239 15 0.3336256461386451	60263 12 0.3214841113825121
61248 23 0.3190676010281371	61289 14 0.3345839702899829	61315 13 0.319368667817571
62259 24 0.3192033149292675	62339 15 0.3342661079751683	62330 13 0.3231018035204082
63260 23 0.3185221747409156	63353 14 0.3371495732595585	63327 13 0.3209012182639989
64203 24 0.3169723748089435	64351 15 0.3359988160822407	64287 13 0.3189997204878755
65161 23 0.3142339310869441	65370 15 0.3339798697171847	65268 13 0.3193402872537484
66149 22 0.3187654433731452	66367 16 0.3360232703124218	66314 13 0.3193417842505214
67086 21 0.3225656345218525	67402 16 0.3355124201636125	67314 12 0.3157040820919673
68060 20 0.317794824885375	68411 15 0.3375558207588497	68301 11 0.3157512374903189
69065 19 0.3169792111435154	69421 14 0.3350380593111468	69293 12 0.3133672701292088
70074 20 0.3142826418473997	70376 14 0.3346610032489303	70302 11 0.3136226952036135
71044 21 0.3219811972523616	71360 13 0.33604597476348	71273 10 0.3140353049391902
72033 22 0.3227333720868528	72350 13 0.3321578375197648	72255 10 0.3112774286113526
72997 23 0.3213703310079843	73286 13 0.3367574985831851	73215 11 0.3128926881294924
73956 24 0.3247865432240226	74278 13 0.33424340352411	74308 11 0.3138416309816746
74900 23 0.3240929659066008	75288 13 0.33757485882128	75283 12 0.3154933797961579
75927 22 0.3257813599545915	76281 13 0.3362745129879473	76266 13 0.314838443707941
76912 23 0.325251244108181	77241 12 0.3379835389403275	77248 13 0.3165668795843901
77858 24 0.3261228623434476	78265 12 0.3349366968717493	78264 14 0.3132804102937169
78794 23 0.3303385923810024	79251 12 0.3348710161383309	79228 15 0.3133909275481326
79786 22 0.3300862123341247	80219 13 0.3348029027851563	80243 14 0.3129027818503815
80811 21 0.3248422833022387	81200 14 0.3354741810881461	81193 13 0.3141139769895242
81793 20 0.327340150003054	82139 15 0.3382838569065972	82260 13 0.312070576394287
82791 21 0.3230306818834706	83150 14 0.3387606503788191	83275 14 0.3165468462452212
83787 22 0.3242540911553753	84192 14 0.3379252840987966	84290 14 0.3137347378070137
84800 21 0.3240569383814951	85217 13 0.3375797815826937	85325 13 0.3092680336587219
85794 22 0.3258780556363683	86262 13 0.3344969119890097	86314 12 0.3048490129270284
86812 23 0.3255142684091861	87286 12 0.3347858777297504	87323 13 0.2999887634038025
87790 24 0.3234894473880291	88281 12 0.3315149397805978	88282 13 0.300543275958493
88756 25 0.3254614911370834	89210 12 0.3329774602643462	89344 13 0.2959375158866885
89747 24 0.3259427222974667	90243 13 0.3345667718384196	90353 14 0.3004784060983267
90719 23 0.3285687877925914	91279 12 0.3349737054612318	91309 14 0.3002032815737391
91705 24 0.3231452620460661	92263 13 0.3302213584514001	92311 15 0.301477401944887
92715 23 0.3286949522990398	93277 12 0.3309915632911433	93254 15 0.3078381412336509
93723 24 0.3275385222918451	94234 11 0.3293018281835433	94269 15 0.3016144505318175
94723 25 0.3284626371123194	95224 10 0.3273265409414807	95258 15 0.3047760453416705
95733 26 0.3261261942953561	96246 9 0.3251199336753253	96220 14 0.3065264711934453
96761 27 0.3262419393640373	97219 8 0.3210842174997318	97223 14 0.3089331430056135
97786 28 0.3220996547855875	98209 9 0.3176526018969367	98241 14 0.3107211185264461
98766 27 0.3213929702407378	99172 10 0.3216207207296069	99273 14 0.3087473793151375
99759 26 0.32125757708941	100150 11 0.3224380809677018	100282 14 0.3046274060370781
100774 27 0.3244523420967007	101200 11 0.3222344553839107	101287 15 0.3084871627169705
101764 26 0.3196411608010364	102149 12 0.3208721883204192	102283 15 0.3065677520135511
102771 25 0.3140900680586617	103206 12 0.3221322853541488	103280 15 0.3099166585446342
103808 25 0.3135472507912609	104178 13 0.3212808684394666	104240 14 0.3061217717249081
104819 24 0.3241011716036853	105197 13 0.3246115161462722	105243 14 0.3007975779517623
105821 23 0.3239751397855873	106225 13 0.3251842875252402	106263 14 0.2982758358535491
106855 22 0.3269936154664486	107320 12 0.3263994916671047	107235 14 0.2942361390274455
107854 23 0.3285452919450179	108281 13 0.3253753587497299	108293 15 0.2995448524930516
108876 22 0.3282252420431668	109301 12 0.3266191678077003	109304 14 0.3027750486476744
109933 21 0.3295928242761907	110304 12 0.3256827534280177	110308 13 0.2963121393291486
110953 22 0.33218912985572	111380 12 0.3247956386135074	111326 13 0.2985117999699039
111953 23 0.3350019069584549	112321 12 0.3230928047841432	112341 14 0.2997632158899936
112954 24 0.3351666454662781	113304 12 0.3236036549329525	113300 14 0.3031383198646055
113940 25 0.3340320320382517	114339 13 0.321002963266287	114313 13 0.3060898985021702
114873 24 0.3329827715704367	115370 12 0.3253785317320206	115330 14 0.309329410859973
115888 25 0.3326696750815716	116438 12 0.3205772548089459	116355 14 0.3071157268817994
116850 24 0.3362674910819869	117428 13 0.3177164939756139	117343 14 0.3097267387534913
117926 22 0.3339883696323706	118373 13 0.3186732701740526	118288 14 0.3083390961270525
118928 21 0.3293431315713073	119368 14 0.3219427111264321	119219 14 0.3066718670050294
119927 20 0.3343268691522055	120384 14 0.3253388694533864	120236 14 0.3043730413353877
120933 21 0.3363424051938713	121393 13 0.3249131609960453	121212 14 0.3028121103251371
121955 20 0.3367066573973241	122391 12 0.3243790903859265	122213 15 0.3084598425258619
123008 21 0.3380775492035876	123410 13 0.32347885096285	123166 15 0.3077014265357066
123984 20 0.341784345701838	124356 12 0.3238792975996456	124141 14 0.3026156294986719
124984 19 0.3411851103685523	125362 12 0.3223642688199934	125121 14 0.3007084556097839
126003 18 0.3401196229153214	126435 12 0.3238837205446569	126188 14 0.3047952568002582
126976 17 0.3408039578594246	127441 13 0.3236282954702523	127139 13 0.3061992016148181
128008 18 0.3371549577143548	128508 14 0.32557439127524	128128 12 0.3072209019124366
128964 19 0.336569577737072	129483 14 0.325561122440206	129176 12 0.3069274905449154
129945 20 0.3355261506920292	130507 15 0.3234712809223498	130143 11 0.3026363492949173
130925 19 0.3334357194481715	131484 15 0.3277366216597817	131184 12 0.2988429594719643
