AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 1 9 
4 0 0 0 1 9 
5 0 0 4 0 8 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 1 6 5 
9 0 0 0 0 10 
10 0 0 0 0 0 
