link load
2-1 0.5
1-2 0
11-1 0.164286
1-11 0
11-2 0
2-11 0.0428571
11-10 0
10-11 0
3-2 0.114286
2-3 0
4-3 0
3-4 0.157143
5-4 0
4-5 0.2
6-5 0.8
5-6 1
7-6 0.514286
6-7 0
8-4 0.00714286
4-8 0
8-7 1
7-8 0.485714
9-3 0.114286
3-9 0
9-8 0
8-9 0.0714286
10-9 0
9-10 0
