AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 2 4 0 6 
4 0 1 3 1 10 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 2 0 9 
8 0 0 0 0 0 
9 1 3 0 0 9 
10 1 0 3 1 8 
