link load
2-1 1
1-2 0.08
11-1 1
1-11 0.707347
11-2 0.815306
2-11 1
11-10 1
10-11 0.342245
3-2 1
2-3 0.286735
4-3 1
3-4 0.781633
5-4 0.0326531
4-5 1
6-5 0.901837
5-6 1
7-6 1
6-7 0.737347
8-4 1
4-8 0.0128571
8-7 1
7-8 0.0671429
9-3 1
3-9 0.686531
9-8 0.0322449
8-9 1
10-9 1.113666981762769e-17
9-10 1
