#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
0 744.667 0 2258.46 0 176.692 0 10.25 3121.43 1537 7863
