AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 1 
2 0 1 0 1 0 
3 4 3 0 0 0 
4 4 3 0 0 0 
5 2 4 0 0 0 
6 1 1 0 1 0 
7 2 2 1 0 0 
8 7 2 0 0 0 
9 2 2 1 0 0 
10 2 4 0 0 0 
