AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 4 4 4 
2 0 0 1 4 4 
3 0 4 4 4 4 
4 0 4 4 4 4 
5 0 0 1 4 4 
6 0 0 4 4 4 
7 4 4 4 4 4 
8 0 0 3 4 4 
9 0 4 4 4 4 
10 1 2 4 4 4 
