0 10 0	0 10 0	0 10 0
99 10 0.2992527736794762	79 10 0.2992527736794762	95 10 0.2992527736794762
200 10 0.2992527736794762	172 10 0.295778992667573	194 9 0.2955746526080492
300 10 0.2939027793937642	261 10 0.2929182318342409	305 9 0.2955189235009064
408 10 0.2994385373699523	341 10 0.2929182318342409	418 9 0.2953145834413827
519 10 0.2988069408223335	429 10 0.2927138917747172	523 9 0.2951102433818589
634 9 0.2988255171913811	533 10 0.2867653255974713	623 9 0.2954817707628112
729 9 0.2989369754056668	621 10 0.2899253723765703	723 9 0.297971004215191
832 9 0.2934940992747169	717 10 0.290129712436094	818 9 0.2953145834413827
928 9 0.2936458062886056	800 10 0.2897210323170465	924 9 0.2927138917747172
1049 9 0.2942588264671769	894 11 0.2899253723765703	1018 8 0.295778992667573
1148 8 0.2896962638249831	979 11 0.2947923810670443	1115 8 0.2899439487456179
1244 9 0.2902979317780252	1081 11 0.2911978536563316	1216 8 0.2899439487456179
1354 8 0.2960421578957474	1179 12 0.2914021937158554	1306 8 0.2870831879122859
1441 8 0.2954631943937636	1256 11 0.2943155875948223	1402 8 0.2867653255974711
1538 8 0.2930678748071244	1366 12 0.2950875389308008	1480 9 0.2899253723765703
1612 8 0.2954477140862239	1458 12 0.2971536439770961	1585 9 0.2874732916622857
1715 8 0.2954291377171763	1558 11 0.2937634566259072	1686 9 0.2870831879122859
1815 7 0.2926120392897253	1631 11 0.2947696766159861	1775 8 0.2872689516027619
1911 7 0.2875035378016325	1753 10 0.2949554403064622	1862 8 0.2836816483355678
2025 7 0.2876607224628045	1856 11 0.2949554403064622	1962 7 0.286728172859376
2127 8 0.2876010637391324	1957 10 0.2973290874625458	2047 7 0.2835423255677108
2218 7 0.2947089064856188	2064 10 0.2947696766159861	2146 6 0.2799663745260457
2312 7 0.2873454401992465	2164 9 0.2947283957958803	2238 6 0.2816661122939021
2410 6 0.293362119729667	2241 10 0.2952320218011711	2336 6 0.2788734648137446
2508 6 0.2884653809100977	2348 10 0.297907018944027	2450 6 0.2818704523534258
2612 6 0.2863130227656389	2435 10 0.2977584079916462	2542 6 0.2822440437753833
2729 6 0.2910971522711313	2513 9 0.29821249701281	2640 6 0.2820747924129495
2821 6 0.2860397357979192	2602 9 0.2977253833355615	2732 6 0.2798487241887441
2929 6 0.2908417271967266	2708 9 0.2952165414936314	2843 6 0.2762727731470791
3028 6 0.2942168311713385	2795 9 0.2926385542780241	2916 6 0.2786877011232685
3127 6 0.2939614060969338	2905 8 0.2930699388481298	3002 6 0.2771706309843803
3217 6 0.2941471697874098	3004 9 0.2896642711894011	3118 6 0.2810871487919182
3328 6 0.293806603021537	3097 8 0.292865598788606	3206 6 0.2808828087323945
3431 6 0.2947447096584413	3203 9 0.2922649628560666	3301 7 0.2830833939888038
3534 6 0.296481600164393	3298 8 0.2980773023269635	3406 6 0.2883597972740578
3624 5 0.2966518835473294	3402 8 0.2972723263349004	3500 7 0.2844587597740595
3703 6 0.2916440040582444	3500 7 0.2948759747277586	3596 6 0.285934549092842
3799 5 0.2983547173766937	3608 7 0.2914799127983237	3693 6 0.2824256793838488
3902 6 0.2958469075552662	3718 8 0.2914799127983237	3797 6 0.2850263710505144
3996 5 0.2965302525595177	3817 8 0.2926822166839053	3894 5 0.2842317152634777
4102 6 0.2959652213343195	3908 7 0.2924221475172387	4006 5 0.2794637805412576
4196 5 0.2965302525595177	4018 7 0.2888461964755736	4113 4 0.2800055913051462
4308 6 0.2935502933581301	4124 7 0.2888461964755736	4209 4 0.2739125422575299
