AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 3 5 2 0 0 
2 1 5 2 0 1 
3 6 5 2 1 1 
4 11 5 2 1 1 
5 10 5 0 0 0 
6 8 4 2 0 0 
7 6 5 2 1 1 
8 9 5 2 1 0 
9 10 5 2 1 1 
10 9 5 2 1 1 
