#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
1.51582450295488e-15 1633.33 3.050230036803571e-13 0 1.854175479820697e-13 0 4.598405212163926e-13 -6.402842700481415e-14 1448 0 3266
