AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 82 82 82 82 82 
4 82 82 82 82 82 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 82 82 82 82 82 
8 0 0 0 0 0 
9 82 82 82 82 82 
10 82 82 82 82 82 
