link load
2-1 1
1-2 0.225102
11-1 1
1-11 0
11-2 0.177347
2-11 1
11-10 1
10-11 0.176327
3-2 1
2-3 0
4-3 1
3-4 0
5-4 1
4-5 1
6-5 1
5-6 1
7-6 1
6-7 1
8-4 1
4-8 0
8-7 0
7-8 0
9-3 1
3-9 1
9-8 0.823673
8-9 0
10-9 1
9-10 0.176327
