#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 2359 0 0 0 0 0 0 0 0 0 0 0
2 1176 0 1 1 0 0 0 0 0 0 0 0
3 779 0 0 0 0 0 0 0 0 1 0 1
4 577 0 0 0 0 1 0 0 0 1 0 1
5 513 0 0 0 0 0 0 0 0 0 0 1
6 374 0 0 0 0 0 0 0 0 0 1 0
7 366 0 0 0 0 0 0 0 0 0 0 0
8 309 0 0 0 0 0 0 0 0 0 0 0
9 297 0 0 0 0 0 0 0 0 0 0 0
10 229 0 0 0 0 0 0 0 0 0 0 1
11 216 0 1 0 0 0 0 0 0 0 0 0
12 206 0 0 0 0 0 0 0 0 1 0 0
13 174 0 1 0 0 0 0 0 0 0 0 0
14 180 0 0 1 0 0 0 0 0 0 0 0
15 139 0 0 1 0 0 0 0 0 0 0 0
16 134 0 0 0 0 0 0 0 0 0 0 0
17 141 0 0 0 0 0 0 0 0 0 0 1
18 131 0 0 0 0 0 0 0 0 0 0 0
19 117 0 0 0 0 0 0 0 0 0 0 0
20 115 0 0 0 0 0 0 0 0 0 0 0
21 126 0 0 0 0 0 0 0 0 0 0 0
22 124 0 0 0 0 0 0 0 0 0 0 0
23 96 0 0 0 0 0 0 0 0 0 0 0
24 97 0 0 0 0 0 0 0 0 0 0 0
25 91 0 0 0 0 0 0 0 0 0 0 0
26 97 0 0 0 0 0 0 0 0 0 0 0
27 93 0 0 0 0 0 0 0 0 0 0 0
28 91 0 0 0 1 0 0 0 0 0 0 0
29 79 0 0 0 0 0 0 0 0 0 0 0
30 79 0 0 0 0 0 0 0 0 1 0 0
31 68 0 0 0 0 0 0 0 0 0 0 0
32 62 0 0 0 0 0 0 0 0 1 0 0
33 60 0 0 0 0 0 0 0 0 0 0 0
34 85 0 1 0 0 0 0 0 0 0 0 0
35 79 0 0 0 0 0 0 0 0 0 0 0
36 59 0 0 0 0 0 0 0 0 0 0 0
37 54 0 0 0 0 0 0 0 0 0 0 0
38 60 0 0 0 0 0 0 0 0 0 0 0
39 60 0 0 0 0 0 0 0 0 0 0 0
40 69 0 0 0 0 0 0 0 0 0 0 0
41 56 0 0 0 0 0 0 0 0 0 0 0
42 68 0 0 0 0 0 0 0 0 0 0 0
43 52 0 0 0 0 0 0 0 0 0 0 0
44 51 0 0 0 0 0 0 0 0 0 0 0
45 58 0 0 0 0 0 0 0 0 0 0 0
46 41 0 0 0 0 0 0 0 0 0 0 0
47 51 0 0 0 0 0 0 0 0 0 0 0
48 53 0 0 0 0 0 0 0 0 0 0 0
49 48 0 0 0 0 0 0 0 0 0 0 0
50 41 0 0 1 0 0 0 0 0 0 0 0
51 40 0 0 0 0 0 0 0 0 0 0 0
52 37 0 0 0 0 0 0 0 0 0 0 0
53 36 0 0 0 0 0 0 0 0 0 0 0
54 48 0 0 0 0 0 0 0 0 0 0 0
55 42 0 0 0 0 0 0 0 0 0 0 0
56 46 0 0 0 0 0 0 0 0 0 0 0
57 33 0 0 0 0 0 0 0 0 0 0 0
58 40 0 0 0 0 0 0 0 0 0 0 0
59 42 0 0 0 0 0 0 0 0 0 0 0
60 30 0 0 0 0 0 0 0 0 0 0 0
61 34 0 0 0 0 0 0 0 0 0 0 0
62 28 0 0 0 0 0 0 0 0 0 0 0
63 39 0 0 0 0 0 0 0 0 0 0 0
64 29 0 0 0 0 0 0 0 0 0 0 0
65 39 0 0 0 0 0 0 0 0 0 0 0
66 42 0 0 0 0 0 0 0 0 0 0 0
67 29 0 0 0 0 0 0 0 0 0 0 0
68 24 0 0 0 0 0 0 0 0 0 0 0
69 25 0 0 0 0 0 0 0 0 0 0 0
70 44 0 0 0 0 0 0 0 0 0 0 0
71 28 0 0 0 0 0 0 0 0 0 0 0
72 39 0 0 0 0 0 0 0 0 0 0 0
73 44 0 0 0 0 0 0 0 0 0 0 0
74 29 0 0 0 0 0 0 0 0 0 0 0
75 34 0 0 0 0 0 0 0 0 0 0 0
76 28 0 0 0 0 0 0 0 0 0 0 0
77 36 0 0 0 0 0 0 0 0 0 0 0
78 45 0 0 0 0 0 0 0 0 0 0 0
79 27 0 0 0 0 0 0 0 0 0 0 0
80 28 0 0 0 0 0 0 0 0 0 0 0
81 35 0 0 0 0 0 0 0 0 0 0 0
82 27 0 0 0 0 0 0 0 0 0 0 0
83 31 0 0 0 0 0 0 0 0 0 0 0
84 20 0 0 0 0 0 0 0 0 0 0 0
85 27 0 0 0 0 0 0 0 0 0 0 0
86 18 0 0 0 0 0 0 0 0 0 0 0
87 29 0 0 0 0 0 0 0 0 0 0 0
88 23 0 0 0 0 0 0 0 0 0 0 0
89 25 0 0 0 0 0 0 0 0 0 0 0
90 21 0 0 0 0 0 0 0 0 0 0 0
91 27 0 0 0 0 0 0 0 0 0 0 0
92 26 0 0 0 0 0 0 0 0 0 0 0
93 16 0 0 0 0 0 0 0 0 0 0 0
94 28 0 0 0 0 0 0 0 0 0 0 0
95 25 0 0 0 0 0 0 0 0 0 0 0
96 22 0 0 0 0 0 0 0 0 0 0 0
97 24 0 0 0 0 0 0 0 0 0 0 0
98 25 0 0 0 0 0 0 0 0 0 0 0
99 28 0 0 0 0 0 0 0 0 0 0 0
100 22 0 0 0 0 0 0 0 0 0 0 0
