link load
2-1 1
1-2 -1.020861399949205e-14
11-1 1
1-11 0.363878
11-2 0.170612
2-11 1
11-10 1
10-11 0.0614286
3-2 1
2-3 0
4-3 0.54898
3-4 0.0587755
5-4 3.15538978166118e-17
4-5 1
6-5 1
5-6 0.64
7-6 0.440612
6-7 0.444082
8-4 1
4-8 -2.021305571899426e-15
8-7 0.999796
7-8 -1.42094626314748e-14
9-3 1
3-9 0.802245
9-8 4.081589488160549e-15
8-9 0.98449
10-9 -7.424446545085128e-18
9-10 1
