#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1604 1 0 0 0 1 0 0 0 0 1 0
2 793 0 0 0 0 0 0 1 0 0 0 0
3 508 0 0 0 0 0 1 0 0 0 0 0
4 362 0 0 0 0 0 0 0 0 0 0 0
5 303 0 0 0 0 0 0 0 0 0 0 0
6 267 0 0 0 0 0 0 0 0 0 0 0
7 205 0 0 0 0 0 0 0 0 0 0 0
8 187 0 0 0 0 0 0 0 0 0 0 0
9 168 0 0 0 0 0 0 0 0 0 0 0
10 159 0 0 0 0 0 0 0 0 0 0 0
11 141 0 0 0 0 0 0 0 0 0 0 0
12 151 0 0 0 0 0 0 0 0 0 0 0
13 126 0 0 0 0 0 0 0 0 0 0 0
14 111 0 0 0 0 0 0 0 0 0 0 0
15 123 0 0 0 0 0 0 0 0 0 0 0
16 79 0 0 0 0 0 0 0 0 0 0 0
17 93 0 0 0 0 0 0 0 0 0 0 0
18 90 0 0 0 0 0 0 0 0 0 0 0
19 85 0 0 0 0 0 0 0 0 0 0 0
20 89 0 0 0 0 0 0 0 0 0 0 0
21 76 0 0 0 0 0 0 0 0 0 0 0
22 86 0 0 0 0 0 0 0 0 0 0 0
23 72 0 0 0 0 0 0 0 0 0 0 0
24 65 0 0 0 0 0 0 0 0 0 0 0
25 65 0 0 0 0 0 0 0 0 0 0 0
26 57 0 0 0 0 0 0 0 0 0 0 0
27 59 0 0 0 0 0 0 0 0 0 0 0
28 61 0 0 0 0 0 0 0 0 0 0 0
29 50 0 0 0 0 0 0 0 0 0 0 0
30 46 0 0 0 0 0 0 0 0 0 0 0
31 43 0 0 0 0 0 0 0 0 0 0 0
32 50 0 0 0 0 0 0 0 0 0 0 0
33 48 0 0 0 0 0 0 0 0 0 0 0
34 40 0 0 0 0 0 0 0 0 0 0 0
35 42 0 0 0 0 0 0 0 0 0 0 0
36 47 0 0 0 0 0 0 0 0 0 0 0
37 37 0 0 0 0 0 0 0 0 0 0 0
38 35 0 0 0 0 0 0 0 0 0 0 0
39 40 0 0 0 0 0 0 0 0 0 0 0
40 35 0 0 0 0 0 0 0 0 0 0 0
41 34 0 0 0 0 0 0 0 0 0 0 0
42 46 0 0 0 0 0 0 0 0 0 0 0
43 35 0 0 0 0 0 0 0 0 0 0 0
44 33 0 0 0 0 0 0 0 0 0 0 0
45 45 0 0 0 0 0 0 0 0 0 0 0
46 31 0 0 0 0 0 0 0 0 0 0 0
47 36 0 0 0 0 0 0 0 0 0 0 0
48 43 0 0 0 0 0 0 0 0 0 0 0
49 35 0 0 0 0 0 0 0 0 0 0 0
50 38 0 0 0 0 0 0 0 0 0 0 0
51 34 0 0 0 0 0 0 0 0 0 0 0
52 37 0 0 0 0 0 0 0 0 0 0 0
53 25 0 0 0 0 0 0 0 0 0 0 0
54 33 0 0 0 0 0 0 0 0 0 0 0
55 28 0 0 0 0 0 0 0 0 0 0 0
56 29 0 0 0 0 0 0 0 0 0 0 0
57 27 0 0 0 0 0 0 0 0 0 0 0
58 24 0 0 0 0 0 0 0 0 0 0 0
59 27 0 0 0 0 0 0 0 0 0 0 0
60 32 0 0 0 0 0 0 0 0 0 0 0
61 26 0 0 0 0 0 0 0 0 0 0 0
62 28 0 0 0 0 0 0 0 0 0 0 0
63 27 0 0 0 0 0 0 0 0 0 0 0
64 28 0 0 0 0 0 0 0 0 0 0 0
65 26 0 0 0 0 0 0 0 0 0 0 0
66 30 0 0 0 0 0 0 0 0 0 0 0
67 30 0 0 0 0 0 0 0 0 0 0 0
68 25 0 0 0 0 0 0 0 0 0 0 0
69 37 0 0 0 0 0 0 0 0 0 0 0
70 14 0 0 0 0 0 0 0 0 0 0 0
71 18 0 0 0 0 0 0 0 0 0 0 0
72 14 0 0 0 0 0 0 0 0 0 0 0
73 21 0 0 0 0 0 0 0 0 0 0 0
74 22 0 0 0 0 0 0 0 0 0 0 0
75 15 0 0 0 0 0 0 0 0 0 0 0
76 10 0 0 0 0 0 0 0 0 0 0 0
77 24 0 0 0 0 0 0 0 0 0 0 0
78 20 0 0 0 0 0 0 0 0 0 0 0
79 28 0 0 0 0 0 0 0 0 0 0 0
80 16 0 0 0 0 0 0 0 0 0 0 0
81 17 0 0 0 0 0 0 0 0 0 0 0
82 23 0 0 0 0 0 0 0 0 0 0 0
83 17 0 0 0 0 0 0 0 0 0 0 0
84 14 0 0 0 0 0 0 0 0 0 0 0
85 17 0 0 0 0 0 0 0 0 0 0 0
86 22 0 0 0 0 0 0 0 0 0 0 0
87 20 0 0 0 0 0 0 0 0 0 0 0
88 19 0 0 0 0 0 0 0 0 0 0 0
89 20 0 0 0 0 0 0 0 0 0 0 0
90 17 0 0 0 0 0 0 0 0 0 0 0
91 15 0 0 0 0 0 0 0 0 0 0 0
92 13 0 0 0 0 0 0 0 0 0 0 0
93 12 0 0 0 0 0 0 0 0 0 0 0
94 12 0 0 0 0 0 0 0 0 0 0 0
95 21 0 0 0 0 0 0 0 0 0 0 0
96 25 0 0 0 0 0 0 0 0 0 0 0
97 18 0 0 0 0 0 0 0 0 0 0 0
98 16 0 0 0 0 0 0 0 0 0 0 0
99 14 0 0 0 0 0 0 0 0 0 0 0
100 11 0 0 0 0 0 0 0 0 0 0 0
