AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 10 4 2 2 
2 0 10 4 2 2 
3 23 10 4 2 2 
4 23 10 4 2 2 
5 0 10 4 2 2 
6 0 10 4 2 2 
7 23 10 4 2 2 
8 0 10 4 2 2 
9 23 10 4 2 2 
10 23 10 4 2 2 
