6197	6197	6197	6286	6286	6193	4239
6079.5	6003	5866.5	5993	5890	6173	4250.5
6058.333333333333	6008.666666666667	5815.333333333333	5953.333333333333	5784	6140.666666666667	4232
6012.25	5946.75	5707.5	5911.5	5733.25	6116.5	4215.75
5970.6	5892	5670.2	5855.4	5681.2	6120.4	4214.2
5981.833333333333	5908.5	5800.666666666667	5795.166666666667	5633.166666666667	6104.166666666667	4201.833333333333
5984.857142857143	5893.428571428572	5705.285714285715	5771	5615.285714285715	6097.571428571428	4199
5984.5	5874	5631.625	5721.375	5571.5	6091.75	4198.5
5974	5851.222222222223	5562.777777777777	5687.222222222223	5543.555555555556	6088.666666666667	4194.777777777777
5952.8	5826.1	5485	5660.7	5521.2	6082.3	4191.7
5942.818181818182	5807.545454545455	5442.727272727273	5637.272727272727	5501.636363636364	6075.363636363636	4181.272727272727
5917.916666666667	5776.75	5386.25	5617.583333333333	5485.416666666667	6074.333333333333	4177.916666666667
5907	5758	5335	5607.538461538462	5475.076923076923	6074.846153846154	4179.76923076923
5883	5731.5	5283.928571428572	5602.571428571428	5471.142857142857	6074.928571428572	4180.357142857143
5857.733333333334	5700	5232.533333333334	5592.4	5459.733333333334	6080.733333333334	4184.466666666666
5831	5668.4375	5179.1875	5580.8125	5450.8125	6078.3125	4183.375
5794.823529411765	5630.176470588235	5125	5573.117647058823	5445.823529411765	6081.294117647059	4182.764705882353
5781.5	5610.388888888889	5098.055555555556	5567.333333333333	5443	6079.222222222223	4179.333333333333
5766.789473684211	5591.736842105263	5065.684210526316	5559.947368421052	5435.421052631579	6085.210526315789	4181.736842105263
5747	5569.3	5032.75	5554.1	5429	6082.65	4179.75
5732.857142857143	5553.857142857143	5004.714285714285	5552.333333333333	5427.571428571428	6082.095238095239	4177.761904761905
5717.136363636364	5533.909090909091	4976.272727272727	5541.409090909091	5417.636363636364	6074	4171.954545454545
5706.391304347826	5518.913043478261	4951.695652173913	5532.217391304348	5409.347826086957	6074.347826086957	4171.04347826087
5695.375	5504.666666666667	4927.916666666667	5526.458333333333	5403.083333333333	6075.583333333333	4169.791666666667
5684.88	5492.48	4907.96	5516.32	5395.08	6076.6	4171.44
5677.192307692308	5481.961538461538	4893.307692307692	5511.307692307692	5391.961538461538	6073.26923076923	4168.653846153846
5666.296296296297	5469.37037037037	4878.814814814815	5501.037037037037	5383.962962962963	6075.037037037037	4172.777777777777
5652.392857142857	5455.678571428572	4864.535714285715	5498.392857142857	5382.75	6074.535714285715	4173.178571428572
5639.448275862069	5440.172413793103	4847.172413793103	5489.758620689655	5375.689655172414	6069.551724137931	4170.448275862069
5623.4	5422.033333333334	4826.233333333334	5485.633333333333	5371.733333333334	6064.333333333333	4165.133333333333
5613.83870967742	5410.806451612903	4814.16129032258	5485.387096774193	5372.741935483871	6063.548387096775	4162.225806451613
5605.9375	5399.46875	4804.71875	5485.46875	5373.71875	6062.40625	4163.59375
5599.727272727273	5392.181818181818	4802	5479.757575757576	5369.333333333333	6063.636363636364	4163.454545454545
5594.529411764706	5385.470588235294	4809.264705882353	5479.529411764706	5370.088235294118	6063.941176470588	4162.294117647059
5586.4	5379.571428571428	4857.228571428572	5475.428571428572	5366.885714285714	6069.571428571428	4168.257142857143
5585.027777777777	5379.861111111111	4871.666666666667	5469.583333333333	5361.138888888889	6070.083333333333	4167.916666666667
