#descent	dspsa_orig	dspsa_enhanced
0.4411340701585776	0.4699507389162562	0.448404255319149
0.4535279805352798	0.4613460095071303	0.4615184607384295
0.4571381740698246	0.464422596233961	0.4665988470668023
0.4583229967749938	0.4623710042788824	0.4685474647350362
0.4634219468319009	0.4598093326643251	0.4653576152202665
0.4624469766281294	0.4612817089452603	0.4624462614852904
0.4652127279227743	0.4623101175121811	0.4621140573919361
0.4651643192488263	0.4599164015222409	0.4611222949169602
0.4660842468421346	0.4606468705155095	0.4632875945113414
0.4659557424652048	0.4606607798392698	0.4639798488664988
0.4655164585698071	0.4596723377441714	0.4628477306002928
0.4655991993995496	0.4597435791730222	0.4617288092941324
0.4646367685455384	0.4596351197263397	0.4620216354542283
0.4636821608489049	0.4623693871787631	0.4618121697875858
0.4640346493419957	0.4610622674437749	0.4618713724963934
0.4637540958027774	0.4623396692937722	0.4626036171816127
0.4626900791199741	0.462089031131801	0.4627099135259569
0.4631116792174952	0.4629400610108005	0.462049150603922
0.4629527341592362	0.4631096290120884	0.4617233727810651
0.4634932533733134	0.4636674768116661	0.4621650158379004
0.4632466820748647	0.4635108947393298	0.4616780911891853
0.4630640465793304	0.4633115635804841	0.4613631183040803
0.462956121096212	0.4633808906182447	0.4612562243382545
0.4628973792758635	0.4631301496378391	0.4614386743105829
0.4632507349853003	0.4639111536467679	0.4617923484070922
0.4630007311347981	0.4648017037932424	0.4614372508803839
0.4624974491215702	0.4642176367169427	0.4615871243836636
0.4626368907021687	0.4641491908113322	0.4610572355566709
0.4628848878598334	0.4641113660278415	0.4614517778817981
0.4628979987304133	0.4642339415146214	0.4619911474750185
0.4628956424797634	0.4646313141087671	0.4617891187341936
0.4630046595990869	0.4643141789995155	0.4616521957971561
0.4631199660873251	0.4641898551823489	0.4614175871117349
0.4636795156289035	0.4647908051389972	0.461323226790235
0.463420200550587	0.4651777927109992	0.4611699372734074
0.4638191651643323	0.4651369767765262	0.4618654733603692
0.4639175257731959	0.4654626623376623	0.4617970036331968
0.4640568366864527	0.4651070892278512	0.461396839693241
0.4635359398573146	0.4654156665939341	0.4616683857658587
0.4640153640864479	0.4654969883282097	0.4615829218339679
0.4638663438020953	0.4652750682793602	0.461484671156748
0.4642020802377415	0.4653783452526863	0.4614307261366085
0.4642778300626256	0.4657640997010829	0.4614898694492536
0.4649313169645394	0.4657018780410168	0.4613310482719223
0.4645230844466179	0.4657202254560816	0.4614173228346456
0.4648207335898941	0.4659672772734685	0.4609633734465686
0.465292760955286	0.4655280726599018	0.4608566418612609
0.4650443583656129	0.4654469637737816	0.4607815427775859
0.4651540038972831	0.4656420730150626	0.4607837106299213
0.4653097132802815	0.4655420963059366	0.4609887735308602
0.4654645237161897	0.4655059035990853	0.4610329471112162
0.465574937015597	0.4653260430103386	0.4613289023706938
0.4654713346929527	0.4654960707269156	0.4613686325045482
0.4654538040204265	0.4655686957811226	0.4615048444386588
0.4655519064038064	0.4657481926067385	0.461416934541204
0.4648778047734744	0.4657315166406075	0.4611081727967872
0.4649651890676991	0.4659427096592954	0.4614680030297159
0.4646304330949773	0.4659054649568375	0.4617107960590622
0.4645228022280816	0.4655387355298308	0.4613566412161817
0.4646374589631209	0.4657375435787086	0.461533317730449
0.4646387645699109	0.465828119747124	0.461951295685978
0.4643790111910214	0.4657185036988036	0.4619272100977594
0.4646348430507506	0.4653441758521013	0.4620640229335882
0.4641660352598402	0.4653792025019546	0.4618453748050136
0.464068658711804	0.4651066186651897	0.4616138844710714
0.4641297519848028	0.4652182805717792	0.461673560002433
0.4641645351568617	0.4654505829141228	0.4615085129003759
0.4642353459673865	0.4654695522958996	0.4615231465777869
0.4643539838387349	0.4655598651538768	0.4614545771780854
0.4641266805583307	0.4656344006116426	0.4617419544473679
0.4642125926082277	0.4656192067217887	0.4617755159739892
0.4644255330964016	0.465968877490739	0.4620932339209811
0.4646673466454002	0.4662169110841441	0.4619261072229021
0.4646225300578541	0.4663636794016002	0.4620361766920098
0.4644929225645296	0.466064767548162	0.4619888127609464
0.4644523599847531	0.4660834969106934	0.462238482671175
0.4642463247220023	0.4660787106593042	0.4623734426849383
0.464386096332008	0.4661238956235875	0.4624646667568107
0.4640962240167962	0.4661980579570519	0.4628596127687163
0.4641804097951024	0.4661932173695408	0.4630219024840393
0.4639731055115196	0.4662484936501561	0.4632957849513029
0.4638699183029432	0.4661462307049079	0.4633090706515418
0.4640805548370798	0.4662187833575568	0.4631405698795253
0.4639316787904721	0.4664671943543772	0.463060283751547
0.4641907010341972	0.4664790821702506	0.4631434600403114
0.4641329394215533	0.4661334419172823	0.4632516573698198
0.4640453113433298	0.4658343301435407	0.4633170066769864
0.4641706741674985	0.4654504496817243	0.4634454165429335
0.4639628524641647	0.4653178540492502	0.4636582281339626
0.4637947193584703	0.4652698575187907	0.463764474668632
0.4636997460216458	0.4654017795728805	0.4637421121496359
0.4637704749038311	0.4652936564970275	0.4637964454394059
0.4635469486968979	0.4652197328737613	0.4636243350525208
0.463489872308795	0.4651753885830905	0.463746602662338
0.4634051518064947	0.4653102103210163	0.4636257532307725
0.4632656773824684	0.4653484974958264	0.4635731488785911
0.4632769814892939	0.4653742901393908	0.4638439581351094
0.4631101021566402	0.4654259668056577	0.4638009049773756
0.463202874232186	0.4654019946667206	0.4640688387263417
0.4633032787294238	0.4654218152858266	0.4640220153686522
0.4633165531244288	0.4655640276420425	0.4640006750183645
0.4633040091593194	0.4654737989872249	0.4640136061109528
0.4634333058772228	0.4655705008148274	0.4641470322034393
0.4632125645604132	0.4654758063350944	0.4640206642635465
0.4632216966556535	0.4656423022447316	0.4639948441304244
0.4631961053880488	0.4657220342826904	0.4639418074500085
0.463219757923459	0.4655926158224353	0.4638766705546733
0.4631251530963594	0.465433621425127	0.463826291951292
0.4630770146574659	0.4654300168634065	0.4639451591249736
0.4631736526946107	0.46542232260356	0.4640567838577853
0.4631810825391117	0.4654512808019562	0.4640906423509231
0.4631280659778381	0.46545820295038	0.4640249794223956
0.4631953185381473	0.4654465871887224	0.4642228439923555
0.4633399884411286	0.4653034520913649	0.4643679676511955
0.4633122688842207	0.4651098016346212	0.4643313184490475
0.4631839404436603	0.4652329810965796	0.4644705801021423
0.4632719421022087	0.4652447136629835	0.4645305003427005
0.4634569415945677	0.4652376933418721	0.4644007034057411
0.4635257211397321	0.4653465346534653	0.4644218578222209
0.4635917484611546	0.4652166479715445	0.4644173802674594
0.4635438570450816	0.4652624440750572	0.4644262064282105
0.4636693339003078	0.4653866500444944	0.4644007229113613
0.4638020241995653	0.4652808563770727	0.4644428510901802
0.4638473294723294	0.4654092618597969	0.4646281399116764
0.4637168847749761	0.4653346037439748	0.4646891409788753
0.46375836269348	0.4655214187833893	0.4647776434660899
0.4637785346422637	0.4654315052839794	0.464660610101026
0.4637648397733207	0.4654596775454674	0.4647620538509706
0.463738966976352	0.4654993213108396	0.4646965613130238
0.4637923158714987	0.4654866507329877	0.464767512205272
0.4637074802714556	0.465489909967035	0.4648931980929732
0.4637657593610794	0.4655090083603041	0.4649322855202195
