#descent	dspsa_orig	dspsa_enhanced
0.3773792143134733	0.3767739748186959	0.3764992859291756
0.3770360850380585	0.3769983767155336	0.376174680762419
0.3768993283894175	0.3767910181576956	0.375997282917544
0.3770439535754774	0.3769242432556722	0.3761040817767536
0.3769336392307202	0.3768835407020192	0.3759774395975305
0.3768938964858717	0.3769327696809865	0.3758790301784456
0.3768612685245217	0.3769197115605117	0.3757480861268288
0.3769970617733496	0.3768810451980951	0.3757422597995542
0.3769966310413503	0.3768902487577173	0.3757413465128269
0.3770027878044427	0.3768511415636538	0.3757230411419368
0.3770309084595541	0.3768800208744731	0.3756080633966157
0.3770308227561868	0.3768889874206065	0.3755872725380871
0.3770358256086616	0.3769394138819276	0.3756183063171508
0.3770397165330276	0.3769154868062251	0.3756355009009413
0.3770518321014018	0.3768977308092432	0.3756595893494563
0.3770330173895701	0.3768978473176074	0.3756048426662213
0.3770422592859799	0.3768881527831158	0.3755896090118708
0.3770264813858296	0.3768906782395658	0.3756248130372964
0.3770359145138472	0.3768787310717563	0.3756577160064675
0.3770287515516956	0.3768961995920017	0.3756456225055566
0.3770154191657427	0.3769032796687055	0.3755801904917364
0.3770120068644155	0.3768871553340827	0.3755756098771587
0.3770230197177475	0.3769082229031054	0.3755745729206217
0.3770270439455914	0.3769091620717013	0.3755838890950436
0.3770219525881049	0.3769180710833639	0.375570082487066
0.3770136848941246	0.3769100231161541	0.3755716181959
0.3770173205012038	0.3769087951939428	0.375590902401598
0.3770108226975936	0.3769050034528062	0.3756283370171201
0.3769922588993765	0.3769079784519634	0.3756651669265848
0.3769809833266359	0.3769048921440293	0.3756782323933231
0.3769750866619535	0.3769124884080675	0.3756669956458112
0.3769695572463058	0.3769271709862591	0.3756806752148767
0.3769616135119584	0.3769343259366467	0.3757093715684932
0.3769550133626732	0.3769218389325242	0.3757416415092356
0.3769520391431279	0.3769279519664539	0.375789666542114
0.3769478454405623	0.3769214736345592	0.3758138566221336
0.3769385353791523	0.3769108950618314	0.375865050231513
0.3769334671382178	0.3769107702455142	0.375892018197739
0.3769154796883086	0.376905307721923	0.3758896325904758
0.3769185631269134	0.3769029024078424	0.3758708790887706
0.3769406495458977	0.376903163021684	0.3758791613601127
0.3769450842138735	0.3769023641788405	0.3759125486997092
0.3769477941868822	0.3769109277560353	0.3759494522518761
0.376945378201537	0.3768932947776777	0.3759913591505275
0.3769494782193878	0.3768955038018293	0.3760481259264722
0.3769628708943881	0.3768970041289145	0.3761119018831258
0.376943892382988	0.3769102471861101	0.3762040391124072
0.3769531619656139	0.3769162885630696	0.376280672274072
0.3769608193367409	0.3769122339607605	0.3763571074683872
0.3769524121296861	0.3769226647033593	0.3764347839095642
0.3769605259597636	0.3769205178231282	0.3765235782469827
0.3769580861690317	0.3769371928331721	0.3766042041442826
0.3769511065590848	0.3769415564359504	0.3766717131116142
0.3769428608481256	0.3769396140261927	0.3767355537705844
0.3769428449127163	0.3769403259767732	0.3768196110791141
0.376941668456349	0.3769425393669247	0.3768907621509374
0.3769367483456687	0.3769492206687328	0.3769646751858807
0.3769346892581805	0.3769577169330275	0.3770384098115533
0.3769367309534286	0.3769619060447376	0.377110114310333
0.3769243866590047	0.3769637189221808	0.3771780139512898
0.3769311971499807	0.3769676092292226	0.3772477644247337
0.3769262115053462	0.3769681471647559	0.3773187998415172
0.3769232814356849	0.376965245452218	0.3773857115568227
0.376922298455052	0.376969253202443	0.3774669616378145
0.3769164259350749	0.3769730522038336	0.3775363322107027
0.3769088124037676	0.3769786077248768	0.3775976469712055
0.3769082457924545	0.3769801554623767	0.3776549359215124
0.3769114983866902	0.3769779201992837	0.3777141038597713
0.3769139070661408	0.3769708376508879	0.3777854745778354
0.3769190329033189	0.376973898172859	0.3778498011950959
0.3769203374163168	0.3769772780206533	0.3779171133116975
0.3769279177072166	0.3769718465874775	0.377980457128152
0.3769250264596751	0.3769792255559067	0.3780427030634034
0.3769235275769172	0.3769770876126147	0.3781112814097135
0.3769194738337169	0.3769734105404389	0.3781792978300712
0.3769110934310868	0.3769714612646816	0.3782395087162639
0.3769092852351595	0.3769679099735715	0.378295069400083
0.3769079971606423	0.3769735182094949	0.3783542816346254
0.3769090879840238	0.3769622677907377	0.3784184103740326
0.3769057577798228	0.3769657812093815	0.37847736435851
0.3769089071601877	0.3769744462506163	0.3785407633230828
0.3769042541805612	0.3769752269044554	0.3786055550112651
0.3769021855926538	0.3769696219771619	0.3786738179178546
0.3769003746300505	0.3769620414667881	0.3787276883101274
