0	0	0	0	0	0
48160	105651	193393	100526	218648	2495
32710.5	107771	156008	140133	130795.5	2564
29875.33333333333	116953.3333333333	343892.3333333333	125535.3333333333	97934	2554.666666666667
27753	105917.25	358156.75	109682.25	76697.25	2554.25
26733.6	94035.60000000001	416301.2	95568.39999999999	67820.60000000001	2549
29080.33333333333	83221.5	445683	89714.33333333333	59519	2562.833333333333
31040.71428571429	76112.42857142857	525429.5714285715	87619	52303	2558.714285714286
30536.25	75408.375	460226.625	84715.5	46989.5	2551.875
30753.44444444445	70738.66666666667	427668.3333333333	83430.55555555556	43561.22222222222	2560.222222222222
28777.2	68319.60000000001	456374	81866.2	40673.9	2563.3
31467	66549	444834.5454545455	79435	37604.18181818182	2569.818181818182
31020.83333333333	69099.75	491415.75	76389.91666666667	35026.25	2574.583333333333
29886	66743.84615384616	482802.0769230769	73706.07692307692	33017.23076923077	2571.076923076923
29538.14285714286	63695.28571428572	458039.9285714286	70058.21428571429	31436.57142857143	2574
28434.4	60339.53333333333	482286	68102.8	30010.06666666667	2574.533333333333
28551.1875	57017.5625	514624.625	65069.25	28644.625	2574.5625
27656.76470588235	56057.23529411765	484784.9411764706	63509.64705882353	27589.29411764706	2577.117647058823
27392.16666666667	55308.55555555555	467996.9444444444	61243.88888888889	26357.77777777778	2582.722222222222
26578.63157894737	53807.26315789474	460104.4210526316	59575	25150.68421052632	2582.368421052632
26345.35	54644.75	443409.45	56817.15	24036.95	2584.6
27868.85714285714	54561.23809523809	448395.4285714286	55119.19047619047	23189.47619047619	2585.714285714286
27553.5	52634.09090909091	430083.5454545455	53104.63636363636	22487.81818181818	2588.5
27128.13043478261	51506.95652173913	415613.3043478261	51179.34782608696	21682.60869565217	2584.695652173913
26880.75	50322.58333333334	415056.625	49357.08333333334	21080.54166666667	2588.791666666667
26464.8	49341.48	413937.88	48211	20539.16	2586.04
25966.30769230769	47870.96153846154	414684.9230769231	46708.38461538462	19935.5	2589.923076923077
25987.92592592593	47223.11111111111	413267.2592592593	45559.55555555555	19472.14814814815	2593.814814814815
25592.25	46470.78571428572	406234.8928571428	44582.82142857143	18959.17857142857	2595.321428571428
24963.62068965517	46387.03448275862	421093.275862069	43394.79310344828	18479.89655172414	2595.03448275862
24851.36666666666	45381.9	415952.7666666667	42450.06666666667	18030.53333333333	2593.666666666667
24475.64516129032	45013.64516129033	410236.3225806452	41447.48387096774	17608.77419354839	2594.83870967742
24344.3125	44343.75	411787.46875	40395.71875	17193.625	2594.9375
24110.39393939394	43409.0303030303	429726.3939393939	39356.0303030303	16862.81818181818	2595.393939393939
23861.20588235294	42958.70588235294	433814.1470588236	38529.5	16535.11764705883	2597.794117647059
23695.82857142857	42579.82857142857	429870.6857142857	37677.11428571428	16186.65714285714	2598.914285714286
