data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.4 0.4 0.4 1 1.14254 0.784235 0.358305
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.4 0.4 0.4 1 3.80632 2.88359 0.922728
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.4 0.4 0.4 1 11.2064 9.21723 1.98916
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.4 0.4 0.4 2 0.48966 0.391512 0.0981479
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.4 0.4 0.4 2 1.67213 1.5829 0.0892251
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.4 0.4 0.4 2 6.01487 5.98579 0.0290801
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.4 0 0.2 1 6.21701 6.18633 0.0306708
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.4 0 0.2 2 6.95497 6.49361 0.461351
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.4 0 0.4 1 0.33394 0.309373 0.0245668
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.4 0 0.4 1 1.54371 1.44858 0.095138
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.4 0 0.4 1 6.40942 6.03269 0.376728
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.4 0 0.4 2 0.415192 0.340889 0.0743025
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.4 0 0.4 2 1.87549 1.59614 0.279349
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.4-alpha_eps_0-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.4 0 0.4 2 7.75345 6.64725 1.10619
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.2 0.2 1 6.69513 5.46206 1.23307
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.7 0.2 0.2 1 14.8082 13.6327 1.17551
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.2 0.2 1 28.1916 27.5158 0.675782
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.2 0.2 2 4.5259 4.07171 0.454197
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.7 0.2 0.2 2 10.8277 10.6279 0.199811
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.2 0.2 2 22.9987 22.9875 0.0112327
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.2 0.4 1 7.81099 6.15724 1.65375
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.7 0.2 0.4 1 17.0055 15.1351 1.87048
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.2 0.4 1 31.392 29.78 1.61202
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.2 0.4 2 3.5432 3.37653 0.166675
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.7 0.2 0.4 2 9.13271 9.12547 0.00724308
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.2-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.2 0.4 2 21.0701 20.7233 0.346752
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.4 0.2 1 13.8968 10.9365 2.9603
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.4 0.2 1 37.8327 36.6046 1.22811
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.4 0.2 2 9.26451 7.43385 1.83066
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.4 0.2 2 27.052 26.9838 0.0681993
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.4 0.4 1 16.2129 12.6878 3.52512
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.4 0.4 1 43.6489 41.415 2.23389
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0.4 0.4 2 6.94838 5.68255 1.26584
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0.4 0.4 2 22.2125 22.1734 0.0390507
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0 0.2 1 3.37161 3.34406 0.0275534
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0 0.2 1 22.6259 22.5188 0.107049
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0 0.2 2 3.52854 3.42912 0.0994224
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0 0.2 2 23.4751 23.0916 0.383506
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0 0.4 1 3.46743 3.30153 0.165898
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.7 0 0.4 1 9.86259 9.5324 0.330184
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0 0.4 1 22.8894 22.2324 0.657011
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 0.7 0 0.4 2 3.77394 3.47165 0.30229
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 0.7 0 0.4 2 10.6167 10.0236 0.593148
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_0.7-alpha_eps_0-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 0.7 0 0.4 2 24.5585 23.378 1.18049
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.2 0.2 1 29.7145 27.0554 2.65907
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.2 0.2 1 47.0524 46.4277 0.624726
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.2 0.2 1 63.2912 63.2852 0.00597097
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.2 0.2 2 21.0792 20.3632 0.715989
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.2 0.2 2 36.7941 36.7937 0.00035644
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.2 0.2 2 54.4621 53.7474 0.714632
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.2 0.4 1 34.2888 30.4015 3.88728
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.2 0.4 1 52.6099 51.2446 1.36525
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.2 0.4 1 68.1627 68.0541 0.108554
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.2 0.4 2 17.1913 17.0171 0.174194
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.2 0.4 2 32.1223 31.9767 0.145564
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.2-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.2 0.4 2 50.4801 48.9785 1.50157
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.4 0.2 1 41.5572 36.649 4.9082
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.4 0.2 1 53.6678 52.7834 0.884385
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.4 0.2 1 63.2557 63.096 0.15971
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.4 0.2 2 27.7048 25.0149 2.68983
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.4 0.2 2 37.2656 37.1441 0.121461
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.4 0.2 2 48.5259 47.5284 0.997438
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.4 0.4 1 48.4833 42.466 6.01738
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.4 0.4 1 62.0901 60.6031 1.48698
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.4-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.4 0.4 1 70.8852 70.8798 0.00548604
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0.4 0.4 2 20.7987 19.1979 1.60079
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0.4 0.4 2 29.325 29.3244 0.000618737
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0.4-req_eps_0.4-R_perm_2-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0.4 0.4 2 41.4077 39.7447 1.663
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0 0.2 1 20.1529 20.0053 0.147652
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+02-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+02 1 0 0.2 1 39.5667 39.4195 0.147171
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0-req_eps_0.2-R_perm_1-epochs_1e+06-K_1e+03-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+03 1 0 0.2 1 59.6621 59.5149 0.147259
data/rawdata/N_2-ctlg_1e+05-ctlg_eps_0.2-ctlg_perm_1-alpha0_1-alpha_eps_0-req_eps_0.2-R_perm_2-epochs_1e+06-K_1e+01-optimum-totreq_1e+08-seed_1.log:improvement 2 100000 0.2 1 1e+01 1 0 0.2 2 20.3524 20.1484 0.204059
