577	577	577	577	577	562	383
581.5	581.5	697	581.5	697	577	388.5
604.3333333333334	604.3333333333334	668	604.3333333333334	686.6666666666666	587	392.3333333333333
602.25	600.5	641.75	600.5	663.75	592.75	403
598.8	596.2	613.6	596.2	644.2	597.6	407.2
603.1666666666666	598.3333333333334	600	598.3333333333334	636.5	597.6666666666666	408
601.8571428571429	597.1428571428571	584	596.1428571428571	626.4285714285714	599.5714285714286	410.4285714285714
597.75	592.5	569.25	591.625	618.375	601.375	409.25
604.2222222222222	599.2222222222222	570.4444444444445	598.4444444444445	620.7777777777778	598.1111111111111	409.4444444444445
604.3	598.6	560.5	597.9	616.4	602.8	413.7
604.9090909090909	598.2727272727273	552.9090909090909	597.6363636363636	613.8181818181819	603.0909090909091	415.9090909090909
603.8333333333334	596	545.4166666666666	595.4166666666666	609.25	598.1666666666666	411.9166666666667
605.6153846153846	596.8461538461538	541.9230769230769	596.3076923076923	608.3076923076923	600	412.2307692307692
606.0714285714286	596.5	536.5714285714286	596.5	606.8571428571429	599	410.2142857142857
606.4666666666667	596.7333333333333	532.9333333333333	596.7333333333333	605.6666666666666	597.4	408.4666666666666
604.1875	593.875	529.3125	594.25	602.25	596.5625	407.0625
604.1764705882352	593.8823529411765	529.4117647058823	594.5294117647059	601.1176470588235	599.4117647058823	408.4705882352941
604.2777777777778	594.1111111111111	530.3333333333334	594.7222222222222	599.8888888888889	600.3333333333334	409.1111111111111
605.5263157894736	594.7894736842105	529.7894736842105	595.3684210526316	599.9473684210526	600.2631578947369	408.7368421052632
605.45	594.5	528.95	595.25	599.4	602.4	410.3
603.7142857142857	592.6666666666666	525.9047619047619	593.3809523809524	597.2380952380952	600.8571428571429	409.1904761904762
603	591.3181818181819	523.1818181818181	592.1818181818181	595.8636363636364	601.9090909090909	410.5
603.5217391304348	591.5217391304348	521.5217391304348	592.4782608695652	596.0869565217391	601.7826086956521	410.0434782608696
603.3333333333334	591.2916666666666	520.4166666666666	592.2083333333334	595.5	602.125	410.25
603.3200000000001	590.92	518.88	592.04	594.96	601.5599999999999	410.6
603.5769230769231	590.9230769230769	518	592	594.6153846153846	602.2692307692307	411.6153846153846
602.9629629629629	590.2222222222222	516.3703703703703	591.2592592592592	593.2962962962963	603.925925925926	412.3333333333333
