#1.N 2.ctlg 3.ctlg_eps 4.ctlg_perm 5.K 6.alpha0 7.alpha_eps 8.req_eps 9.R_perm 10.hit_opt% 11.hit_unif% 12.improvement%
2 1e+07 0.2 1 1e+01 0.4 0.4 0.4 1 0.14983 0.0999065 0.049924
2 1e+07 0.2 1 1e+02 0.4 0.4 0.4 1 0.499153 0.359755 0.139398
2 1e+07 0.2 1 1e+03 0.4 0.4 0.4 1 1.4691 1.10085 0.368246
2 1e+07 0.2 1 1e+04 0.4 0.4 0.4 1 4.14277 3.22562 0.917152
2 1e+07 0.2 1 1e+01 0.4 0.4 0.4 2 0.0642131 0.0444902 0.0197229
2 1e+07 0.2 1 1e+02 0.4 0.4 0.4 2 0.213923 0.164661 0.0492624
2 1e+07 0.2 1 1e+03 0.4 0.4 0.4 2 0.63034 0.533256 0.0970841
2 1e+07 0.2 1 1e+04 0.4 0.4 0.4 2 1.82533 1.73742 0.0879076
2 1e+07 0.2 1 1e+01 0.4 0.4 0 1 0.107022 0.0721983 0.0348235
2 1e+07 0.2 1 1e+02 0.4 0.4 0 1 0.356538 0.262208 0.0943303
2 1e+07 0.2 1 1e+03 0.4 0.4 0 1 1.04936 0.817055 0.232302
2 1e+07 0.2 1 1e+04 0.4 0.4 0 1 2.96174 2.48152 0.480225
2 1e+07 0.2 1 1e+01 0.4 0.4 0 2 0.107022 0.0721983 0.0348235
2 1e+07 0.2 1 1e+02 0.4 0.4 0 2 0.356538 0.262208 0.0943303
2 1e+07 0.2 1 1e+03 0.4 0.4 0 2 1.04936 0.817055 0.232302
2 1e+07 0.2 1 1e+04 0.4 0.4 0 2 2.96174 2.48152 0.480225
2 1e+07 0.2 1 1e+01 0.4 0 0.2 1 0.0201265 0.0199978 0.000128679
2 1e+07 0.2 1 1e+02 0.4 0 0.2 1 0.0941254 0.0936357 0.000489628
2 1e+07 0.2 1 1e+03 0.4 0 0.2 1 0.391891 0.389953 0.00193892
2 1e+07 0.2 1 1e+04 0.4 0 0.2 1 1.57861 1.5709 0.00771483
2 1e+07 0.2 1 1e+01 0.4 0 0.2 2 0.0229202 0.0209902 0.00193003
2 1e+07 0.2 1 1e+02 0.4 0 0.2 2 0.105621 0.0982821 0.00733925
2 1e+07 0.2 1 1e+03 0.4 0 0.2 2 0.438364 0.409303 0.0290609
2 1e+07 0.2 1 1e+04 0.4 0 0.2 2 1.76448 1.64885 0.115631
2 1e+07 0.2 1 1e+01 0.4 0 0.4 1 0.0210516 0.0195017 0.00154989
2 1e+07 0.2 1 1e+02 0.4 0 0.4 1 0.0973139 0.0913125 0.00600132
2 1e+07 0.2 1 1e+03 0.4 0 0.4 1 0.404042 0.380277 0.0237642
2 1e+07 0.2 1 1e+04 0.4 0 0.4 1 1.62648 1.53192 0.094556
2 1e+07 0.2 1 1e+01 0.4 0 0.4 2 0.0261681 0.0214863 0.00468174
2 1e+07 0.2 1 1e+02 0.4 0 0.4 2 0.118207 0.100605 0.0176019
2 1e+07 0.2 1 1e+03 0.4 0 0.4 2 0.488679 0.418978 0.0697014
2 1e+07 0.2 1 1e+04 0.4 0 0.4 2 1.96516 1.68782 0.277336
2 1e+07 0.2 1 1e+01 0.4 0 0 1 0.020774 0.020494 0.000279952
2 1e+07 0.2 1 1e+02 0.4 0 0 1 0.097077 0.0959589 0.00111806
2 1e+07 0.2 1 1e+03 0.4 0 0 1 0.404055 0.399628 0.00442726
2 1e+07 0.2 1 1e+04 0.4 0 0 1 1.62749 1.60987 0.0176158
2 1e+07 0.2 1 1e+01 0.4 0 0 2 0.020774 0.020494 0.000279952
2 1e+07 0.2 1 1e+02 0.4 0 0 2 0.097077 0.0959589 0.00111806
2 1e+07 0.2 1 1e+03 0.4 0 0 2 0.404055 0.399628 0.00442726
2 1e+07 0.2 1 1e+04 0.4 0 0 2 1.62749 1.60987 0.0176158
2 1e+07 0.2 1 1e+01 0.7 0.2 0.2 1 2.922 2.22612 0.69588
2 1e+07 0.2 1 1e+02 0.7 0.2 0.2 1 6.31155 5.38556 0.925988
2 1e+07 0.2 1 1e+03 0.7 0.2 0.2 1 11.3797 10.3069 1.07278
2 1e+07 0.2 1 1e+04 0.7 0.2 0.2 1 19.0679 18.0791 0.988805
2 1e+07 0.2 1 1e+01 0.7 0.2 0.2 2 1.948 1.54045 0.407545
2 1e+07 0.2 1 1e+02 0.7 0.2 0.2 2 4.24593 3.79204 0.453891
2 1e+07 0.2 1 1e+03 0.7 0.2 0.2 2 7.85853 7.47962 0.378903
2 1e+07 0.2 1 1e+04 0.7 0.2 0.2 2 13.9198 13.7829 0.136873
2 1e+07 0.2 1 1e+01 0.7 0.2 0.4 1 3.409 2.56895 0.840048
2 1e+07 0.2 1 1e+02 0.7 0.2 0.4 1 7.35871 6.18232 1.17639
2 1e+07 0.2 1 1e+03 0.7 0.2 0.4 1 13.1986 11.7206 1.47799
2 1e+07 0.2 1 1e+04 0.7 0.2 0.4 1 21.8517 20.2272 1.62454
2 1e+07 0.2 1 1e+01 0.7 0.2 0.4 2 1.461 1.19762 0.263378
2 1e+07 0.2 1 1e+02 0.7 0.2 0.4 2 3.24031 2.99529 0.245021
2 1e+07 0.2 1 1e+03 0.7 0.2 0.4 2 6.1973 6.06596 0.131335
2 1e+07 0.2 1 1e+04 0.7 0.2 0.4 2 11.6352 11.6348 0.000361118
2 1e+07 0.2 1 1e+01 0.7 0.2 0 1 2.435 1.88329 0.551713
2 1e+07 0.2 1 1e+02 0.7 0.2 0 1 5.27235 4.5888 0.683553
2 1e+07 0.2 1 1e+03 0.7 0.2 0 1 9.59462 8.89328 0.701335
2 1e+07 0.2 1 1e+04 0.7 0.2 0 1 16.4124 15.931 0.481367
2 1e+07 0.2 1 1e+01 0.7 0.2 0 2 2.435 1.88329 0.551713
2 1e+07 0.2 1 1e+02 0.7 0.2 0 2 5.27235 4.5888 0.683553
2 1e+07 0.2 1 1e+03 0.7 0.2 0 2 9.59462 8.89328 0.701335
2 1e+07 0.2 1 1e+04 0.7 0.2 0 2 16.4124 15.931 0.481367
2 1e+07 0.2 1 1e+01 0.7 0.4 0.2 1 9.47532 7.35182 2.12349
2 1e+07 0.2 1 1e+02 0.7 0.4 0.2 1 17.1651 14.8386 2.32655
2 1e+07 0.2 1 1e+03 0.7 0.4 0.2 1 25.3549 23.0607 2.29418
2 1e+07 0.2 1 1e+04 0.7 0.4 0.2 1 33.9925 32.1417 1.85079
2 1e+07 0.2 1 1e+01 0.7 0.4 0.2 2 6.31688 4.91109 1.40579
2 1e+07 0.2 1 1e+02 0.7 0.4 0.2 2 11.4434 9.93703 1.5064
2 1e+07 0.2 1 1e+03 0.7 0.4 0.2 2 16.9089 15.5521 1.35675
2 1e+07 0.2 1 1e+04 0.7 0.4 0.2 2 22.845 22.1149 0.730049
2 1e+07 0.2 1 1e+01 0.7 0.4 0.4 1 11.0545 8.57219 2.48234
2 1e+07 0.2 1 1e+02 0.7 0.4 0.4 1 20.026 17.2894 2.73662
2 1e+07 0.2 1 1e+03 0.7 0.4 0.4 1 29.5807 26.815 2.7657
2 1e+07 0.2 1 1e+04 0.7 0.4 0.4 1 39.621 37.1552 2.46582
2 1e+07 0.2 1 1e+01 0.7 0.4 0.4 2 4.73766 3.69072 1.04694
2 1e+07 0.2 1 1e+02 0.7 0.4 0.4 2 8.58257 7.48625 1.09632
2 1e+07 0.2 1 1e+03 0.7 0.4 0.4 2 12.6936 11.7978 0.895827
2 1e+07 0.2 1 1e+04 0.7 0.4 0.4 2 17.3934 17.1015 0.291875
2 1e+07 0.2 1 1e+01 0.7 0.4 0 1 7.8961 6.13146 1.76464
2 1e+07 0.2 1 1e+02 0.7 0.4 0 1 14.3043 12.3878 1.91647
2 1e+07 0.2 1 1e+03 0.7 0.4 0 1 21.1305 19.3064 1.8241
2 1e+07 0.2 1 1e+04 0.7 0.4 0 1 28.3926 27.1283 1.2643
2 1e+07 0.2 1 1e+01 0.7 0.4 0 2 7.8961 6.13146 1.76464
2 1e+07 0.2 1 1e+02 0.7 0.4 0 2 14.3043 12.3878 1.91647
2 1e+07 0.2 1 1e+03 0.7 0.4 0 2 21.1305 19.3064 1.8241
2 1e+07 0.2 1 1e+04 0.7 0.4 0 2 28.3926 27.1283 1.2643
2 1e+07 0.2 1 1e+01 0.7 0 0.2 1 0.826311 0.819423 0.00688806
2 1e+07 0.2 1 1e+02 0.7 0 0.2 1 2.37937 2.36589 0.0134722
2 1e+07 0.2 1 1e+03 0.7 0 0.2 1 5.54478 5.51797 0.0268085
2 1e+07 0.2 1 1e+04 0.7 0 0.2 1 11.8743 11.8208 0.0534759
2 1e+07 0.2 1 1e+01 0.7 0 0.2 2 0.863822 0.839747 0.0240756
2 1e+07 0.2 1 1e+02 0.7 0 0.2 2 2.47124 2.42457 0.0466661
2 1e+07 0.2 1 1e+03 0.7 0 0.2 2 5.7477 5.65483 0.0928694
2 1e+07 0.2 1 1e+04 0.7 0 0.2 2 12.2993 12.114 0.185249
2 1e+07 0.2 1 1e+01 0.7 0 0.4 1 0.850311 0.809261 0.0410496
2 1e+07 0.2 1 1e+02 0.7 0 0.4 1 2.41813 2.33655 0.0815763
2 1e+07 0.2 1 1e+03 0.7 0 0.4 1 5.61187 5.44955 0.162323
2 1e+07 0.2 1 1e+04 0.7 0 0.4 1 11.998 11.6743 0.323789
2 1e+07 0.2 1 1e+01 0.7 0 0.4 2 0.923547 0.849909 0.0736386
2 1e+07 0.2 1 1e+02 0.7 0 0.4 2 2.59834 2.45391 0.144421
2 1e+07 0.2 1 1e+03 0.7 0 0.4 2 6.01067 5.72326 0.287409
2 1e+07 0.2 1 1e+04 0.7 0 0.4 2 12.8339 12.2606 0.573302
2 1e+07 0.2 1 1e+01 0.7 0 0 1 0.829585 0.829585 0
2 1e+07 0.2 1 1e+02 0.7 0 0 1 2.3978 2.39523 0.0025688
2 1e+07 0.2 1 1e+03 0.7 0 0 1 5.59156 5.5864 0.0051567
2 1e+07 0.2 1 1e+04 0.7 0 0 1 11.9777 11.9674 0.0102866
2 1e+07 0.2 1 1e+01 0.7 0 0 2 0.829585 0.829585 0
2 1e+07 0.2 1 1e+02 0.7 0 0 2 2.3978 2.39523 0.0025688
2 1e+07 0.2 1 1e+03 0.7 0 0 2 5.59156 5.5864 0.0051567
2 1e+07 0.2 1 1e+04 0.7 0 0 2 11.9777 11.9674 0.0102866
2 1e+07 0.2 1 1e+01 1 0.2 0.2 1 27.5665 23.795 3.7715
2 1e+07 0.2 1 1e+02 1 0.2 0.2 1 41.2145 39.5751 1.63938
2 1e+07 0.2 1 1e+03 1 0.2 0.2 1 51.8778 51.5011 0.376668
2 1e+07 0.2 1 1e+04 1 0.2 0.2 1 61.4966 61.4935 0.00305485
2 1e+07 0.2 1 1e+01 1 0.2 0.2 2 18.507 16.7274 1.77964
2 1e+07 0.2 1 1e+02 1 0.2 0.2 2 29.0308 28.5533 0.477518
2 1e+07 0.2 1 1e+03 1 0.2 0.2 2 38.6274 38.6268 0.000597754
2 1e+07 0.2 1 1e+04 1 0.2 0.2 2 49.0781 48.6617 0.416467
2 1e+07 0.2 1 1e+01 1 0.2 0.4 1 32.1609 27.3288 4.8321
2 1e+07 0.2 1 1e+02 1 0.2 0.4 1 47.4927 45.086 2.40667
2 1e+07 0.2 1 1e+03 1 0.2 0.4 1 58.7553 57.9383 0.817041
2 1e+07 0.2 1 1e+04 1 0.2 0.4 1 67.9756 67.9095 0.0660982
2 1e+07 0.2 1 1e+01 1 0.2 0.4 2 14.1316 13.1936 0.938002
2 1e+07 0.2 1 1e+02 1 0.2 0.4 2 23.1705 23.0424 0.128135
2 1e+07 0.2 1 1e+03 1 0.2 0.4 2 32.272 32.1897 0.0823177
2 1e+07 0.2 1 1e+04 1 0.2 0.4 2 43.1245 42.2457 0.878722
2 1e+07 0.2 1 1e+01 1 0.2 0 1 22.9721 20.2612 2.71089
2 1e+07 0.2 1 1e+02 1 0.2 0 1 35.0553 34.0642 0.991146
2 1e+07 0.2 1 1e+03 1 0.2 0 1 45.1679 45.064 0.103953
2 1e+07 0.2 1 1e+04 1 0.2 0 1 55.2026 55.0776 0.125033
2 1e+07 0.2 1 1e+01 1 0.2 0 2 22.9721 20.2612 2.71089
2 1e+07 0.2 1 1e+02 1 0.2 0 2 35.0553 34.0642 0.991146
2 1e+07 0.2 1 1e+03 1 0.2 0 2 45.1679 45.064 0.103953
2 1e+07 0.2 1 1e+04 1 0.2 0 2 55.2026 55.0776 0.125033
2 1e+07 0.2 1 1e+01 1 0.4 0.2 1 41.2113 35.7607 5.4506
2 1e+07 0.2 1 1e+02 1 0.4 0.2 1 52.4482 50.3858 2.0624
2 1e+07 0.2 1 1e+03 1 0.4 0.2 1 57.4509 57.0975 0.353468
2 1e+07 0.2 1 1e+04 1 0.4 0.2 1 61.2462 61.1836 0.062577
2 1e+07 0.2 1 1e+01 1 0.4 0.2 2 27.4742 23.9319 3.54232
2 1e+07 0.2 1 1e+02 1 0.4 0.2 2 35.0215 33.8975 1.12408
2 1e+07 0.2 1 1e+03 1 0.4 0.2 2 38.9725 38.9228 0.0496747
2 1e+07 0.2 1 1e+04 1 0.4 0.2 2 43.4256 43.0332 0.392428
2 1e+07 0.2 1 1e+01 1 0.4 0.4 1 48.0798 41.6751 6.40473
2 1e+07 0.2 1 1e+02 1 0.4 0.4 1 61.1826 58.63 2.55262
2 1e+07 0.2 1 1e+03 1 0.4 0.4 1 66.7772 66.1848 0.592427
2 1e+07 0.2 1 1e+04 1 0.4 0.4 1 70.2609 70.2589 0.00208675
2 1e+07 0.2 1 1e+01 1 0.4 0.4 2 20.6056 18.0175 2.58818
2 1e+07 0.2 1 1e+02 1 0.4 0.4 2 26.3443 25.6533 0.690978
2 1e+07 0.2 1 1e+03 1 0.4 0.4 2 29.8359 29.8355 0.000378111
2 1e+07 0.2 1 1e+04 1 0.4 0.4 2 34.6127 33.958 0.654719
2 1e+07 0.2 1 1e+01 1 0.4 0 1 34.3427 29.8463 4.49646
2 1e+07 0.2 1 1e+02 1 0.4 0 1 43.7264 42.1416 1.58478
2 1e+07 0.2 1 1e+03 1 0.4 0 1 48.1808 48.0101 0.170672
2 1e+07 0.2 1 1e+04 1 0.4 0 1 52.3036 52.1084 0.195158
2 1e+07 0.2 1 1e+01 1 0.4 0 2 34.3427 29.8463 4.49646
2 1e+07 0.2 1 1e+02 1 0.4 0 2 43.7264 42.1416 1.58478
2 1e+07 0.2 1 1e+03 1 0.4 0 2 48.1808 48.0101 0.170672
2 1e+07 0.2 1 1e+04 1 0.4 0 2 52.3036 52.1084 0.195158
2 1e+07 0.2 1 1e+01 1 0 0.2 1 14.364 14.2532 0.110873
2 1e+07 0.2 1 1e+02 1 0 0.2 1 28.1957 28.0852 0.110432
2 1e+07 0.2 1 1e+03 1 0 0.2 1 42.5133 42.4026 0.110725
2 1e+07 0.2 1 1e+04 1 0 0.2 1 56.8811 56.7703 0.110725
2 1e+07 0.2 1 1e+01 1 0 0.2 2 14.4651 14.3257 0.139452
2 1e+07 0.2 1 1e+02 1 0 0.2 2 28.3703 28.2281 0.142163
2 1e+07 0.2 1 1e+03 1 0 0.2 2 42.7606 42.6183 0.142264
2 1e+07 0.2 1 1e+04 1 0 0.2 2 57.2014 57.0591 0.142264
2 1e+07 0.2 1 1e+01 1 0 0.4 1 14.7001 14.2169 0.483164
2 1e+07 0.2 1 1e+02 1 0 0.4 1 28.4981 28.0138 0.48435
2 1e+07 0.2 1 1e+03 1 0 0.4 1 42.7793 42.2948 0.484498
2 1e+07 0.2 1 1e+04 1 0 0.4 1 57.1104 56.6259 0.484498
2 1e+07 0.2 1 1e+01 1 0 0.4 2 14.9009 14.3619 0.538999
2 1e+07 0.2 1 1e+02 1 0 0.4 2 28.8457 28.2995 0.546142
2 1e+07 0.2 1 1e+03 1 0 0.4 2 43.2724 42.7262 0.54622
2 1e+07 0.2 1 1e+04 1 0 0.4 2 57.7498 57.2035 0.546224
2 1e+07 0.2 1 1e+01 1 0 0 1 14.2894 14.2894 0
2 1e+07 0.2 1 1e+02 1 0 0 1 28.157 28.1567 0.000345069
2 1e+07 0.2 1 1e+03 1 0 0 1 42.511 42.5105 0.000502009
2 1e+07 0.2 1 1e+04 1 0 0 1 56.9152 56.9147 0.000503506
2 1e+07 0.2 1 1e+01 1 0 0 2 14.2894 14.2894 0
2 1e+07 0.2 1 1e+02 1 0 0 2 28.157 28.1567 0.000345069
2 1e+07 0.2 1 1e+03 1 0 0 2 42.511 42.5105 0.000502009
2 1e+07 0.2 1 1e+04 1 0 0 2 56.9152 56.9147 0.000503506
2 1e+07 0.2 2 1e+01 0.4 0.2 0.2 1 0.0592607 0.0403034 0.0189574
2 1e+07 0.2 2 1e+02 0.4 0.2 0.2 1 0.227455 0.167765 0.0596898
2 1e+07 0.2 2 1e+03 0.4 0.2 0.2 1 0.788583 0.6117 0.176882
2 1e+07 0.2 2 1e+04 0.4 0.2 0.2 1 2.65438 2.16216 0.492214
2 1e+07 0.2 2 1e+01 0.4 0.2 0.2 2 0.0395072 0.0289562 0.010551
2 1e+07 0.2 2 1e+02 0.4 0.2 0.2 2 0.151799 0.12312 0.0286792
2 1e+07 0.2 2 1e+03 0.4 0.2 0.2 2 0.531629 0.463422 0.0682068
2 1e+07 0.2 2 1e+04 0.4 0.2 0.2 2 1.83269 1.70949 0.123197
2 1e+07 0.2 2 1e+01 0.4 0.2 0.4 1 0.0691375 0.045977 0.0231605
2 1e+07 0.2 2 1e+02 0.4 0.2 0.4 1 0.265364 0.190088 0.075276
2 1e+07 0.2 2 1e+03 0.4 0.2 0.4 1 0.919524 0.68584 0.233684
2 1e+07 0.2 2 1e+04 0.4 0.2 0.4 1 3.08928 2.3885 0.700785
2 1e+07 0.2 2 1e+01 0.4 0.2 0.4 2 0.0296304 0.0232825 0.00634783
2 1e+07 0.2 2 1e+02 0.4 0.2 0.4 2 0.114937 0.100797 0.0141402
2 1e+07 0.2 2 1e+03 0.4 0.2 0.4 2 0.41256 0.389283 0.0232775
2 1e+07 0.2 2 1e+04 0.4 0.2 0.4 2 1.4974 1.48316 0.0142385
2 1e+07 0.2 2 1e+01 0.4 0.2 0 1 0.049384 0.0346298 0.0147542
2 1e+07 0.2 2 1e+02 0.4 0.2 0 1 0.189546 0.145443 0.0441035
2 1e+07 0.2 2 1e+03 0.4 0.2 0 1 0.658689 0.537561 0.121128
2 1e+07 0.2 2 1e+04 0.4 0.2 0 1 2.23018 1.93583 0.294346
2 1e+07 0.2 2 1e+01 0.4 0.2 0 2 0.049384 0.0346298 0.0147542
2 1e+07 0.2 2 1e+02 0.4 0.2 0 2 0.189546 0.145443 0.0441035
2 1e+07 0.2 2 1e+03 0.4 0.2 0 2 0.658689 0.537561 0.121128
2 1e+07 0.2 2 1e+04 0.4 0.2 0 2 2.23018 1.93583 0.294346
2 1e+07 0.2 2 1e+01 0.4 0.4 0.2 1 0.153533 0.102336 0.0511971
2 1e+07 0.2 2 1e+02 0.4 0.4 0.2 1 0.511487 0.368397 0.14309
2 1e+07 0.2 2 1e+03 0.4 0.4 0.2 1 1.5054 1.1266 0.378796
2 1e+07 0.2 2 1e+04 0.4 0.4 0.2 1 4.24512 3.29694 0.948186
2 1e+07 0.2 2 1e+01 0.4 0.4 0.2 2 0.102355 0.0689409 0.0334143
2 1e+07 0.2 2 1e+02 0.4 0.4 0.2 2 0.340991 0.25009 0.0909014
2 1e+07 0.2 2 1e+03 0.4 0.4 0.2 2 1.0036 0.777414 0.226186
2 1e+07 0.2 2 1e+04 0.4 0.4 0.2 2 2.83183 2.35013 0.481705
2 1e+07 0.2 2 1e+01 0.4 0.4 0.4 1 0.179121 0.119033 0.0600885
2 1e+07 0.2 2 1e+02 0.4 0.4 0.4 1 0.596735 0.427551 0.169184
2 1e+07 0.2 2 1e+03 0.4 0.4 0.4 1 1.7563 1.3012 0.455101
2 1e+07 0.2 2 1e+04 0.4 0.4 0.4 1 4.95262 3.77034 1.18227
2 1e+07 0.2 2 1e+01 0.4 0.4 0.4 2 0.0767663 0.0522435 0.0245228
2 1e+07 0.2 2 1e+02 0.4 0.4 0.4 2 0.255744 0.190936 0.0648071
2 1e+07 0.2 2 1e+03 0.4 0.4 0.4 2 0.752731 0.602819 0.149913
2 1e+07 0.2 2 1e+04 0.4 0.4 0.4 2 2.13137 1.87672 0.254642
2 1e+07 0.2 2 1e+01 0.4 0.4 0 1 0.127944 0.0856382 0.0423057
2 1e+07 0.2 2 1e+02 0.4 0.4 0 1 0.426239 0.309244 0.116996
2 1e+07 0.2 2 1e+03 0.4 0.4 0 1 1.2545 0.952009 0.302491
2 1e+07 0.2 2 1e+04 0.4 0.4 0 1 3.5379 2.82353 0.714368
2 1e+07 0.2 2 1e+01 0.4 0.4 0 2 0.127944 0.0856382 0.0423057
2 1e+07 0.2 2 1e+02 0.4 0.4 0 2 0.426239 0.309244 0.116996
2 1e+07 0.2 2 1e+03 0.4 0.4 0 2 1.2545 0.952009 0.302491
2 1e+07 0.2 2 1e+04 0.4 0.4 0 2 3.5379 2.82353 0.714368
2 1e+07 0.2 2 1e+01 0.4 0 0.2 1 0.0229202 0.0209902 0.00193003
2 1e+07 0.2 2 1e+02 0.4 0 0.2 1 0.105621 0.0982821 0.00733925
2 1e+07 0.2 2 1e+03 0.4 0 0.2 1 0.438364 0.409303 0.0290609
2 1e+07 0.2 2 1e+04 0.4 0 0.2 1 1.76448 1.64885 0.115631
2 1e+07 0.2 2 1e+01 0.4 0 0.2 2 0.0201265 0.0199978 0.000128679
2 1e+07 0.2 2 1e+02 0.4 0 0.2 2 0.0941254 0.0936357 0.000489628
2 1e+07 0.2 2 1e+03 0.4 0 0.2 2 0.391891 0.389953 0.00193892
2 1e+07 0.2 2 1e+04 0.4 0 0.2 2 1.57861 1.5709 0.00771483
2 1e+07 0.2 2 1e+01 0.4 0 0.4 1 0.0261681 0.0214863 0.00468174
2 1e+07 0.2 2 1e+02 0.4 0 0.4 1 0.118207 0.100605 0.0176019
2 1e+07 0.2 2 1e+03 0.4 0 0.4 1 0.488679 0.418978 0.0697014
2 1e+07 0.2 2 1e+04 0.4 0 0.4 1 1.96516 1.68782 0.277336
2 1e+07 0.2 2 1e+01 0.4 0 0.4 2 0.0210516 0.0195017 0.00154989
2 1e+07 0.2 2 1e+02 0.4 0 0.4 2 0.0973139 0.0913125 0.00600132
2 1e+07 0.2 2 1e+03 0.4 0 0.4 2 0.404042 0.380277 0.0237642
2 1e+07 0.2 2 1e+04 0.4 0 0.4 2 1.62648 1.53192 0.094556
2 1e+07 0.2 2 1e+01 0.4 0 0 1 0.020774 0.020494 0.000279952
2 1e+07 0.2 2 1e+02 0.4 0 0 1 0.097077 0.0959589 0.00111806
2 1e+07 0.2 2 1e+03 0.4 0 0 1 0.404055 0.399628 0.00442726
2 1e+07 0.2 2 1e+04 0.4 0 0 1 1.62749 1.60987 0.0176158
2 1e+07 0.2 2 1e+01 0.4 0 0 2 0.020774 0.020494 0.000279952
2 1e+07 0.2 2 1e+02 0.4 0 0 2 0.097077 0.0959589 0.00111806
2 1e+07 0.2 2 1e+03 0.4 0 0 2 0.404055 0.399628 0.00442726
2 1e+07 0.2 2 1e+04 0.4 0 0 2 1.62749 1.60987 0.0176158
2 1e+07 0.2 2 1e+01 0.7 0.2 0.2 1 3.13485 2.37229 0.762562
2 1e+07 0.2 2 1e+02 0.7 0.2 0.2 1 6.76693 5.72067 1.04626
2 1e+07 0.2 2 1e+03 0.7 0.2 0.2 1 12.1612 10.8852 1.27603
2 1e+07 0.2 2 1e+04 0.7 0.2 0.2 1 20.2198 18.9053 1.31453
2 1e+07 0.2 2 1e+01 0.7 0.2 0.2 2 2.0899 1.62868 0.461218
2 1e+07 0.2 2 1e+02 0.7 0.2 0.2 2 4.53372 3.98247 0.551246
2 1e+07 0.2 2 1e+03 0.7 0.2 0.2 2 8.29485 7.76565 0.529203
2 1e+07 0.2 2 1e+04 0.7 0.2 0.2 2 14.3535 14.0508 0.302738
2 1e+07 0.2 2 1e+01 0.7 0.2 0.4 1 3.65732 2.74409 0.913234
2 1e+07 0.2 2 1e+02 0.7 0.2 0.4 1 7.89475 6.58976 1.30499
2 1e+07 0.2 2 1e+03 0.7 0.2 0.4 1 14.1365 12.445 1.6915
2 1e+07 0.2 2 1e+04 0.7 0.2 0.4 1 23.315 21.3326 1.98242
2 1e+07 0.2 2 1e+01 0.7 0.2 0.4 2 1.56742 1.25688 0.310547
2 1e+07 0.2 2 1e+02 0.7 0.2 0.4 2 3.43628 3.11337 0.322913
2 1e+07 0.2 2 1e+03 0.7 0.2 0.4 2 6.43759 6.20588 0.231713
2 1e+07 0.2 2 1e+04 0.7 0.2 0.4 2 11.6653 11.6235 0.04181
2 1e+07 0.2 2 1e+01 0.7 0.2 0 1 2.61237 2.00048 0.61189
2 1e+07 0.2 2 1e+02 0.7 0.2 0 1 5.64608 4.85157 0.794514
2 1e+07 0.2 2 1e+03 0.7 0.2 0 1 10.21 9.32543 0.884604
2 1e+07 0.2 2 1e+04 0.7 0.2 0 1 17.2214 16.478 0.743348
2 1e+07 0.2 2 1e+01 0.7 0.2 0 2 2.61237 2.00048 0.61189
2 1e+07 0.2 2 1e+02 0.7 0.2 0 2 5.64608 4.85157 0.794514
2 1e+07 0.2 2 1e+03 0.7 0.2 0 2 10.21 9.32543 0.884604
2 1e+07 0.2 2 1e+04 0.7 0.2 0 2 17.2214 16.478 0.743348
2 1e+07 0.2 2 1e+01 0.7 0.4 0.2 1 9.76036 7.57015 2.19021
2 1e+07 0.2 2 1e+02 0.7 0.4 0.2 1 17.6815 15.2722 2.40937
2 1e+07 0.2 2 1e+03 0.7 0.4 0.2 1 26.1176 23.7032 2.41448
2 1e+07 0.2 2 1e+04 0.7 0.4 0.2 1 34.9916 32.9111 2.08056
2 1e+07 0.2 2 1e+01 0.7 0.4 0.2 2 6.50691 5.05457 1.45234
2 1e+07 0.2 2 1e+02 0.7 0.4 0.2 2 11.7877 10.2167 1.57097
2 1e+07 0.2 2 1e+03 0.7 0.4 0.2 2 17.4139 15.943 1.47089
2 1e+07 0.2 2 1e+04 0.7 0.4 0.2 2 23.4313 22.4838 0.94754
2 1e+07 0.2 2 1e+01 0.7 0.4 0.4 1 11.3871 8.82794 2.55915
2 1e+07 0.2 2 1e+02 0.7 0.4 0.4 1 20.6284 17.7999 2.82857
2 1e+07 0.2 2 1e+03 0.7 0.4 0.4 1 30.4706 27.5832 2.88736
2 1e+07 0.2 2 1e+04 0.7 0.4 0.4 1 40.8035 38.1247 2.67883
2 1e+07 0.2 2 1e+01 0.7 0.4 0.4 2 4.88018 3.79678 1.0834
2 1e+07 0.2 2 1e+02 0.7 0.4 0.4 2 8.84076 7.68899 1.15177
2 1e+07 0.2 2 1e+03 0.7 0.4 0.4 2 13.0665 12.063 1.00348
2 1e+07 0.2 2 1e+04 0.7 0.4 0.4 2 17.7293 17.2701 0.459128
2 1e+07 0.2 2 1e+01 0.7 0.4 0 1 8.13364 6.31236 1.82128
2 1e+07 0.2 2 1e+02 0.7 0.4 0 1 14.7346 12.7444 1.99017
2 1e+07 0.2 2 1e+03 0.7 0.4 0 1 21.765 19.8231 1.94187
2 1e+07 0.2 2 1e+04 0.7 0.4 0 1 29.1959 27.6974 1.49849
2 1e+07 0.2 2 1e+01 0.7 0.4 0 2 8.13364 6.31236 1.82128
2 1e+07 0.2 2 1e+02 0.7 0.4 0 2 14.7346 12.7444 1.99017
2 1e+07 0.2 2 1e+03 0.7 0.4 0 2 21.765 19.8231 1.94187
2 1e+07 0.2 2 1e+04 0.7 0.4 0 2 29.1959 27.6974 1.49849
2 1e+07 0.2 2 1e+01 0.7 0 0.2 1 0.863822 0.839747 0.0240756
