#1.N 2.ctlg 3.ctlg_eps 4.ctlg_perm 5.K 6.alpha0 7.alpha_eps 8.req_eps 9.R_perm 10.hit_opt% 11.hit_unif% 12.improvement%
4 1e+07 0.2 2 1e+02 0.7 0.2 0.4 2 2.74521 2.55548 0.189725
4 1e+07 0.2 2 1e+03 0.7 0.2 0.4 2 5.83739 5.69559 0.141799
4 1e+07 0.2 2 1e+04 0.7 0.2 0.4 2 11.5944 11.5459 0.0484271
4 1e+07 0.2 2 1e+01 0.7 0.2 0 1 1.59558 1.25011 0.345466
4 1e+07 0.2 2 1e+02 0.7 0.2 0 1 3.91085 3.4089 0.501956
4 1e+07 0.2 2 1e+03 0.7 0.2 0 1 7.84572 7.31965 0.526067
4 1e+07 0.2 2 1e+04 0.7 0.2 0 1 14.5811 14.1507 0.430413
4 1e+07 0.2 2 1e+01 0.7 0.2 0 2 1.59558 1.12835 0.46723
4 1e+07 0.2 2 1e+02 0.7 0.2 0 2 3.91085 3.4089 0.501956
4 1e+07 0.2 2 1e+03 0.7 0.2 0 2 7.84572 7.31965 0.526067
4 1e+07 0.2 2 1e+04 0.7 0.2 0 2 14.5811 14.1507 0.430413
4 1e+07 0.2 2 1e+01 0.7 0.4 0.2 1 5.23933 3.21456 2.02477
4 1e+07 0.2 2 1e+02 0.7 0.4 0.2 1 10.2235 8.41074 1.81276
4 1e+07 0.2 2 1e+03 0.7 0.4 0.2 1 16.3694 14.7192 1.65012
4 1e+07 0.2 2 1e+04 0.7 0.4 0.2 1 24.2847 22.9542 1.33054
4 1e+07 0.2 2 1e+01 0.7 0.4 0.2 2 3.55782 2.2898 1.26802
4 1e+07 0.2 2 1e+02 0.7 0.4 0.2 2 7.12869 6.01613 1.11256
4 1e+07 0.2 2 1e+03 0.7 0.4 0.2 2 11.7315 10.777 0.954458
4 1e+07 0.2 2 1e+04 0.7 0.4 0.2 2 18.0828 17.4296 0.653236
4 1e+07 0.2 2 1e+01 0.7 0.4 0.4 1 6.08358 3.66488 2.4187
4 1e+07 0.2 2 1e+02 0.7 0.4 0.4 1 11.784 9.60804 2.17599
4 1e+07 0.2 2 1e+03 0.7 0.4 0.4 1 18.7148 16.6904 2.02446
4 1e+07 0.2 2 1e+04 0.7 0.4 0.4 1 27.448 25.7165 1.73151
4 1e+07 0.2 2 1e+01 0.7 0.4 0.4 2 2.73688 2.10399 0.632891
4 1e+07 0.2 2 1e+02 0.7 0.4 0.4 2 5.60489 4.81883 0.78606
4 1e+07 0.2 2 1e+03 0.7 0.4 0.4 2 9.45794 8.80588 0.65206
4 1e+07 0.2 2 1e+04 0.7 0.4 0.4 2 15.0765 14.6673 0.409236
4 1e+07 0.2 2 1e+01 0.7 0.4 0 1 4.39507 3.2396 1.15547
4 1e+07 0.2 2 1e+02 0.7 0.4 0 1 8.67046 7.21344 1.45703
4 1e+07 0.2 2 1e+03 0.7 0.4 0 1 14.0391 12.7481 1.29102
4 1e+07 0.2 2 1e+04 0.7 0.4 0 1 21.1587 20.1919 0.966864
4 1e+07 0.2 2 1e+01 0.7 0.4 0 2 4.39507 2.73876 1.65631
4 1e+07 0.2 2 1e+02 0.7 0.4 0 2 8.67046 7.21344 1.45703
4 1e+07 0.2 2 1e+03 0.7 0.4 0 2 14.0391 12.7481 1.29102
4 1e+07 0.2 2 1e+04 0.7 0.4 0 2 21.1587 20.1919 0.966864
4 1e+07 0.2 2 1e+01 0.7 0 0.2 1 0.698345 0.674194 0.0241513
4 1e+07 0.2 2 1e+02 0.7 0 0.2 1 2.25089 2.2247 0.0261856
4 1e+07 0.2 2 1e+03 0.7 0 0.2 1 5.47667 5.4246 0.0520641
4 1e+07 0.2 2 1e+04 0.7 0 0.2 1 11.9408 11.8369 0.103826
4 1e+07 0.2 2 1e+01 0.7 0 0.2 2 0.680281 0.672567 0.00771332
4 1e+07 0.2 2 1e+02 0.7 0 0.2 2 2.20199 2.19452 0.00747676
4 1e+07 0.2 2 1e+03 0.7 0 0.2 2 5.36589 5.351 0.0148878
4 1e+07 0.2 2 1e+04 0.7 0 0.2 2 11.706 11.6763 0.0296907
4 1e+07 0.2 2 1e+01 0.7 0 0.4 1 0.732337 0.660121 0.072216
4 1e+07 0.2 2 1e+02 0.7 0 0.4 1 2.32126 2.23979 0.0814654
4 1e+07 0.2 2 1e+03 0.7 0 0.4 1 5.62316 5.4614 0.161763
4 1e+07 0.2 2 1e+04 0.7 0 0.4 1 12.2398 11.9172 0.322589
4 1e+07 0.2 2 1e+01 0.7 0 0.4 2 0.696742 0.668409 0.0283333
4 1e+07 0.2 2 1e+02 0.7 0 0.4 2 2.2248 2.17942 0.0453793
4 1e+07 0.2 2 1e+03 0.7 0 0.4 2 5.40428 5.3142 0.090085
4 1e+07 0.2 2 1e+04 0.7 0 0.4 2 11.7757 11.596 0.179649
4 1e+07 0.2 2 1e+01 0.7 0 0 1 0.680503 0.673561 0.00694224
4 1e+07 0.2 2 1e+02 0.7 0 0 1 2.21102 2.20961 0.00141604
4 1e+07 0.2 2 1e+03 0.7 0 0 1 5.39069 5.3878 0.00289395
4 1e+07 0.2 2 1e+04 0.7 0 0 1 11.7624 11.7566 0.00577425
4 1e+07 0.2 2 1e+01 0.7 0 0 2 0.680503 0.668827 0.0116758
4 1e+07 0.2 2 1e+02 0.7 0 0 2 2.21102 2.20961 0.00141604
4 1e+07 0.2 2 1e+03 0.7 0 0 2 5.39069 5.3878 0.00289395
4 1e+07 0.2 2 1e+04 0.7 0 0 2 11.7624 11.7566 0.00577425
4 1e+07 0.2 2 1e+01 1 0.2 0.2 1 17.8521 15.6088 2.24329
4 1e+07 0.2 2 1e+02 1 0.2 0.2 1 32.2923 31.0397 1.25261
4 1e+07 0.2 2 1e+03 1 0.2 0.2 1 45.4069 44.9802 0.426704
4 1e+07 0.2 2 1e+04 1 0.2 0.2 1 57.6032 57.5089 0.0942819
4 1e+07 0.2 2 1e+01 1 0.2 0.2 2 13.4344 12.0822 1.35218
4 1e+07 0.2 2 1e+02 1 0.2 0.2 2 25.8494 25.3553 0.494093
4 1e+07 0.2 2 1e+03 1 0.2 0.2 2 38.0112 37.9012 0.11001
4 1e+07 0.2 2 1e+04 1 0.2 0.2 2 50.3709 50.1854 0.185482
4 1e+07 0.2 2 1e+01 1 0.2 0.4 1 20.1126 17.2528 2.85975
4 1e+07 0.2 2 1e+02 1 0.2 0.4 1 35.6399 33.882 1.75795
4 1e+07 0.2 2 1e+03 1 0.2 0.4 1 49.2496 48.5198 0.729852
4 1e+07 0.2 2 1e+04 1 0.2 0.4 1 61.3852 61.1707 0.214498
4 1e+07 0.2 2 1e+01 1 0.2 0.4 2 11.4052 10.3575 1.04771
4 1e+07 0.2 2 1e+02 1 0.2 0.4 2 22.7822 22.513 0.269155
4 1e+07 0.2 2 1e+03 1 0.2 0.4 2 34.4727 34.3617 0.111058
4 1e+07 0.2 2 1e+04 1 0.2 0.4 2 46.9173 46.5237 0.393582
4 1e+07 0.2 2 1e+01 1 0.2 0 1 15.6174 13.7274 1.89002
4 1e+07 0.2 2 1e+02 1 0.2 0 1 29.0251 28.1975 0.827606
4 1e+07 0.2 2 1e+03 1 0.2 0 1 41.6596 41.4407 0.218906
4 1e+07 0.2 2 1e+04 1 0.2 0 1 53.9337 53.8472 0.0864908
4 1e+07 0.2 2 1e+01 1 0.2 0 2 15.6174 13.2485 2.36889
4 1e+07 0.2 2 1e+02 1 0.2 0 2 29.0251 28.1975 0.827606
4 1e+07 0.2 2 1e+03 1 0.2 0 2 41.6596 41.4407 0.218906
4 1e+07 0.2 2 1e+04 1 0.2 0 2 53.9337 53.8472 0.0864908
4 1e+07 0.2 2 1e+01 1 0.4 0.2 1 26.0371 19.8844 6.15269
4 1e+07 0.2 2 1e+02 1 0.4 0.2 1 40.0813 38.097 1.98428
4 1e+07 0.2 2 1e+03 1 0.4 0.2 1 50.0976 49.2441 0.853512
4 1e+07 0.2 2 1e+04 1 0.4 0.2 1 58.4703 57.9431 0.527278
4 1e+07 0.2 2 1e+01 1 0.4 0.2 2 18.9433 14.9022 4.04114
4 1e+07 0.2 2 1e+02 1 0.4 0.2 2 30.4977 29.1567 1.34095
4 1e+07 0.2 2 1e+03 1 0.4 0.2 2 39.4465 38.8057 0.640854
4 1e+07 0.2 2 1e+04 1 0.4 0.2 2 47.8317 47.2741 0.557621
4 1e+07 0.2 2 1e+01 1 0.4 0.4 1 29.605 24.7943 4.8107
4 1e+07 0.2 2 1e+02 1 0.4 0.4 1 44.9238 42.5671 2.3567
4 1e+07 0.2 2 1e+03 1 0.4 0.4 1 55.4799 54.4633 1.01664
4 1e+07 0.2 2 1e+04 1 0.4 0.4 1 63.8671 63.2775 0.589527
4 1e+07 0.2 2 1e+01 1 0.4 0.4 2 15.5423 13.7758 1.76648
4 1e+07 0.2 2 1e+02 1 0.4 0.4 2 25.7775 24.6866 1.09086
4 1e+07 0.2 2 1e+03 1 0.4 0.4 2 34.1911 33.5865 0.604683
4 1e+07 0.2 2 1e+04 1 0.4 0.4 2 42.5911 41.9396 0.651445
4 1e+07 0.2 2 1e+01 1 0.4 0 1 22.4693 19.9327 2.53659
4 1e+07 0.2 2 1e+02 1 0.4 0 1 35.2702 33.6269 1.64337
4 1e+07 0.2 2 1e+03 1 0.4 0 1 44.7514 44.0249 0.72657
4 1e+07 0.2 2 1e+04 1 0.4 0 1 53.1255 52.6086 0.5169
4 1e+07 0.2 2 1e+01 1 0.4 0 2 22.4693 19.6543 2.81499
4 1e+07 0.2 2 1e+02 1 0.4 0 2 35.2702 33.6269 1.64337
4 1e+07 0.2 2 1e+03 1 0.4 0 2 44.7514 44.0249 0.72657
4 1e+07 0.2 2 1e+04 1 0.4 0 2 53.1255 52.6086 0.5169
4 1e+07 0.2 2 1e+01 1 0 0.2 1 11.0669 11.0669 0
4 1e+07 0.2 2 1e+02 1 0 0.2 1 25.0663 24.9838 0.0824456
4 1e+07 0.2 2 1e+03 1 0 0.2 1 40.0253 39.9423 0.083009
4 1e+07 0.2 2 1e+04 1 0 0.2 1 55.089 55.006 0.0830109
4 1e+07 0.2 2 1e+01 1 0 0.2 2 11.0156 11.0156 0
4 1e+07 0.2 2 1e+02 1 0 0.2 2 24.9737 24.9104 0.0633217
4 1e+07 0.2 2 1e+03 1 0 0.2 2 39.8887 39.8249 0.0638651
4 1e+07 0.2 2 1e+04 1 0 0.2 2 54.9082 54.8443 0.06387
4 1e+07 0.2 2 1e+01 1 0 0.4 1 11.3242 10.6278 0.696392
4 1e+07 0.2 2 1e+02 1 0 0.4 1 25.3369 25.0206 0.316357
4 1e+07 0.2 2 1e+03 1 0 0.4 1 40.3184 40.001 0.317321
4 1e+07 0.2 2 1e+04 1 0 0.4 1 55.4042 55.0869 0.317328
4 1e+07 0.2 2 1e+01 1 0 0.4 2 11.2126 11.1449 0.0676779
4 1e+07 0.2 2 1e+02 1 0 0.4 2 25.1532 24.8736 0.279588
4 1e+07 0.2 2 1e+03 1 0 0.4 2 40.046 39.7662 0.279791
4 1e+07 0.2 2 1e+04 1 0 0.4 2 55.0432 54.7634 0.279794
4 1e+07 0.2 2 1e+01 1 0 0 1 10.9056 10.8967 0.00887078
4 1e+07 0.2 2 1e+02 1 0 0 1 24.9471 24.9471 0
4 1e+07 0.2 2 1e+03 1 0 0 1 39.8839 39.8836 0.000315742
4 1e+07 0.2 2 1e+04 1 0 0 1 54.9255 54.9252 0.000320079
4 1e+07 0.2 2 1e+01 1 0 0 2 10.9056 10.9056 0
4 1e+07 0.2 2 1e+02 1 0 0 2 24.9471 24.9471 0
4 1e+07 0.2 2 1e+03 1 0 0 2 39.8839 39.8836 0.000315742
4 1e+07 0.2 2 1e+04 1 0 0 2 54.9255 54.9252 0.000320079
4 1e+07 0.4 1 1e+01 0.4 0.2 0.2 1 0.0328981 0.0231953 0.00970274
4 1e+07 0.4 1 1e+02 0.4 0.2 0.2 1 0.136078 0.113774 0.022304
4 1e+07 0.4 1 1e+03 0.4 0.2 0.2 1 0.505781 0.455109 0.0506721
4 1e+07 0.4 1 1e+04 0.4 0.2 0.2 1 1.83819 1.74697 0.0912285
4 1e+07 0.4 1 1e+01 0.4 0.2 0.2 2 0.0233717 0.0197955 0.0035762
4 1e+07 0.4 1 1e+02 0.4 0.2 0.2 2 0.103975 0.0992904 0.00468492
4 1e+07 0.4 1 1e+03 0.4 0.2 0.2 2 0.414072 0.410423 0.00364875
4 1e+07 0.4 1 1e+04 0.4 0.2 0.2 2 1.63892 1.63637 0.00254557
4 1e+07 0.4 1 1e+01 0.4 0.2 0.4 1 0.037918 0.0247548 0.0131632
4 1e+07 0.4 1 1e+02 0.4 0.2 0.4 1 0.154596 0.121016 0.0335801
4 1e+07 0.4 1 1e+03 0.4 0.2 0.4 1 0.564866 0.477451 0.0874144
4 1e+07 0.4 1 1e+04 0.4 0.2 0.4 1 2.00755 1.80226 0.205291
4 1e+07 0.4 1 1e+01 0.4 0.2 0.4 2 0.0194589 0.0190766 0.000382327
4 1e+07 0.4 1 1e+02 0.4 0.2 0.4 2 0.0925171 0.0920485 0.000468592
4 1e+07 0.4 1 1e+03 0.4 0.2 0.4 2 0.38911 0.38808 0.00103008
4 1e+07 0.4 1 1e+04 0.4 0.2 0.4 2 1.62706 1.58108 0.0459866
4 1e+07 0.4 1 1e+01 0.4 0.2 0 1 0.0279702 0.0235578 0.00441238
4 1e+07 0.4 1 1e+02 0.4 0.2 0 1 0.118914 0.106532 0.0123819
4 1e+07 0.4 1 1e+03 0.4 0.2 0 1 0.454219 0.432766 0.0214535
4 1e+07 0.4 1 1e+04 0.4 0.2 0 1 1.71106 1.69167 0.0193912
4 1e+07 0.4 1 1e+01 0.4 0.2 0 2 0.0279702 0.0212782 0.00669204
4 1e+07 0.4 1 1e+02 0.4 0.2 0 2 0.118914 0.106532 0.0123819
4 1e+07 0.4 1 1e+03 0.4 0.2 0 2 0.454219 0.432766 0.0214535
4 1e+07 0.4 1 1e+04 0.4 0.2 0 2 1.71106 1.69167 0.0193912
4 1e+07 0.4 1 1e+01 0.4 0.4 0.2 1 0.0814164 0.0494955 0.031921
4 1e+07 0.4 1 1e+02 0.4 0.4 0.2 1 0.280757 0.193051 0.0877055
4 1e+07 0.4 1 1e+03 0.4 0.4 0.2 1 0.862 0.665008 0.196993
4 1e+07 0.4 1 1e+04 0.4 0.4 0.2 1 2.58376 2.20897 0.374792
4 1e+07 0.4 1 1e+01 0.4 0.4 0.2 2 0.0548639 0.0371317 0.0177322
4 1e+07 0.4 1 1e+02 0.4 0.4 0.2 2 0.193657 0.147138 0.0465192
4 1e+07 0.4 1 1e+03 0.4 0.4 0.2 2 0.613478 0.527443 0.086035
4 1e+07 0.4 1 1e+04 0.4 0.4 0.2 2 1.94475 1.85241 0.0923353
4 1e+07 0.4 1 1e+01 0.4 0.4 0.4 1 0.0949859 0.0478736 0.0471122
4 1e+07 0.4 1 1e+02 0.4 0.4 0.4 1 0.32509 0.216008 0.109082
4 1e+07 0.4 1 1e+03 0.4 0.4 0.4 1 0.99082 0.73379 0.25703
4 1e+07 0.4 1 1e+04 0.4 0.4 0.4 1 2.93409 2.38725 0.546844
4 1e+07 0.4 1 1e+01 0.4 0.4 0.4 2 0.0418462 0.0271746 0.0146716
4 1e+07 0.4 1 1e+02 0.4 0.4 0.4 2 0.152056 0.124181 0.0278758
4 1e+07 0.4 1 1e+03 0.4 0.4 0.4 2 0.499423 0.45866 0.0407632
4 1e+07 0.4 1 1e+04 0.4 0.4 0.4 2 1.68879 1.67414 0.0146495
4 1e+07 0.4 1 1e+01 0.4 0.4 0 1 0.0679033 0.0439348 0.0239684
4 1e+07 0.4 1 1e+02 0.4 0.4 0 1 0.236776 0.170094 0.0666813
4 1e+07 0.4 1 1e+03 0.4 0.4 0 1 0.735585 0.596225 0.13936
4 1e+07 0.4 1 1e+04 0.4 0.4 0 1 2.24978 2.03069 0.219089
4 1e+07 0.4 1 1e+01 0.4 0.4 0 2 0.0679033 0.0445713 0.023332
4 1e+07 0.4 1 1e+02 0.4 0.4 0 2 0.236776 0.170094 0.0666813
4 1e+07 0.4 1 1e+03 0.4 0.4 0 2 0.735585 0.596225 0.13936
4 1e+07 0.4 1 1e+04 0.4 0.4 0 2 2.24978 2.03069 0.219089
4 1e+07 0.4 1 1e+01 0.4 0 0.2 1 0.0185217 0.0179678 0.000553805
4 1e+07 0.4 1 1e+02 0.4 0 0.2 1 0.0931564 0.0930277 0.000128725
4 1e+07 0.4 1 1e+03 0.4 0 0.2 1 0.396467 0.395953 0.000513533
4 1e+07 0.4 1 1e+04 0.4 0 0.2 1 1.60659 1.60455 0.00204249
4 1e+07 0.4 1 1e+01 0.4 0 0.2 2 0.0221019 0.0186133 0.00348858
4 1e+07 0.4 1 1e+02 0.4 0 0.2 2 0.107533 0.098467 0.00906637
4 1e+07 0.4 1 1e+03 0.4 0 0.2 2 0.45484 0.419105 0.0357348
4 1e+07 0.4 1 1e+04 0.4 0 0.2 2 1.84047 1.69836 0.142109
4 1e+07 0.4 1 1e+01 0.4 0 0.4 1 0.0182798 0.0179146 0.000365163
4 1e+07 0.4 1 1e+02 0.4 0 0.4 1 0.0914453 0.090308 0.00113729
4 1e+07 0.4 1 1e+03 0.4 0 0.4 1 0.388864 0.384377 0.00448647
4 1e+07 0.4 1 1e+04 0.4 0 0.4 1 1.57548 1.55764 0.017842
4 1e+07 0.4 1 1e+01 0.4 0 0.4 2 0.0249257 0.0206974 0.00422837
4 1e+07 0.4 1 1e+02 0.4 0 0.4 2 0.118737 0.101187 0.0175505
4 1e+07 0.4 1 1e+03 0.4 0 0.4 2 0.499813 0.430681 0.069132
4 1e+07 0.4 1 1e+04 0.4 0 0.4 2 2.0202 1.74527 0.274923
4 1e+07 0.4 1 1e+01 0.4 0 0 1 0.0198349 0.0187007 0.00113422
4 1e+07 0.4 1 1e+02 0.4 0 0 1 0.0987306 0.0957473 0.0029833
4 1e+07 0.4 1 1e+03 0.4 0 0 1 0.419282 0.407529 0.011753
4 1e+07 0.4 1 1e+04 0.4 0 0 1 1.69819 1.65145 0.0467394
4 1e+07 0.4 1 1e+01 0.4 0 0 2 0.0198349 0.0177614 0.00207348
4 1e+07 0.4 1 1e+02 0.4 0 0 2 0.0987306 0.0957473 0.0029833
4 1e+07 0.4 1 1e+03 0.4 0 0 2 0.419282 0.407529 0.011753
4 1e+07 0.4 1 1e+04 0.4 0 0 2 1.69819 1.65145 0.0467394
4 1e+07 0.4 1 1e+01 0.7 0.2 0.2 1 1.71761 1.17866 0.538946
4 1e+07 0.4 1 1e+02 0.7 0.2 0.2 1 4.1733 3.61561 0.557695
4 1e+07 0.4 1 1e+03 0.7 0.2 0.2 1 8.32537 7.74187 0.583502
4 1e+07 0.4 1 1e+04 0.7 0.2 0.2 1 15.3945 14.9217 0.472778
4 1e+07 0.4 1 1e+01 0.7 0.2 0.2 2 1.20532 0.892367 0.312954
4 1e+07 0.4 1 1e+02 0.7 0.2 0.2 2 3.10552 2.86579 0.239736
4 1e+07 0.4 1 1e+03 0.7 0.2 0.2 2 6.51858 6.345 0.173583
4 1e+07 0.4 1 1e+04 0.7 0.2 0.2 2 12.8194 12.7783 0.0411382
4 1e+07 0.4 1 1e+01 0.7 0.2 0.4 1 1.97729 1.49232 0.484969
4 1e+07 0.4 1 1e+02 0.7 0.2 0.4 1 4.73164 3.99052 0.741118
4 1e+07 0.4 1 1e+03 0.7 0.2 0.4 1 9.28931 8.4403 0.849012
4 1e+07 0.4 1 1e+04 0.7 0.2 0.4 1 16.833 15.9934 0.839549
4 1e+07 0.4 1 1e+01 0.7 0.2 0.4 2 0.971938 0.813024 0.158914
4 1e+07 0.4 1 1e+02 0.7 0.2 0.4 2 2.60957 2.49088 0.118697
4 1e+07 0.4 1 1e+03 0.7 0.2 0.4 2 5.69922 5.64657 0.0526503
4 1e+07 0.4 1 1e+04 0.7 0.2 0.4 2 11.714 11.7065 0.00749934
4 1e+07 0.4 1 1e+01 0.7 0.2 0 1 1.45792 1.05189 0.406026
4 1e+07 0.4 1 1e+02 0.7 0.2 0 1 3.62945 3.2407 0.38875
4 1e+07 0.4 1 1e+03 0.7 0.2 0 1 7.39858 7.04343 0.355143
4 1e+07 0.4 1 1e+04 0.7 0.2 0 1 14.0521 13.85 0.202095
4 1e+07 0.4 1 1e+01 0.7 0.2 0 2 1.45792 1.06752 0.390401
4 1e+07 0.4 1 1e+02 0.7 0.2 0 2 3.62945 3.2407 0.38875
4 1e+07 0.4 1 1e+03 0.7 0.2 0 2 7.39858 7.04343 0.355143
4 1e+07 0.4 1 1e+04 0.7 0.2 0 2 14.0521 13.85 0.202095
4 1e+07 0.4 1 1e+01 0.7 0.4 0.2 1 5.02243 3.07775 1.94468
4 1e+07 0.4 1 1e+02 0.7 0.4 0.2 1 9.80406 8.09849 1.70556
4 1e+07 0.4 1 1e+03 0.7 0.4 0.2 1 15.7244 14.2261 1.49826
4 1e+07 0.4 1 1e+04 0.7 0.4 0.2 1 23.4378 22.3641 1.07374
4 1e+07 0.4 1 1e+01 0.7 0.4 0.2 2 3.41061 2.57843 0.832179
4 1e+07 0.4 1 1e+02 0.7 0.4 0.2 2 6.841 5.812 1.029
4 1e+07 0.4 1 1e+03 0.7 0.4 0.2 2 11.2994 10.4795 0.819836
4 1e+07 0.4 1 1e+04 0.7 0.4 0.2 2 17.6006 17.1815 0.419091
4 1e+07 0.4 1 1e+01 0.7 0.4 0.4 1 5.83172 4.05875 1.77297
4 1e+07 0.4 1 1e+02 0.7 0.4 0.4 1 11.2977 9.24174 2.05599
4 1e+07 0.4 1 1e+03 0.7 0.4 0.4 1 17.9663 16.0994 1.86689
4 1e+07 0.4 1 1e+04 0.7 0.4 0.4 1 26.4352 24.9554 1.47987
4 1e+07 0.4 1 1e+01 0.7 0.4 0.4 2 2.62366 1.76436 0.859302
4 1e+07 0.4 1 1e+02 0.7 0.4 0.4 2 5.38408 4.66876 0.715323
4 1e+07 0.4 1 1e+03 0.7 0.4 0.4 2 9.13598 8.60622 0.529759
4 1e+07 0.4 1 1e+04 0.7 0.4 0.4 2 14.7984 14.5902 0.208192
4 1e+07 0.4 1 1e+01 0.7 0.4 0 1 4.21313 2.87145 1.34168
4 1e+07 0.4 1 1e+02 0.7 0.4 0 1 8.31642 6.95525 1.36117
4 1e+07 0.4 1 1e+03 0.7 0.4 0 1 13.4997 12.3528 1.14687
4 1e+07 0.4 1 1e+04 0.7 0.4 0 1 20.4878 19.7728 0.715007
4 1e+07 0.4 1 1e+01 0.7 0.4 0 2 4.21313 2.63491 1.57822
4 1e+07 0.4 1 1e+02 0.7 0.4 0 2 8.31642 6.95525 1.36117
4 1e+07 0.4 1 1e+03 0.7 0.4 0 2 13.4997 12.3528 1.14687
4 1e+07 0.4 1 1e+04 0.7 0.4 0 2 20.4878 19.7728 0.715007
4 1e+07 0.4 1 1e+01 0.7 0 0.2 1 0.681545 0.673009 0.00853663
4 1e+07 0.4 1 1e+02 0.7 0 0.2 1 2.21253 2.21041 0.00212175
4 1e+07 0.4 1 1e+03 0.7 0 0.2 1 5.39404 5.38975 0.00428729
4 1e+07 0.4 1 1e+04 0.7 0 0.2 1 11.7694 11.7609 0.00855066
4 1e+07 0.4 1 1e+01 0.7 0 0.2 2 0.72369 0.706726 0.0169637
4 1e+07 0.4 1 1e+02 0.7 0 0.2 2 2.31687 2.27456 0.0423083
4 1e+07 0.4 1 1e+03 0.7 0 0.2 2 5.63028 5.54618 0.0841002
4 1e+07 0.4 1 1e+04 0.7 0 0.2 2 12.2699 12.1022 0.167712
4 1e+07 0.4 1 1e+01 0.7 0 0.4 1 0.687665 0.668111 0.0195534
4 1e+07 0.4 1 1e+02 0.7 0 0.4 1 2.2092 2.17833 0.0308638
4 1e+07 0.4 1 1e+03 0.7 0 0.4 1 5.37288 5.31154 0.0613371
4 1e+07 0.4 1 1e+04 0.7 0 0.4 1 11.7125 11.5902 0.122319
4 1e+07 0.4 1 1e+01 0.7 0 0.4 2 0.764789 0.703413 0.061376
4 1e+07 0.4 1 1e+02 0.7 0 0.4 2 2.41507 2.30664 0.108433
4 1e+07 0.4 1 1e+03 0.7 0 0.4 2 5.83966 5.6244 0.215263
4 1e+07 0.4 1 1e+04 0.7 0 0.4 2 12.7022 12.2729 0.429276
4 1e+07 0.4 1 1e+01 0.7 0 0 1 0.694419 0.690972 0.00344711
4 1e+07 0.4 1 1e+02 0.7 0 0 1 2.24906 2.24249 0.00657391
4 1e+07 0.4 1 1e+03 0.7 0 0 1 5.48106 5.46797 0.0130866
4 1e+07 0.4 1 1e+04 0.7 0 0 1 11.9577 11.9316 0.0261002
4 1e+07 0.4 1 1e+01 0.7 0 0 2 0.694419 0.685762 0.00865716
4 1e+07 0.4 1 1e+02 0.7 0 0 2 2.24906 2.24249 0.00657391
4 1e+07 0.4 1 1e+03 0.7 0 0 2 5.48106 5.46797 0.0130866
4 1e+07 0.4 1 1e+04 0.7 0 0 2 11.9577 11.9316 0.0261002
4 1e+07 0.4 1 1e+01 1 0.2 0.2 1 17.7711 14.2178 3.55324
4 1e+07 0.4 1 1e+02 1 0.2 0.2 1 32.2797 31.1336 1.14611
4 1e+07 0.4 1 1e+03 1 0.2 0.2 1 45.5963 45.2563 0.340065
4 1e+07 0.4 1 1e+04 1 0.2 0.2 1 58.1604 58.102 0.0583835
4 1e+07 0.4 1 1e+01 1 0.2 0.2 2 13.3968 12.8926 0.504126
4 1e+07 0.4 1 1e+02 1 0.2 0.2 2 25.9884 25.5851 0.403344
4 1e+07 0.4 1 1e+03 1 0.2 0.2 2 38.4936 38.4278 0.0657562
4 1e+07 0.4 1 1e+04 1 0.2 0.2 2 51.4326 51.1958 0.236808
4 1e+07 0.4 1 1e+01 1 0.2 0.4 1 20.0169 17.2352 2.7817
4 1e+07 0.4 1 1e+02 1 0.2 0.4 1 35.5609 33.9079 1.65305
4 1e+07 0.4 1 1e+03 1 0.2 0.4 1 49.3055 48.6705 0.635014
4 1e+07 0.4 1 1e+04 1 0.2 0.4 1 61.7048 61.5551 0.149718
4 1e+07 0.4 1 1e+01 1 0.2 0.4 2 11.381 11.1881 0.192909
4 1e+07 0.4 1 1e+02 1 0.2 0.4 2 23.0079 22.8108 0.197103
4 1e+07 0.4 1 1e+03 1 0.2 0.4 2 35.1125 35.0136 0.0988805
4 1e+07 0.4 1 1e+04 1 0.2 0.4 2 48.242 47.7427 0.499307
4 1e+07 0.4 1 1e+01 1 0.2 0 1 15.5497 13.9997 1.54999
4 1e+07 0.4 1 1e+02 1 0.2 0 1 29.0847 28.3594 0.725359
4 1e+07 0.4 1 1e+03 1 0.2 0 1 41.9916 41.8421 0.149555
4 1e+07 0.4 1 1e+04 1 0.2 0 1 54.739 54.6489 0.0900994
4 1e+07 0.4 1 1e+01 1 0.2 0 2 15.5497 14.4182 1.13156
4 1e+07 0.4 1 1e+02 1 0.2 0 2 29.0847 28.3594 0.725359
4 1e+07 0.4 1 1e+03 1 0.2 0 2 41.9916 41.8421 0.149555
4 1e+07 0.4 1 1e+04 1 0.2 0 2 54.739 54.6489 0.0900994
4 1e+07 0.4 1 1e+01 1 0.4 0.2 1 25.9995 21.967 4.0325
4 1e+07 0.4 1 1e+02 1 0.4 0.2 1 40.0775 38.16 1.91749
4 1e+07 0.4 1 1e+03 1 0.4 0.2 1 50.2009 49.4424 0.758467
4 1e+07 0.4 1 1e+04 1 0.4 0.2 1 58.8798 58.4437 0.436124
4 1e+07 0.4 1 1e+01 1 0.4 0.2 2 18.9309 14.9362 3.99468
4 1e+07 0.4 1 1e+02 1 0.4 0.2 2 30.5217 29.2637 1.258
4 1e+07 0.4 1 1e+03 1 0.4 0.2 2 39.6434 39.1053 0.538053
