#1e3_noboost	1e6_noboost	1e3_boost	1e6_boost
0.70830	0.65309	0.70000	0.80000
0.70834	0.65309	0.60000	0.70000
0.70809	0.65309	0.70000	0.60000
0.70842	0.65307	0.80000	0.50000
0.70771	0.65306	0.90000	0.60000
0.70882	0.65306	0.80000	0.70000
0.70853	0.65309	0.70000	0.80000
0.70881	0.65306	0.60000	0.70000
0.70906	0.65306	0.50000	0.60000
0.70883	0.65307	0.60000	0.70000
0.70895	0.65311	0.70000	0.60000
0.70852	0.65311	0.80000	0.50000
0.70915	0.65311	0.70000	0.60000
0.70918	0.65308	0.80000	0.70000
0.70901	0.65307	0.70000	0.80000
0.70961	0.65311	0.60000	0.70000
0.71016	0.65310	0.50000	0.60000
0.70965	0.65310	0.60000	0.70000
0.70989	0.65311	0.50000	0.80000
0.70999	0.65313	0.40000	0.70000
0.71066	0.65312	0.50000	0.60000
0.71115	0.65311	0.60000	0.70000
0.71093	0.65306	0.70000	0.60000
0.71067	0.65304	0.80000	0.70000
0.71065	0.65303	0.70000	0.80000
0.71002	0.65303	0.80000	0.70000
0.70968	0.65303	0.70000	0.60000
0.71020	0.65305	0.60000	0.70000
0.71062	0.65305	0.70000	0.80000
0.71020	0.65304	0.80000	0.70000
0.70963	0.65304	0.70000	0.60000
0.70933	0.65303	0.80000	0.50000
0.70936	0.65302	0.70000	0.60000
0.70804	0.65303	0.60000	0.70000
0.70752	0.65303	0.70000	0.60000
0.70799	0.65306	0.80000	0.70000
0.70697	0.65308	0.90000	0.80000
0.70714	0.65309	0.80000	0.70000
0.70709	0.65311	0.70000	0.60000
0.70740	0.65314	0.60000	0.70000
0.70635	0.65311	0.70000	0.80000
0.70565	0.65310	0.80000	0.70000
0.70624	0.65307	0.70000	0.60000
0.70607	0.65308	0.60000	0.50000
0.70627	0.65308	0.70000	0.60000
0.70637	0.65309	0.60000	0.70000
0.70656	0.65307	0.70000	0.80000
0.70655	0.65307	0.80000	0.70000
0.70567	0.65305	0.70000	0.60000
0.70539	0.65305	0.60000	0.70000
0.70506	0.65307	0.50000	0.80000
0.70544	0.65306	0.60000	0.70000
0.70583	0.65308	0.70000	0.60000
0.70609	0.65306	0.60000	0.70000
0.70692	0.65307	0.70000	0.80000
0.70679	0.65306	0.80000	0.70000
0.70687	0.65307	0.70000	0.60000
0.70747	0.65308	0.80000	0.70000
0.70720	0.65308	0.90000	0.80000
0.70700	0.65308	0.80000	0.70000
0.70765	0.65306	0.70000	0.60000
0.70780	0.65308	0.80000	0.50000
0.70844	0.65311	0.90000	0.60000
0.70816	0.65309	0.80000	0.70000
0.70797	0.65310	0.70000	0.80000
0.70811	0.65309	0.80000	0.70000
0.70754	0.65311	0.90000	0.60000
0.70664	0.65312	0.90000	0.50000
0.70609	0.65314	0.80000	0.60000
0.70603	0.65312	0.70000	0.70000
0.70634	0.65309	0.60000	0.80000
0.70622	0.65310	0.70000	0.70000
0.70741	0.65309	0.80000	0.60000
0.70728	0.65308	0.70000	0.70000
0.70669	0.65310	0.60000	0.80000
0.70719	0.65311	0.70000	0.70000
0.70687	0.65309	0.80000	0.60000
0.70778	0.65310	0.70000	0.50000
0.70745	0.65309	0.80000	0.60000
0.70727	0.65309	0.90000	0.70000
0.70687	0.65307	0.90000	0.80000
0.70668	0.65308	0.80000	0.70000
0.70631	0.65307	0.70000	0.60000
0.70664	0.65309	0.60000	0.70000
0.70690	0.65306	0.50000	0.80000
0.70751	0.65308	0.60000	0.70000
0.70732	0.65307	0.70000	0.60000
0.70653	0.65307	0.80000	0.70000
0.70645	0.65308	0.70000	0.80000
0.70712	0.65310	0.60000	0.70000
0.70593	0.65312	0.50000	0.60000
0.70563	0.65313	0.60000	0.70000
0.70528	0.65314	0.50000	0.80000
0.70538	0.65313	0.60000	0.70000
0.70496	0.65314	0.70000	0.60000
0.70452	0.65315	0.60000	0.50000
0.70443	0.65316	0.50000	0.60000
0.70351	0.65317	0.60000	0.70000
0.70414	0.65320	0.70000	0.60000
0.70318	0.65318	0.60000	0.70000
0.70299	0.65317	0.50000	0.80000
0.70341	0.65317	0.40000	0.70000
0.70366	0.65319	0.50000	0.60000
0.70391	0.65316	0.60000	0.70000
0.70453	0.65315	0.50000	0.80000
0.70474	0.65314	0.60000	0.70000
0.70489	0.65316	0.70000	0.60000
0.70519	0.65318	0.60000	0.70000
0.70526	0.65316	0.70000	0.80000
0.70529	0.65316	0.80000	0.70000
0.70522	0.65318	0.90000	0.60000
0.70540	0.65317	0.80000	0.50000
0.70535	0.65316	0.70000	0.60000
0.70425	0.65317	0.60000	0.70000
0.70330	0.65317	0.70000	0.80000
0.70271	0.65316	0.80000	0.70000
0.70259	0.65317	0.70000	0.60000
0.70163	0.65319	0.60000	0.70000
0.70193	0.65320	0.70000	0.60000
0.70251	0.65323	0.80000	0.70000
0.70272	0.65322	0.70000	0.80000
0.70324	0.65321	0.80000	0.70000
0.70419	0.65323	0.90000	0.60000
0.70318	0.65322	0.80000	0.50000
0.70333	0.65321	0.70000	0.60000
0.70387	0.65321	0.60000	0.70000
0.70486	0.65321	0.50000	0.60000
0.70549	0.65321	0.60000	0.70000
0.70545	0.65320	0.50000	0.80000
0.70532	0.65321	0.40000	0.70000
0.70494	0.65320	0.50000	0.60000
0.70532	0.65319	0.60000	0.70000
0.70471	0.65317	0.70000	0.80000
0.70502	0.65318	0.80000	0.70000
0.70472	0.65321	0.70000	0.60000
0.70477	0.65322	0.60000	0.70000
0.70469	0.65323	0.70000	0.80000
0.70557	0.65326	0.60000	0.70000
0.70516	0.65327	0.50000	0.60000
0.70482	0.65328	0.60000	0.50000
0.70472	0.65329	0.70000	0.60000
0.70455	0.65328	0.80000	0.70000
0.70408	0.65327	0.90000	0.80000
0.70451	0.65325	0.80000	0.70000
0.70366	0.65326	0.90000	0.60000
0.70329	0.65326	0.80000	0.70000
0.70239	0.65325	0.70000	0.80000
0.70159	0.65326	0.80000	0.70000
0.70195	0.65327	0.90000	0.60000
0.70163	0.65327	0.80000	0.70000
0.70136	0.65324	0.70000	0.80000
0.70058	0.65325	0.80000	0.70000
0.69989	0.65325	0.90000	0.60000
0.69961	0.65327	0.80000	0.70000
0.70074	0.65326	0.70000	0.80000
0.70002	0.65327	0.80000	0.70000
0.69867	0.65330	0.90000	0.60000
0.69853	0.65327	0.80000	0.70000
0.69840	0.65327	0.70000	0.80000
0.69827	0.65330	0.80000	0.70000
0.69799	0.65333	0.90000	0.60000
0.69802	0.65333	0.80000	0.70000
0.69790	0.65334	0.70000	0.80000
0.69714	0.65335	0.60000	0.70000
0.69756	0.65334	0.70000	0.60000
0.69855	0.65333	0.80000	0.70000
0.69844	0.65331	0.70000	0.80000
0.69803	0.65333	0.60000	0.70000
0.69789	0.65334	0.70000	0.60000
0.69845	0.65334	0.80000	0.50000
0.69892	0.65335	0.70000	0.60000
0.69899	0.65334	0.60000	0.70000
0.69879	0.65335	0.70000	0.80000
0.69872	0.65335	0.60000	0.70000
0.69832	0.65337	0.50000	0.60000
0.69821	0.65337	0.60000	0.70000
0.69851	0.65339	0.70000	0.80000
0.69852	0.65341	0.60000	0.70000
0.69871	0.65342	0.70000	0.60000
0.69862	0.65342	0.80000	0.70000
0.69883	0.65342	0.70000	0.80000
0.69810	0.65339	0.60000	0.70000
0.69739	0.65338	0.70000	0.60000
0.69733	0.65337	0.80000	0.70000
0.69792	0.65338	0.90000	0.80000
0.69829	0.65339	0.80000	0.70000
0.69840	0.65341	0.70000	0.60000
0.69814	0.65341	0.60000	0.70000
0.69816	0.65342	0.70000	0.80000
0.69783	0.65344	0.60000	0.70000
0.69793	0.65345	0.50000	0.60000
0.69733	0.65346	0.60000	0.70000
0.69749	0.65349	0.50000	0.80000
0.69727	0.65349	0.60000	0.70000
0.69741	0.65350	0.70000	0.60000
0.69713	0.65348	0.80000	0.70000
0.69731	0.65348	0.70000	0.80000
0.69704	0.65347	0.60000	0.70000
0.69728	0.65346	0.70000	0.60000
0.69800	0.65344	0.60000	0.70000
0.69806	0.65344	0.50000	0.80000
0.69807	0.65343	0.60000	0.70000
0.69664	0.65344	0.70000	0.60000
0.69681	0.65344	0.60000	0.50000
0.69727	0.65347	0.70000	0.60000
0.69630	0.65345	0.80000	0.70000
0.69642	0.65347	0.70000	0.80000
0.69599	0.65347	0.60000	0.70000
0.69655	0.65348	0.50000	0.60000
0.69621	0.65348	0.60000	0.70000
0.69582	0.65348	0.70000	0.80000
0.69570	0.65347	0.80000	0.70000
0.69495	0.65346	0.70000	0.60000
0.69493	0.65345	0.60000	0.50000
0.69497	0.65345	0.50000	0.60000
0.69541	0.65344	0.60000	0.70000
0.69526	0.65345	0.70000	0.80000
0.69504	0.65345	0.60000	0.70000
0.69485	0.65344	0.50000	0.60000
0.69493	0.65341	0.60000	0.70000
0.69466	0.65342	0.70000	0.80000
0.69450	0.65343	0.60000	0.70000
0.69468	0.65342	0.70000	0.60000
0.69624	0.65341	0.80000	0.70000
0.69677	0.65341	0.70000	0.80000
0.69649	0.65343	0.60000	0.70000
0.69662	0.65342	0.70000	0.60000
0.69566	0.65342	0.80000	0.70000
0.69500	0.65341	0.70000	0.80000
0.69538	0.65342	0.80000	0.70000
0.69528	0.65342	0.90000	0.60000
0.69459	0.65340	0.80000	0.70000
0.69461	0.65340	0.90000	0.80000
0.69481	0.65341	0.90000	0.70000
0.69503	0.65341	0.80000	0.60000
0.69479	0.65344	0.70000	0.70000
0.69476	0.65343	0.60000	0.80000
0.69445	0.65344	0.70000	0.70000
0.69416	0.65342	0.60000	0.60000
0.69335	0.65344	0.50000	0.70000
0.69314	0.65346	0.60000	0.80000
0.69308	0.65348	0.50000	0.70000
0.69293	0.65349	0.40000	0.60000
0.69286	0.65349	0.50000	0.70000
0.69241	0.65350	0.60000	0.80000
0.69239	0.65350	0.70000	0.70000
0.69219	0.65350	0.60000	0.60000
0.69154	0.65349	0.50000	0.70000
0.69114	0.65349	0.40000	0.80000
0.69109	0.65349	0.50000	0.70000
0.69103	0.65350	0.60000	0.60000
0.69122	0.65348	0.70000	0.70000
0.69165	0.65350	0.80000	0.80000
0.69166	0.65351	0.90000	0.70000
0.69215	0.65353	0.80000	0.60000
0.69197	0.65355	0.90000	0.70000
0.69234	0.65354	0.80000	0.80000
0.69172	0.65354	0.70000	0.70000
0.69148	0.65354	0.80000	0.60000
0.69090	0.65353	0.90000	0.50000
0.69090	0.65357	0.80000	0.60000
0.69069	0.65357	0.70000	0.70000
0.69084	0.65355	0.80000	0.80000
0.69062	0.65357	0.90000	0.70000
0.69077	0.65357	0.90000	0.60000
0.69125	0.65357	0.80000	0.70000
0.69101	0.65357	0.70000	0.80000
0.69063	0.65359	0.60000	0.70000
0.68992	0.65360	0.50000	0.60000
0.68923	0.65363	0.60000	0.70000
0.68929	0.65364	0.70000	0.80000
0.68891	0.65364	0.60000	0.70000
0.68871	0.65366	0.70000	0.60000
0.68940	0.65364	0.80000	0.70000
0.69000	0.65363	0.90000	0.80000
0.68989	0.65364	0.80000	0.70000
0.68971	0.65365	0.70000	0.60000
0.68941	0.65367	0.60000	0.70000
0.68949	0.65368	0.70000	0.80000
0.68900	0.65366	0.80000	0.70000
0.68876	0.65366	0.90000	0.60000
0.68889	0.65366	0.80000	0.70000
0.68873	0.65366	0.70000	0.80000
0.68838	0.65365	0.60000	0.70000
0.68840	0.65366	0.50000	0.60000
0.68771	0.65366	0.60000	0.70000
0.68659	0.65367	0.70000	0.80000
0.68769	0.65368	0.80000	0.70000
0.68817	0.65367	0.70000	0.60000
0.68745	0.65365	0.60000	0.70000
0.68711	0.65364	0.50000	0.80000
0.68774	0.65365	0.60000	0.70000
0.68808	0.65368	0.70000	0.60000
0.68757	0.65368	0.60000	0.70000
0.68743	0.65368	0.50000	0.80000
0.68668	0.65371	0.60000	0.70000
0.68663	0.65372	0.70000	0.60000
0.68670	0.65372	0.60000	0.70000
0.68648	0.65372	0.70000	0.80000
0.68580	0.65377	0.80000	0.70000
0.68611	0.65374	0.70000	0.60000
0.68535	0.65375	0.80000	0.50000
0.68551	0.65377	0.90000	0.60000
0.68577	0.65379	0.80000	0.70000
0.68521	0.65379	0.70000	0.60000
0.68516	0.65380	0.60000	0.70000
0.68422	0.65381	0.70000	0.80000
0.68440	0.65381	0.80000	0.70000
0.68359	0.65379	0.90000	0.60000
0.68402	0.65379	0.80000	0.70000
0.68410	0.65379	0.70000	0.80000
0.68409	0.65375	0.80000	0.70000
0.68368	0.65375	0.70000	0.60000
0.68298	0.65379	0.80000	0.70000
0.68307	0.65381	0.70000	0.80000
0.68263	0.65381	0.60000	0.70000
0.68304	0.65380	0.50000	0.60000
0.68313	0.65382	0.60000	0.70000
0.68297	0.65383	0.50000	0.80000
0.68300	0.65382	0.40000	0.70000
0.68327	0.65384	0.50000	0.60000
0.68337	0.65383	0.40000	0.70000
0.68381	0.65383	0.50000	0.80000
0.68363	0.65383	0.60000	0.70000
0.68354	0.65384	0.50000	0.60000
0.68406	0.65383	0.40000	0.70000
0.68433	0.65388	0.50000	0.80000
0.68441	0.65388	0.60000	0.70000
0.68383	0.65384	0.70000	0.60000
0.68437	0.65384	0.60000	0.70000
0.68454	0.65382	0.50000	0.80000
0.68443	0.65384	0.60000	0.70000
0.68443	0.65380	0.70000	0.60000
0.68420	0.65381	0.60000	0.70000
0.68495	0.65378	0.50000	0.80000
0.68623	0.65374	0.60000	0.70000
0.68624	0.65374	0.70000	0.60000
0.68593	0.65376	0.60000	0.50000
0.68565	0.65376	0.50000	0.60000
0.68527	0.65375	0.60000	0.70000
0.68514	0.65376	0.70000	0.60000
0.68580	0.65373	0.80000	0.50000
0.68589	0.65373	0.70000	0.60000
0.68521	0.65373	0.60000	0.70000
0.68582	0.65373	0.50000	0.80000
0.68562	0.65374	0.60000	0.70000
0.68443	0.65374	0.50000	0.60000
0.68402	0.65373	0.40000	0.70000
0.68470	0.65372	0.50000	0.60000
0.68517	0.65372	0.60000	0.70000
0.68567	0.65373	0.70000	0.80000
0.68642	0.65372	0.60000	0.70000
0.68540	0.65369	0.70000	0.60000
0.68564	0.65368	0.80000	0.70000
0.68520	0.65368	0.70000	0.80000
0.68597	0.65370	0.80000	0.70000
0.68645	0.65371	0.90000	0.60000
0.68588	0.65367	0.80000	0.50000
0.68542	0.65366	0.70000	0.60000
0.68516	0.65362	0.60000	0.70000
0.68511	0.65361	0.50000	0.80000
0.68538	0.65360	0.40000	0.70000
0.68573	0.65358	0.50000	0.60000
0.68569	0.65359	0.40000	0.70000
0.68513	0.65359	0.50000	0.80000
0.68450	0.65360	0.60000	0.70000
0.68494	0.65358	0.50000	0.60000
0.68503	0.65358	0.60000	0.70000
0.68481	0.65359	0.70000	0.80000
0.68501	0.65361	0.60000	0.70000
0.68617	0.65361	0.70000	0.60000
0.68678	0.65359	0.80000	0.50000
0.68734	0.65360	0.70000	0.60000
0.68710	0.65361	0.60000	0.70000
0.68766	0.65359	0.70000	0.80000
0.68634	0.65360	0.80000	0.70000
0.68600	0.65361	0.70000	0.60000
0.68585	0.65359	0.60000	0.70000
0.68528	0.65362	0.70000	0.80000
0.68457	0.65363	0.60000	0.70000
0.68386	0.65365	0.70000	0.60000
0.68382	0.65365	0.80000	0.50000
0.68412	0.65366	0.70000	0.60000
0.68435	0.65364	0.60000	0.70000
0.68368	0.65363	0.50000	0.80000
0.68355	0.65363	0.60000	0.70000
0.68393	0.65363	0.50000	0.60000
0.68443	0.65366	0.40000	0.70000
0.68465	0.65365	0.50000	0.80000
0.68419	0.65364	0.60000	0.70000
0.68405	0.65367	0.70000	0.60000
0.68370	0.65369	0.80000	0.70000
0.68349	0.65369	0.70000	0.80000
0.68407	0.65371	0.60000	0.70000
0.68336	0.65374	0.50000	0.60000
0.68324	0.65374	0.40000	0.70000
0.68433	0.65375	0.50000	0.80000
0.68471	0.65375	0.60000	0.70000
0.68449	0.65377	0.70000	0.60000
0.68476	0.65377	0.80000	0.70000
0.68531	0.65378	0.70000	0.80000
0.68552	0.65377	0.60000	0.70000
0.68530	0.65378	0.50000	0.60000
0.68558	0.65379	0.60000	0.70000
0.68541	0.65380	0.70000	0.80000
0.68491	0.65381	0.80000	0.70000
0.68463	0.65381	0.90000	0.60000
0.68514	0.65383	0.80000	0.70000
0.68570	0.65383	0.70000	0.80000
0.68629	0.65385	0.60000	0.70000
0.68632	0.65385	0.70000	0.60000
0.68689	0.65388	0.80000	0.70000
0.68746	0.65389	0.90000	0.80000
0.68781	0.65390	0.80000	0.70000
0.68750	0.65389	0.70000	0.60000
0.68916	0.65389	0.80000	0.70000
0.69015	0.65390	0.90000	0.80000
0.68950	0.65388	0.80000	0.70000
0.68916	0.65386	0.70000	0.60000
0.68929	0.65386	0.80000	0.70000
0.68882	0.65386	0.90000	0.80000
0.68923	0.65389	0.80000	0.70000
0.68909	0.65390	0.70000	0.60000
0.68965	0.65388	0.60000	0.70000
0.68981	0.65387	0.50000	0.80000
0.68916	0.65386	0.60000	0.70000
0.68845	0.65383	0.70000	0.60000
0.68867	0.65385	0.80000	0.70000
0.68825	0.65383	0.90000	0.80000
0.68768	0.65385	0.80000	0.70000
0.68767	0.65386	0.70000	0.60000
0.68814	0.65386	0.60000	0.70000
0.68843	0.65384	0.70000	0.80000
0.68933	0.65384	0.60000	0.70000
0.68895	0.65384	0.50000	0.60000
0.68849	0.65381	0.60000	0.50000
0.68831	0.65382	0.70000	0.60000
0.68765	0.65383	0.60000	0.70000
0.68832	0.65381	0.50000	0.80000
0.68809	0.65379	0.60000	0.70000
0.68860	0.65379	0.50000	0.60000
0.68853	0.65378	0.60000	0.50000
0.68884	0.65382	0.70000	0.60000
0.68873	0.65383	0.80000	0.70000
0.68932	0.65387	0.70000	0.80000
0.68982	0.65386	0.60000	0.70000
0.69031	0.65385	0.70000	0.60000
0.69106	0.65384	0.80000	0.70000
0.69126	0.65389	0.70000	0.80000
0.69170	0.65387	0.60000	0.70000
0.69170	0.65388	0.70000	0.60000
0.69139	0.65387	0.80000	0.70000
0.69127	0.65388	0.70000	0.80000
0.69082	0.65386	0.60000	0.70000
0.69043	0.65386	0.70000	0.60000
0.69110	0.65384	0.80000	0.70000
0.69056	0.65386	0.70000	0.80000
0.69101	0.65386	0.80000	0.70000
0.69114	0.65386	0.90000	0.60000
0.69130	0.65389	0.80000	0.70000
0.69158	0.65389	0.70000	0.80000
0.69149	0.65387	0.60000	0.70000
0.69146	0.65385	0.70000	0.60000
0.69160	0.65385	0.60000	0.70000
0.69157	0.65387	0.50000	0.80000
0.69207	0.65387	0.60000	0.70000
0.69305	0.65386	0.70000	0.60000
0.69388	0.65384	0.60000	0.50000
0.69423	0.65383	0.50000	0.60000
0.69373	0.65382	0.60000	0.70000
0.69368	0.65380	0.70000	0.80000
0.69455	0.65376	0.60000	0.70000
0.69495	0.65375	0.50000	0.60000
0.69509	0.65374	0.40000	0.50000
0.69506	0.65372	0.50000	0.60000
0.69500	0.65374	0.60000	0.70000
0.69519	0.65374	0.70000	0.80000
0.69526	0.65373	0.80000	0.70000
0.69627	0.65373	0.70000	0.60000
0.69563	0.65373	0.60000	0.50000
0.69542	0.65374	0.70000	0.60000
0.69591	0.65373	0.60000	0.70000
0.69566	0.65372	0.70000	0.80000
0.69526	0.65370	0.80000	0.70000
0.69567	0.65367	0.70000	0.60000
0.69615	0.65366	0.80000	0.70000
0.69598	0.65365	0.90000	0.80000
0.69479	0.65361	0.80000	0.70000
0.69446	0.65361	0.90000	0.60000
0.69476	0.65364	0.90000	0.70000
0.69414	0.65363	0.80000	0.80000
0.69421	0.65364	0.70000	0.70000
0.69354	0.65367	0.60000	0.60000
0.69386	0.65369	0.50000	0.50000
0.69392	0.65368	0.60000	0.60000
0.69452	0.65369	0.70000	0.70000
0.69405	0.65369	0.80000	0.80000
0.69289	0.65368	0.70000	0.70000
0.69248	0.65369	0.80000	0.60000
0.69153	0.65369	0.90000	0.70000
0.69145	0.65368	0.80000	0.80000
0.69197	0.65367	0.70000	0.70000
0.69143	0.65368	0.60000	0.60000
0.69175	0.65368	0.50000	0.70000
0.69146	0.65367	0.40000	0.80000
0.69125	0.65366	0.50000	0.70000
0.69082	0.65366	0.60000	0.60000
0.69086	0.65365	0.50000	0.70000
0.69048	0.65365	0.60000	0.80000
0.69028	0.65366	0.70000	0.70000
0.69120	0.65367	0.80000	0.60000
0.69099	0.65368	0.90000	0.70000
0.69097	0.65369	0.80000	0.80000
0.69131	0.65369	0.70000	0.70000
0.69109	0.65370	0.60000	0.60000
0.69179	0.65370	0.70000	0.70000
0.69205	0.65371	0.80000	0.80000
0.69173	0.65369	0.70000	0.70000
0.69176	0.65370	0.60000	0.60000
0.69173	0.65370	0.50000	0.70000
0.69073	0.65371	0.40000	0.80000
0.69070	0.65371	0.50000	0.70000
0.69015	0.65372	0.40000	0.60000
0.69059	0.65371	0.30000	0.70000
0.69081	0.65370	0.40000	0.80000
0.69041	0.65368	0.30000	0.70000
0.69065	0.65369	0.20000	0.60000
0.69038	0.65369	0.30000	0.70000
0.68910	0.65370	0.40000	0.80000
0.68796	0.65368	0.50000	0.70000
0.68828	0.65371	0.40000	0.60000
0.68897	0.65372	0.50000	0.50000
0.68879	0.65371	0.40000	0.60000
0.68889	0.65369	0.30000	0.70000
0.68845	0.65369	0.40000	0.60000
0.68863	0.65372	0.50000	0.70000
0.68848	0.65373	0.60000	0.80000
0.68814	0.65373	0.70000	0.70000
0.68822	0.65374	0.80000	0.60000
0.68848	0.65374	0.70000	0.50000
0.68793	0.65373	0.80000	0.60000
0.68730	0.65374	0.70000	0.70000
0.68805	0.65371	0.80000	0.80000
0.68791	0.65371	0.90000	0.70000
0.68849	0.65372	0.80000	0.60000
0.68825	0.65371	0.70000	0.70000
0.68838	0.65371	0.60000	0.80000
0.68846	0.65371	0.70000	0.70000
0.68849	0.65372	0.60000	0.60000
0.68941	0.65375	0.50000	0.70000
0.68901	0.65374	0.40000	0.80000
0.68847	0.65372	0.50000	0.70000
0.68816	0.65370	0.40000	0.60000
0.68727	0.65369	0.50000	0.70000
0.68690	0.65368	0.60000	0.80000
0.68655	0.65367	0.50000	0.70000
0.68645	0.65367	0.60000	0.60000
0.68544	0.65369	0.70000	0.70000
0.68553	0.65369	0.80000	0.80000
0.68528	0.65369	0.90000	0.70000
0.68474	0.65368	0.80000	0.60000
0.68483	0.65369	0.90000	0.70000
0.68512	0.65368	0.80000	0.80000
0.68476	0.65369	0.70000	0.70000
0.68456	0.65369	0.60000	0.60000
0.68442	0.65369	0.50000	0.70000
0.68469	0.65371	0.60000	0.80000
0.68494	0.65373	0.70000	0.70000
0.68435	0.65374	0.80000	0.60000
0.68401	0.65373	0.70000	0.70000
0.68380	0.65375	0.60000	0.80000
0.68389	0.65373	0.70000	0.70000
0.68417	0.65374	0.80000	0.60000
0.68346	0.65373	0.70000	0.70000
0.68310	0.65370	0.60000	0.80000
0.68380	0.65370	0.70000	0.70000
0.68273	0.65371	0.60000	0.60000
0.68247	0.65370	0.50000	0.70000
0.68103	0.65371	0.60000	0.80000
0.68009	0.65371	0.70000	0.70000
0.68023	0.65373	0.60000	0.60000
0.67953	0.65372	0.70000	0.70000
0.67952	0.65371	0.80000	0.80000
0.67955	0.65373	0.70000	0.70000
0.67960	0.65376	0.60000	0.60000
0.67930	0.65379	0.70000	0.50000
0.67934	0.65379	0.80000	0.60000
0.68028	0.65380	0.70000	0.70000
0.68080	0.65380	0.60000	0.80000
0.68043	0.65378	0.70000	0.70000
0.67961	0.65380	0.80000	0.60000
0.67923	0.65382	0.90000	0.70000
0.67916	0.65384	0.80000	0.80000
0.68046	0.65382	0.70000	0.70000
0.68062	0.65383	0.80000	0.60000
0.68072	0.65384	0.90000	0.70000
0.68034	0.65382	0.80000	0.80000
0.68051	0.65381	0.70000	0.70000
0.68157	0.65382	0.80000	0.60000
0.68134	0.65382	0.70000	0.70000
0.68095	0.65383	0.80000	0.60000
0.68139	0.65385	0.90000	0.70000
0.68070	0.65383	0.80000	0.80000
0.68059	0.65382	0.70000	0.70000
0.68000	0.65386	0.60000	0.60000
0.68063	0.65385	0.70000	0.70000
0.68156	0.65386	0.80000	0.80000
0.68150	0.65387	0.70000	0.70000
0.68202	0.65388	0.60000	0.60000
0.68163	0.65388	0.70000	0.70000
0.68196	0.65388	0.80000	0.80000
0.68203	0.65390	0.70000	0.70000
0.68225	0.65389	0.60000	0.60000
0.68158	0.65390	0.50000	0.70000
0.68219	0.65389	0.60000	0.80000
0.68228	0.65391	0.70000	0.70000
0.68180	0.65394	0.60000	0.60000
0.68140	0.65396	0.70000	0.70000
0.68142	0.65394	0.80000	0.80000
0.68088	0.65397	0.70000	0.70000
0.68015	0.65398	0.60000	0.60000
0.68047	0.65398	0.70000	0.70000
0.67978	0.65398	0.80000	0.80000
0.68038	0.65399	0.90000	0.70000
0.68009	0.65398	0.80000	0.60000
0.67995	0.65397	0.70000	0.70000
0.68010	0.65399	0.60000	0.80000
0.67945	0.65400	0.70000	0.70000
0.68035	0.65399	0.80000	0.60000
0.68035	0.65398	0.70000	0.70000
0.68023	0.65397	0.80000	0.80000
0.68099	0.65397	0.70000	0.70000
0.68116	0.65398	0.60000	0.60000
0.68099	0.65396	0.50000	0.70000
0.68031	0.65397	0.60000	0.80000
0.68001	0.65396	0.70000	0.70000
0.67957	0.65398	0.80000	0.60000
0.67906	0.65395	0.70000	0.70000
0.67866	0.65395	0.60000	0.80000
0.67867	0.65395	0.50000	0.70000
0.67813	0.65394	0.60000	0.60000
0.67767	0.65394	0.50000	0.70000
0.67795	0.65396	0.60000	0.80000
0.67775	0.65392	0.70000	0.70000
0.67799	0.65393	0.60000	0.60000
0.67817	0.65392	0.50000	0.70000
0.67763	0.65392	0.60000	0.80000
0.67686	0.65392	0.70000	0.70000
0.67692	0.65391	0.60000	0.60000
0.67754	0.65391	0.70000	0.70000
0.67738	0.65393	0.60000	0.80000
0.67753	0.65395	0.50000	0.70000
0.67722	0.65395	0.40000	0.60000
0.67710	0.65395	0.50000	0.70000
0.67730	0.65394	0.40000	0.80000
0.67701	0.65392	0.50000	0.70000
0.67702	0.65392	0.60000	0.60000
0.67738	0.65393	0.70000	0.70000
0.67686	0.65394	0.80000	0.80000
0.67623	0.65396	0.70000	0.70000
0.67612	0.65395	0.60000	0.60000
0.67604	0.65397	0.70000	0.70000
0.67583	0.65398	0.80000	0.80000
0.67631	0.65398	0.70000	0.70000
0.67662	0.65400	0.80000	0.60000
0.67656	0.65401	0.70000	0.70000
0.67677	0.65404	0.60000	0.80000
0.67755	0.65405	0.50000	0.70000
0.67777	0.65405	0.40000	0.60000
0.67675	0.65404	0.50000	0.70000
0.67675	0.65404	0.40000	0.80000
0.67769	0.65404	0.30000	0.70000
0.67732	0.65404	0.40000	0.60000
0.67703	0.65403	0.50000	0.70000
0.67628	0.65403	0.60000	0.80000
0.67588	0.65404	0.70000	0.70000
0.67632	0.65402	0.80000	0.60000
0.67528	0.65404	0.90000	0.70000
0.67543	0.65404	0.80000	0.80000
0.67506	0.65406	0.70000	0.70000
0.67491	0.65406	0.60000	0.60000
0.67480	0.65406	0.70000	0.70000
0.67418	0.65407	0.80000	0.80000
0.67427	0.65406	0.70000	0.70000
0.67401	0.65407	0.60000	0.60000
0.67483	0.65407	0.70000	0.70000
0.67397	0.65407	0.80000	0.80000
0.67368	0.65405	0.70000	0.70000
0.67374	0.65406	0.80000	0.60000
0.67391	0.65404	0.90000	0.70000
0.67428	0.65404	0.80000	0.80000
0.67514	0.65402	0.70000	0.70000
0.67537	0.65404	0.80000	0.60000
0.67641	0.65402	0.70000	0.70000
0.67653	0.65403	0.80000	0.80000
0.67627	0.65403	0.90000	0.70000
0.67642	0.65405	0.80000	0.60000
0.67622	0.65403	0.70000	0.70000
