#1e3_noboost	1e6_noboost	1e3_boost	1e6_boost
0.71818	0.65517	0.70000	0.70000
0.71760	0.65519	0.80000	0.60000
0.71688	0.65516	0.70000	0.50000
0.71574	0.65518	0.80000	0.60000
0.71477	0.65519	0.70000	0.70000
0.71498	0.65520	0.60000	0.60000
0.71403	0.65520	0.50000	0.70000
0.71271	0.65520	0.60000	0.80000
0.71174	0.65521	0.50000	0.70000
0.71149	0.65521	0.60000	0.60000
0.71050	0.65522	0.70000	0.70000
0.70926	0.65524	0.80000	0.60000
0.70803	0.65527	0.70000	0.70000
0.70805	0.65528	0.60000	0.80000
0.70772	0.65529	0.50000	0.70000
0.70684	0.65527	0.60000	0.60000
0.70689	0.65526	0.70000	0.70000
0.70624	0.65526	0.60000	0.80000
0.70590	0.65523	0.50000	0.70000
0.70564	0.65523	0.60000	0.60000
0.70597	0.65525	0.70000	0.70000
0.70514	0.65525	0.60000	0.80000
0.70483	0.65525	0.70000	0.70000
0.70325	0.65524	0.80000	0.60000
0.70283	0.65523	0.70000	0.70000
0.70199	0.65522	0.60000	0.80000
0.70131	0.65524	0.50000	0.70000
0.69986	0.65526	0.60000	0.60000
0.69893	0.65526	0.70000	0.70000
0.69814	0.65526	0.60000	0.80000
0.69756	0.65524	0.70000	0.70000
0.69689	0.65524	0.80000	0.60000
0.69662	0.65526	0.70000	0.50000
0.69729	0.65526	0.60000	0.60000
0.69582	0.65524	0.50000	0.70000
0.69496	0.65523	0.60000	0.60000
0.69571	0.65526	0.50000	0.50000
0.69471	0.65527	0.60000	0.60000
0.69444	0.65526	0.70000	0.70000
0.69398	0.65526	0.80000	0.80000
0.69343	0.65523	0.70000	0.70000
0.69318	0.65527	0.80000	0.60000
0.69266	0.65530	0.90000	0.70000
0.69194	0.65528	0.80000	0.80000
0.69127	0.65528	0.70000	0.70000
0.69081	0.65528	0.80000	0.60000
0.68942	0.65527	0.90000	0.50000
0.68939	0.65528	0.80000	0.60000
0.68912	0.65527	0.90000	0.70000
0.68852	0.65527	0.80000	0.80000
0.68755	0.65526	0.70000	0.70000
0.68688	0.65525	0.60000	0.60000
0.68627	0.65526	0.70000	0.70000
0.68634	0.65526	0.60000	0.80000
0.68535	0.65526	0.50000	0.70000
0.68351	0.65525	0.60000	0.60000
0.68304	0.65525	0.70000	0.70000
0.68193	0.65526	0.60000	0.80000
0.68045	0.65528	0.50000	0.70000
0.67999	0.65527	0.60000	0.60000
0.67923	0.65527	0.50000	0.70000
0.67901	0.65526	0.60000	0.80000
0.67837	0.65525	0.50000	0.70000
0.67817	0.65524	0.60000	0.60000
0.67753	0.65525	0.70000	0.70000
0.67711	0.65523	0.80000	0.80000
0.67640	0.65524	0.70000	0.70000
0.67579	0.65524	0.60000	0.60000
0.67584	0.65525	0.50000	0.70000
0.67583	0.65527	0.60000	0.80000
0.67551	0.65530	0.50000	0.70000
0.67475	0.65529	0.40000	0.60000
0.67344	0.65528	0.50000	0.70000
0.67302	0.65529	0.60000	0.80000
0.67287	0.65527	0.70000	0.70000
0.67274	0.65526	0.60000	0.60000
0.67140	0.65525	0.70000	0.70000
0.67026	0.65524	0.60000	0.80000
0.66923	0.65524	0.70000	0.70000
0.66861	0.65523	0.80000	0.60000
0.66851	0.65524	0.70000	0.50000
0.66799	0.65523	0.60000	0.60000
0.66700	0.65522	0.70000	0.70000
0.66675	0.65522	0.60000	0.80000
0.66531	0.65520	0.50000	0.70000
0.66482	0.65521	0.40000	0.60000
0.66344	0.65521	0.50000	0.70000
0.66236	0.65522	0.40000	0.80000
0.66189	0.65522	0.30000	0.70000
0.66164	0.65520	0.40000	0.60000
0.66014	0.65519	0.30000	0.70000
0.66010	0.65521	0.40000	0.80000
0.65990	0.65520	0.50000	0.70000
0.65817	0.65521	0.60000	0.60000
0.65719	0.65519	0.50000	0.70000
0.65636	0.65518	0.60000	0.60000
0.65604	0.65518	0.50000	0.70000
0.65557	0.65518	0.40000	0.60000
0.65527	0.65518	0.50000	0.70000
0.65497	0.65516	0.60000	0.80000
0.65409	0.65516	0.70000	0.70000
0.65302	0.65515	0.60000	0.60000
0.65302	0.65517	0.50000	0.70000
0.65226	0.65520	0.40000	0.80000
0.65289	0.65518	0.50000	0.70000
0.65203	0.65519	0.60000	0.60000
0.65197	0.65519	0.70000	0.50000
0.65075	0.65519	0.60000	0.60000
0.65069	0.65521	0.50000	0.70000
0.65098	0.65520	0.60000	0.80000
0.64978	0.65520	0.50000	0.70000
0.64942	0.65521	0.40000	0.60000
0.65038	0.65520	0.50000	0.50000
0.65093	0.65522	0.40000	0.60000
0.65113	0.65524	0.50000	0.70000
0.65191	0.65523	0.60000	0.80000
0.65177	0.65522	0.70000	0.70000
0.65201	0.65521	0.80000	0.60000
0.65224	0.65522	0.70000	0.70000
0.65311	0.65523	0.60000	0.80000
0.65382	0.65524	0.70000	0.70000
0.65416	0.65526	0.80000	0.60000
0.65492	0.65527	0.90000	0.70000
0.65438	0.65527	0.80000	0.80000
0.65448	0.65526	0.70000	0.70000
0.65517	0.65526	0.80000	0.60000
0.65532	0.65524	0.90000	0.50000
0.65558	0.65524	0.80000	0.60000
0.65657	0.65525	0.70000	0.70000
0.65679	0.65525	0.80000	0.60000
0.65738	0.65524	0.90000	0.70000
0.65724	0.65521	0.80000	0.80000
0.65775	0.65521	0.70000	0.70000
0.65856	0.65522	0.80000	0.60000
0.65802	0.65523	0.70000	0.70000
0.65799	0.65521	0.60000	0.80000
0.65834	0.65521	0.50000	0.70000
0.65849	0.65520	0.60000	0.60000
0.65873	0.65521	0.50000	0.70000
0.65889	0.65522	0.60000	0.80000
0.65928	0.65525	0.70000	0.70000
0.65897	0.65525	0.60000	0.60000
0.65885	0.65524	0.70000	0.50000
0.65865	0.65526	0.60000	0.60000
0.65954	0.65527	0.50000	0.70000
0.66008	0.65529	0.60000	0.60000
0.66088	0.65531	0.70000	0.70000
0.66107	0.65531	0.60000	0.80000
0.66163	0.65531	0.50000	0.70000
0.66236	0.65531	0.60000	0.60000
0.66320	0.65530	0.50000	0.50000
0.66328	0.65530	0.40000	0.60000
0.66409	0.65530	0.50000	0.70000
0.66395	0.65531	0.40000	0.80000
0.66486	0.65530	0.50000	0.70000
0.66576	0.65532	0.60000	0.60000
0.66575	0.65532	0.70000	0.70000
0.66627	0.65530	0.60000	0.80000
0.66735	0.65529	0.70000	0.70000
0.66668	0.65530	0.80000	0.60000
0.66731	0.65532	0.70000	0.70000
0.66751	0.65530	0.60000	0.80000
0.66803	0.65531	0.50000	0.70000
0.66867	0.65531	0.40000	0.60000
0.66836	0.65529	0.50000	0.70000
0.66840	0.65530	0.60000	0.80000
0.66888	0.65528	0.50000	0.70000
0.66880	0.65528	0.60000	0.60000
0.66885	0.65528	0.70000	0.70000
0.66837	0.65529	0.60000	0.80000
0.66912	0.65528	0.50000	0.70000
0.67038	0.65527	0.60000	0.60000
0.67091	0.65529	0.50000	0.70000
0.67107	0.65531	0.40000	0.80000
0.67071	0.65532	0.50000	0.70000
0.67102	0.65534	0.60000	0.60000
0.67140	0.65536	0.50000	0.70000
0.67226	0.65536	0.40000	0.80000
0.67261	0.65539	0.50000	0.70000
0.67289	0.65539	0.40000	0.60000
0.67387	0.65539	0.30000	0.70000
0.67398	0.65540	0.40000	0.80000
0.67456	0.65539	0.50000	0.70000
0.67460	0.65539	0.60000	0.60000
0.67440	0.65538	0.70000	0.70000
0.67482	0.65539	0.80000	0.80000
0.67497	0.65537	0.70000	0.70000
0.67556	0.65538	0.60000	0.60000
0.67563	0.65536	0.50000	0.70000
0.67681	0.65537	0.60000	0.80000
0.67738	0.65536	0.70000	0.70000
0.67781	0.65538	0.60000	0.60000
0.67856	0.65539	0.50000	0.70000
0.67900	0.65538	0.40000	0.80000
0.67901	0.65538	0.50000	0.70000
0.67842	0.65536	0.60000	0.60000
0.67846	0.65536	0.70000	0.70000
0.67917	0.65537	0.60000	0.80000
0.67981	0.65536	0.50000	0.70000
0.67962	0.65537	0.60000	0.60000
0.67886	0.65540	0.70000	0.70000
0.67872	0.65543	0.60000	0.60000
0.68010	0.65543	0.70000	0.70000
0.68010	0.65543	0.80000	0.80000
0.68085	0.65544	0.70000	0.70000
0.68127	0.65542	0.60000	0.60000
0.68142	0.65540	0.50000	0.70000
0.68243	0.65542	0.60000	0.80000
0.68240	0.65544	0.50000	0.70000
0.68314	0.65543	0.40000	0.60000
0.68375	0.65544	0.50000	0.70000
0.68406	0.65546	0.60000	0.80000
0.68472	0.65544	0.70000	0.70000
0.68533	0.65543	0.60000	0.60000
0.68657	0.65543	0.50000	0.70000
0.68684	0.65542	0.60000	0.80000
0.68754	0.65542	0.70000	0.70000
0.68858	0.65542	0.60000	0.60000
0.68900	0.65544	0.50000	0.70000
0.68954	0.65542	0.40000	0.80000
0.69000	0.65540	0.50000	0.70000
0.69103	0.65541	0.40000	0.60000
0.69160	0.65541	0.50000	0.70000
0.69181	0.65541	0.60000	0.60000
0.69279	0.65541	0.50000	0.70000
0.69299	0.65541	0.40000	0.80000
0.69348	0.65543	0.50000	0.70000
0.69350	0.65546	0.60000	0.60000
0.69465	0.65546	0.50000	0.70000
0.69528	0.65545	0.60000	0.80000
0.69591	0.65545	0.50000	0.70000
0.69709	0.65546	0.60000	0.60000
0.69741	0.65544	0.70000	0.70000
0.69794	0.65546	0.60000	0.80000
0.69912	0.65548	0.50000	0.70000
0.69968	0.65546	0.60000	0.60000
0.69977	0.65545	0.50000	0.50000
0.70049	0.65546	0.40000	0.60000
0.70062	0.65547	0.50000	0.70000
0.70101	0.65545	0.60000	0.80000
0.70108	0.65545	0.50000	0.70000
0.70124	0.65543	0.40000	0.60000
0.70199	0.65546	0.50000	0.70000
0.70244	0.65544	0.40000	0.80000
0.70228	0.65546	0.30000	0.70000
0.70234	0.65543	0.40000	0.60000
0.70371	0.65542	0.50000	0.70000
0.70371	0.65540	0.40000	0.80000
0.70408	0.65543	0.30000	0.70000
0.70398	0.65541	0.40000	0.60000
0.70422	0.65539	0.50000	0.70000
0.70378	0.65537	0.60000	0.80000
0.70434	0.65538	0.50000	0.70000
0.70425	0.65538	0.40000	0.60000
0.70593	0.65538	0.50000	0.70000
0.70551	0.65539	0.60000	0.80000
0.70540	0.65541	0.70000	0.70000
0.70574	0.65543	0.60000	0.60000
0.70569	0.65542	0.70000	0.70000
0.70545	0.65543	0.80000	0.80000
0.70568	0.65541	0.90000	0.70000
0.70655	0.65541	0.80000	0.60000
0.70783	0.65543	0.70000	0.70000
0.70776	0.65543	0.60000	0.80000
0.70782	0.65543	0.50000	0.70000
0.70877	0.65544	0.60000	0.60000
0.70930	0.65543	0.50000	0.70000
0.70981	0.65541	0.40000	0.80000
0.71042	0.65541	0.50000	0.70000
0.71065	0.65543	0.60000	0.60000
0.71061	0.65543	0.50000	0.70000
0.71112	0.65543	0.40000	0.80000
0.71085	0.65546	0.50000	0.70000
0.71134	0.65544	0.60000	0.60000
0.71178	0.65548	0.50000	0.70000
0.71182	0.65546	0.60000	0.80000
0.71203	0.65548	0.70000	0.70000
0.71163	0.65547	0.80000	0.60000
0.71233	0.65545	0.70000	0.70000
0.71232	0.65544	0.60000	0.80000
0.71257	0.65542	0.70000	0.70000
0.71290	0.65541	0.80000	0.60000
0.71376	0.65540	0.70000	0.70000
0.71357	0.65538	0.80000	0.60000
0.71410	0.65536	0.90000	0.50000
0.71388	0.65537	0.80000	0.60000
0.71424	0.65537	0.70000	0.70000
0.71420	0.65536	0.60000	0.80000
0.71463	0.65537	0.70000	0.70000
0.71519	0.65538	0.60000	0.60000
0.71509	0.65537	0.50000	0.70000
0.71549	0.65539	0.60000	0.60000
0.71625	0.65540	0.70000	0.70000
0.71672	0.65541	0.60000	0.80000
0.71668	0.65538	0.50000	0.70000
0.71654	0.65535	0.60000	0.60000
0.71669	0.65533	0.50000	0.70000
0.71602	0.65533	0.60000	0.80000
0.71745	0.65537	0.70000	0.70000
0.71781	0.65534	0.80000	0.60000
0.71767	0.65538	0.70000	0.70000
0.71807	0.65538	0.80000	0.80000
0.71910	0.65539	0.70000	0.70000
0.71968	0.65537	0.60000	0.60000
0.71938	0.65538	0.50000	0.70000
0.71935	0.65537	0.40000	0.60000
0.72027	0.65535	0.50000	0.70000
0.72041	0.65536	0.40000	0.80000
0.72025	0.65535	0.50000	0.70000
0.72059	0.65538	0.60000	0.60000
0.72079	0.65538	0.70000	0.70000
0.72119	0.65540	0.60000	0.80000
0.72200	0.65540	0.70000	0.70000
0.72272	0.65539	0.80000	0.60000
0.72308	0.65539	0.70000	0.70000
0.72310	0.65539	0.80000	0.80000
0.72321	0.65542	0.90000	0.70000
0.72502	0.65541	0.80000	0.60000
0.72478	0.65540	0.70000	0.70000
0.72478	0.65541	0.60000	0.80000
0.72347	0.65541	0.50000	0.70000
0.72346	0.65541	0.60000	0.60000
0.72339	0.65538	0.70000	0.70000
0.72338	0.65540	0.80000	0.80000
0.72327	0.65541	0.70000	0.70000
0.72320	0.65542	0.60000	0.60000
0.72368	0.65541	0.70000	0.70000
0.72478	0.65542	0.80000	0.60000
0.72585	0.65540	0.70000	0.50000
0.72627	0.65536	0.80000	0.60000
0.72693	0.65534	0.70000	0.70000
0.72832	0.65535	0.60000	0.80000
0.72844	0.65533	0.50000	0.70000
0.72905	0.65531	0.60000	0.60000
0.72946	0.65532	0.50000	0.70000
0.72941	0.65534	0.40000	0.80000
0.73008	0.65534	0.50000	0.70000
0.73021	0.65534	0.40000	0.60000
0.72966	0.65537	0.50000	0.70000
0.73039	0.65538	0.60000	0.80000
0.73090	0.65539	0.50000	0.70000
0.73116	0.65539	0.60000	0.60000
0.73189	0.65537	0.70000	0.70000
0.73212	0.65542	0.80000	0.80000
0.73236	0.65545	0.70000	0.70000
0.73317	0.65543	0.80000	0.60000
0.73314	0.65544	0.90000	0.70000
0.73291	0.65545	0.90000	0.80000
0.73280	0.65542	0.80000	0.70000
0.73299	0.65543	0.70000	0.60000
0.73337	0.65543	0.60000	0.70000
0.73419	0.65545	0.70000	0.80000
0.73558	0.65545	0.60000	0.70000
0.73640	0.65544	0.70000	0.60000
0.73611	0.65547	0.80000	0.70000
0.73687	0.65542	0.70000	0.80000
0.73672	0.65544	0.80000	0.70000
0.73694	0.65541	0.90000	0.60000
0.73741	0.65543	0.80000	0.70000
0.73713	0.65545	0.70000	0.80000
0.73790	0.65544	0.80000	0.70000
0.73864	0.65545	0.70000	0.60000
0.73927	0.65545	0.80000	0.70000
0.73991	0.65544	0.90000	0.60000
0.74029	0.65544	0.80000	0.70000
0.74014	0.65544	0.70000	0.80000
0.74054	0.65545	0.60000	0.70000
0.74151	0.65547	0.70000	0.60000
0.74230	0.65549	0.60000	0.70000
0.74313	0.65551	0.50000	0.80000
0.74406	0.65552	0.40000	0.70000
0.74418	0.65551	0.50000	0.60000
0.74497	0.65551	0.60000	0.70000
0.74463	0.65550	0.70000	0.80000
0.74408	0.65550	0.80000	0.70000
0.74533	0.65551	0.90000	0.60000
0.74585	0.65551	0.80000	0.70000
0.74573	0.65552	0.70000	0.80000
0.74604	0.65552	0.80000	0.70000
0.74562	0.65553	0.90000	0.60000
0.74608	0.65553	0.80000	0.70000
0.74682	0.65550	0.70000	0.80000
0.74728	0.65550	0.80000	0.70000
0.74723	0.65551	0.90000	0.60000
0.74783	0.65547	0.80000	0.70000
0.74832	0.65549	0.70000	0.80000
0.74854	0.65551	0.80000	0.70000
0.74912	0.65550	0.70000	0.60000
0.74894	0.65550	0.60000	0.50000
0.74955	0.65549	0.70000	0.60000
0.74985	0.65550	0.80000	0.70000
0.74971	0.65548	0.70000	0.80000
0.74959	0.65547	0.60000	0.70000
0.75060	0.65547	0.70000	0.60000
0.75028	0.65547	0.60000	0.70000
0.74901	0.65547	0.70000	0.80000
0.74832	0.65546	0.80000	0.70000
0.74797	0.65548	0.70000	0.60000
0.74814	0.65548	0.80000	0.50000
0.74793	0.65546	0.90000	0.60000
0.74785	0.65544	0.80000	0.70000
0.74715	0.65543	0.70000	0.80000
0.74703	0.65542	0.60000	0.70000
0.74723	0.65543	0.70000	0.60000
0.74594	0.65541	0.80000	0.70000
0.74557	0.65542	0.70000	0.80000
0.74492	0.65544	0.60000	0.70000
0.74348	0.65543	0.50000	0.60000
0.74240	0.65542	0.60000	0.70000
0.74228	0.65539	0.70000	0.80000
0.74194	0.65536	0.60000	0.70000
0.74176	0.65536	0.50000	0.60000
0.74185	0.65533	0.60000	0.70000
0.74174	0.65535	0.70000	0.80000
0.74162	0.65534	0.80000	0.70000
0.74202	0.65536	0.70000	0.60000
0.74104	0.65535	0.80000	0.70000
0.74034	0.65536	0.70000	0.80000
0.73877	0.65537	0.60000	0.70000
0.73820	0.65541	0.50000	0.60000
0.73761	0.65538	0.60000	0.50000
0.73687	0.65537	0.70000	0.60000
0.73655	0.65537	0.60000	0.70000
0.73588	0.65538	0.50000	0.80000
0.73569	0.65539	0.60000	0.70000
0.73450	0.65539	0.70000	0.60000
0.73452	0.65540	0.60000	0.70000
0.73464	0.65541	0.50000	0.80000
0.73440	0.65540	0.60000	0.70000
0.73398	0.65539	0.50000	0.60000
0.73357	0.65542	0.40000	0.70000
0.73421	0.65540	0.50000	0.80000
0.73346	0.65539	0.60000	0.70000
0.73293	0.65540	0.50000	0.60000
0.73259	0.65537	0.40000	0.70000
0.73249	0.65534	0.50000	0.80000
0.73139	0.65534	0.60000	0.70000
0.73114	0.65535	0.70000	0.60000
0.73059	0.65535	0.60000	0.50000
0.72987	0.65535	0.50000	0.60000
0.72963	0.65536	0.60000	0.70000
0.72914	0.65536	0.70000	0.80000
0.72869	0.65536	0.60000	0.70000
0.72726	0.65537	0.70000	0.60000
0.72653	0.65539	0.60000	0.70000
0.72556	0.65537	0.70000	0.80000
0.72467	0.65538	0.80000	0.70000
0.72450	0.65540	0.70000	0.60000
0.72352	0.65543	0.60000	0.70000
0.72300	0.65541	0.50000	0.60000
0.72283	0.65538	0.40000	0.70000
0.72222	0.65538	0.50000	0.80000
0.72208	0.65537	0.40000	0.70000
0.72187	0.65536	0.50000	0.60000
0.72051	0.65536	0.60000	0.70000
0.72029	0.65534	0.70000	0.80000
0.72002	0.65535	0.60000	0.70000
0.71893	0.65537	0.70000	0.60000
0.71775	0.65534	0.80000	0.70000
0.71694	0.65534	0.90000	0.60000
0.71603	0.65535	0.80000	0.70000
0.71555	0.65534	0.70000	0.80000
0.71454	0.65538	0.60000	0.70000
0.71382	0.65539	0.70000	0.60000
0.71367	0.65538	0.80000	0.70000
0.71331	0.65541	0.70000	0.80000
0.71326	0.65539	0.80000	0.70000
0.71245	0.65539	0.70000	0.60000
0.71136	0.65541	0.60000	0.70000
0.70993	0.65542	0.70000	0.80000
0.70919	0.65538	0.80000	0.70000
0.70861	0.65540	0.70000	0.60000
0.70804	0.65539	0.80000	0.70000
0.70723	0.65540	0.70000	0.80000
0.70658	0.65539	0.60000	0.70000
0.70597	0.65538	0.50000	0.60000
0.70570	0.65539	0.60000	0.50000
0.70604	0.65537	0.70000	0.60000
0.70564	0.65535	0.60000	0.70000
0.70467	0.65538	0.70000	0.80000
0.70499	0.65535	0.60000	0.70000
0.70438	0.65531	0.50000	0.60000
0.70442	0.65532	0.60000	0.70000
0.70436	0.65532	0.70000	0.80000
0.70378	0.65532	0.60000	0.70000
0.70257	0.65528	0.70000	0.60000
0.70156	0.65527	0.60000	0.70000
0.70126	0.65526	0.50000	0.80000
0.70052	0.65525	0.40000	0.70000
0.70035	0.65525	0.50000	0.60000
0.69931	0.65525	0.60000	0.70000
0.69879	0.65525	0.50000	0.80000
0.69867	0.65525	0.60000	0.70000
0.69846	0.65525	0.70000	0.60000
0.69741	0.65526	0.80000	0.70000
0.69685	0.65526	0.70000	0.80000
0.69686	0.65524	0.60000	0.70000
0.69624	0.65525	0.70000	0.60000
0.69525	0.65524	0.80000	0.70000
0.69490	0.65523	0.70000	0.60000
0.69334	0.65523	0.60000	0.70000
0.69303	0.65524	0.50000	0.80000
0.69278	0.65521	0.40000	0.70000
0.69210	0.65523	0.50000	0.60000
0.69116	0.65526	0.60000	0.70000
0.68986	0.65524	0.50000	0.80000
0.69047	0.65523	0.60000	0.70000
0.68991	0.65521	0.70000	0.60000
0.68881	0.65518	0.80000	0.70000
0.68754	0.65519	0.90000	0.80000
0.68640	0.65518	0.80000	0.70000
0.68604	0.65516	0.90000	0.60000
0.68464	0.65515	0.90000	0.50000
0.68350	0.65515	0.90000	0.60000
0.68295	0.65514	0.90000	0.70000
0.68337	0.65513	0.90000	0.80000
0.68292	0.65512	0.90000	0.70000
0.68203	0.65515	0.80000	0.60000
0.68129	0.65516	0.70000	0.70000
0.68037	0.65517	0.60000	0.80000
0.67936	0.65518	0.70000	0.70000
0.67868	0.65516	0.80000	0.60000
0.67857	0.65516	0.90000	0.70000
0.67800	0.65517	0.80000	0.80000
0.67802	0.65516	0.90000	0.70000
0.67763	0.65517	0.90000	0.60000
0.67697	0.65516	0.90000	0.70000
0.67666	0.65515	0.90000	0.80000
0.67551	0.65518	0.90000	0.70000
0.67533	0.65519	0.80000	0.60000
0.67479	0.65518	0.70000	0.70000
0.67487	0.65517	0.80000	0.80000
0.67462	0.65516	0.70000	0.70000
0.67368	0.65516	0.60000	0.60000
0.67325	0.65516	0.70000	0.70000
0.67333	0.65517	0.60000	0.80000
0.67343	0.65518	0.50000	0.70000
0.67237	0.65519	0.60000	0.60000
0.67213	0.65522	0.70000	0.70000
0.67096	0.65521	0.80000	0.80000
0.67087	0.65518	0.70000	0.70000
0.67023	0.65516	0.80000	0.60000
0.66871	0.65516	0.70000	0.70000
0.66828	0.65516	0.60000	0.80000
0.66775	0.65515	0.50000	0.70000
0.66687	0.65514	0.60000	0.60000
0.66636	0.65514	0.50000	0.50000
0.66572	0.65514	0.60000	0.60000
0.66497	0.65513	0.70000	0.70000
0.66440	0.65511	0.80000	0.60000
0.66423	0.65510	0.70000	0.70000
0.66223	0.65508	0.60000	0.80000
0.66045	0.65506	0.70000	0.70000
0.65993	0.65505	0.80000	0.60000
0.65938	0.65506	0.90000	0.70000
0.65899	0.65507	0.80000	0.80000
0.65787	0.65507	0.70000	0.70000
0.65742	0.65507	0.60000	0.60000
0.65737	0.65510	0.50000	0.50000
0.65681	0.65512	0.60000	0.60000
0.65729	0.65513	0.70000	0.70000
0.65738	0.65512	0.60000	0.80000
0.65583	0.65509	0.70000	0.70000
0.65533	0.65511	0.60000	0.60000
0.65491	0.65513	0.50000	0.70000
0.65500	0.65513	0.60000	0.80000
0.65425	0.65513	0.70000	0.70000
0.65336	0.65511	0.60000	0.60000
0.65335	0.65512	0.50000	0.70000
0.65245	0.65513	0.60000	0.80000
0.65202	0.65513	0.70000	0.70000
0.65198	0.65513	0.60000	0.60000
0.65126	0.65515	0.70000	0.70000
0.65031	0.65514	0.80000	0.80000
0.64855	0.65515	0.70000	0.70000
0.64932	0.65515	0.60000	0.60000
0.65022	0.65514	0.50000	0.70000
0.64945	0.65514	0.60000	0.80000
0.64865	0.65511	0.50000	0.70000
0.64850	0.65512	0.40000	0.60000
0.64761	0.65511	0.50000	0.70000
0.64701	0.65511	0.60000	0.80000
0.64601	0.65510	0.70000	0.70000
0.64524	0.65509	0.60000	0.60000
0.64422	0.65507	0.50000	0.70000
0.64320	0.65509	0.60000	0.80000
0.64353	0.65510	0.70000	0.70000
0.64320	0.65509	0.60000	0.60000
0.64288	0.65509	0.50000	0.70000
0.64174	0.65506	0.60000	0.80000
0.64204	0.65508	0.70000	0.70000
0.64217	0.65507	0.80000	0.60000
0.64258	0.65508	0.90000	0.70000
0.64266	0.65508	0.80000	0.80000
0.64225	0.65508	0.70000	0.70000
0.64233	0.65507	0.60000	0.60000
0.64143	0.65507	0.70000	0.70000
0.64111	0.65504	0.60000	0.80000
0.64141	0.65504	0.50000	0.70000
0.64160	0.65506	0.60000	0.60000
0.64063	0.65505	0.50000	0.50000
0.64000	0.65503	0.40000	0.60000
0.63916	0.65501	0.50000	0.70000
0.63897	0.65501	0.60000	0.80000
0.63836	0.65501	0.70000	0.70000
0.63754	0.65501	0.60000	0.60000
0.63694	0.65500	0.70000	0.70000
0.63554	0.65498	0.60000	0.80000
0.63590	0.65500	0.50000	0.70000
0.63476	0.65500	0.60000	0.60000
0.63384	0.65498	0.70000	0.70000
0.63326	0.65500	0.60000	0.80000
0.63307	0.65500	0.50000	0.70000
0.63285	0.65501	0.60000	0.60000
0.63221	0.65501	0.70000	0.70000
0.63126	0.65502	0.80000	0.80000
0.63064	0.65501	0.70000	0.70000
0.62954	0.65501	0.80000	0.60000
0.62927	0.65501	0.70000	0.70000
0.62787	0.65504	0.60000	0.80000
0.62786	0.65504	0.70000	0.70000
0.62680	0.65505	0.80000	0.60000
0.62714	0.65506	0.70000	0.70000
0.62622	0.65506	0.60000	0.80000
0.62557	0.65507	0.50000	0.70000
0.62575	0.65506	0.60000	0.60000
0.62557	0.65507	0.70000	0.70000
0.62506	0.65506	0.60000	0.80000
0.62461	0.65504	0.70000	0.70000
0.62420	0.65506	0.80000	0.60000
0.62288	0.65508	0.70000	0.70000
0.62182	0.65510	0.60000	0.80000
0.62155	0.65510	0.70000	0.70000
0.62127	0.65510	0.80000	0.60000
0.62056	0.65508	0.70000	0.70000
0.61931	0.65508	0.60000	0.80000
0.61857	0.65507	0.70000	0.70000
0.61825	0.65507	0.60000	0.60000
0.61783	0.65503	0.70000	0.50000
0.61818	0.65502	0.80000	0.60000
0.61800	0.65501	0.70000	0.70000
0.61774	0.65503	0.80000	0.80000
0.61819	0.65507	0.90000	0.70000
0.61758	0.65506	0.80000	0.60000
0.61744	0.65508	0.70000	0.70000
0.61767	0.65509	0.60000	0.80000
0.61681	0.65507	0.70000	0.70000
0.61663	0.65505	0.60000	0.60000
0.61688	0.65503	0.70000	0.70000
0.61677	0.65505	0.80000	0.80000
0.61670	0.65503	0.90000	0.70000
0.61652	0.65500	0.80000	0.60000
0.61599	0.65499	0.70000	0.50000
0.61541	0.65500	0.60000	0.60000
0.61528	0.65500	0.70000	0.70000
0.61487	0.65501	0.80000	0.80000
0.61412	0.65503	0.90000	0.70000
0.61415	0.65504	0.80000	0.60000
0.61369	0.65502	0.70000	0.70000
0.61369	0.65503	0.80000	0.80000
0.61341	0.65503	0.90000	0.70000
0.61380	0.65502	0.80000	0.60000
0.61360	0.65502	0.90000	0.70000
0.61285	0.65503	0.90000	0.80000
0.61241	0.65505	0.90000	0.70000
0.61168	0.65505	0.80000	0.60000
0.61040	0.65505	0.70000	0.70000
0.61036	0.65506	0.80000	0.80000
0.61079	0.65506	0.70000	0.70000
0.61007	0.65504	0.60000	0.60000
0.60907	0.65504	0.70000	0.70000
0.60793	0.65504	0.80000	0.80000
0.60766	0.65505	0.70000	0.70000
0.60740	0.65504	0.60000	0.60000
0.60649	0.65504	0.50000	0.70000
0.60553	0.65504	0.60000	0.80000
0.60539	0.65501	0.70000	0.70000
0.60461	0.65503	0.60000	0.60000
0.60404	0.65502	0.70000	0.50000
0.60428	0.65504	0.80000	0.60000
0.60419	0.65504	0.70000	0.70000
0.60349	0.65502	0.80000	0.80000
0.60297	0.65500	0.90000	0.70000
0.60162	0.65499	0.80000	0.60000
0.60067	0.65496	0.70000	0.50000
0.59995	0.65497	0.80000	0.60000
0.59990	0.65496	0.70000	0.70000
0.59939	0.65494	0.60000	0.80000
0.59916	0.65492	0.70000	0.70000
0.59837	0.65494	0.80000	0.60000
0.59735	0.65493	0.70000	0.70000
0.59732	0.65495	0.60000	0.80000
0.59698	0.65495	0.70000	0.70000
0.59703	0.65494	0.60000	0.60000
0.59639	0.65496	0.70000	0.70000
0.59580	0.65495	0.80000	0.80000
0.59464	0.65494	0.90000	0.70000
0.59426	0.65495	0.80000	0.60000
