1 4 100 100 10 0.716281 0.717839
1 5 100 100 10 0.720098 0.709505
1 6 100 100 10 0.186091 0.385832
1 8 100 100 10 0.0969501 0.344955
1 7 100 100 10 0.549076 0.671345
2 4 100 100 10 0.210087 0.433697
2 5 100 100 10 0.327288 0.325332
2 6 100 100 10 0.368752 0.50683
2 8 100 100 10 0.196779 0.318079
2 7 100 100 10 0.62887 0.764651
3 4 100 100 10 0.674531 0.754785
3 5 100 100 10 0.637622 0.755636
3 6 100 100 10 0.839235 0.471907
3 8 100 100 10 0.633389 0.730316
3 7 100 100 10 0.661258 0.664642
4 4 100 100 10 0.520932 0.588832
4 5 100 100 10 0.360045 0.493222
4 6 100 100 10 0.234196 0.366797
4 8 100 100 10 0.41288 0.500338
4 7 100 100 10 0.295988 0.324786
5 4 100 100 10 0.344194 0.481512
5 5 100 100 10 0.137844 0.346537
5 6 100 100 10 0.35975 0.401389
5 8 100 100 10 0.179399 0.358442
5 7 100 100 10 0.588949 0.630897
6 4 100 100 10 0.754238 0.809116
6 5 100 100 10 0.701031 0.818702
6 6 100 100 10 0.200258 0.642502
6 8 100 100 10 0.750268 0.814501
6 7 100 100 10 0.62448 0.614056
7 4 100 100 10 0.819389 0.780744
7 5 100 100 10 0.630601 0.782232
7 6 100 100 10 0.479825 0.609468
7 8 100 100 10 0.681748 0.798062
7 7 100 100 10 0.775668 0.799271
8 4 100 100 10 0.682077 0.762911
8 5 100 100 10 0.647622 0.764898
8 6 100 100 10 0.42248 0.578141
8 8 100 100 10 0.69871 0.781984
8 7 100 100 10 0.585892 0.598084
9 4 100 100 10 0.786879 0.748334
9 5 100 100 10 0.843348 0.753891
9 6 100 100 10 0.395037 0.615712
9 8 100 100 10 0.80637 0.731611
9 7 100 100 10 0.112285 0.227624
10 4 100 100 10 0.902557 0.845774
10 5 100 100 10 0.96705 0.904254
10 6 100 100 10 0.921515 0.528068
10 8 100 100 10 0.950303 0.916
10 7 100 100 10 0.984858 0.998233
11 4 100 100 10 0.492419 0.57683
11 5 100 100 10 0.338835 0.466078
11 6 100 100 10 0.366953 0.405937
11 8 100 100 10 0.588192 0.667429
11 7 100 100 10 0.801134 0.836922
12 4 100 100 10 0.866192 0.853307
12 5 100 100 10 0.720493 0.833334
12 6 100 100 10 0.932687 0.561031
12 8 100 100 10 0.842294 0.88177
12 7 100 100 10 0.818958 0.797661
13 4 100 100 10 0.569919 0.699492
13 5 100 100 10 0.398483 0.469384
13 6 100 100 10 0.368752 0.597741
13 8 100 100 10 0.416115 0.500276
13 7 100 100 10 0.581944 0.628499
14 4 100 100 10 0.37975 0.403697
14 5 100 100 10 0.289693 0.278196
14 6 100 100 10 0.935456 0.549636
14 8 100 100 10 0.235681 0.292992
14 7 100 100 10 0.163662 0.237407
15 4 100 100 10 0.427158 0.585591
15 5 100 100 10 0.347748 0.514172
15 6 100 100 10 0.362228 0.505769
15 8 100 100 10 0.587042 0.685583
15 7 100 100 10 0.817392 0.853614
16 4 100 100 10 0.487994 0.596787
16 5 100 100 10 0.314741 0.484666
16 6 100 100 10 0.594754 0.390534
16 8 100 100 10 0.318676 0.466594
16 7 100 100 10 0.31657 0.357748
17 4 100 100 10 0.519508 0.618437
17 5 100 100 10 0.589852 0.730759
17 6 100 100 10 1.29126 0.53487
17 8 100 100 10 0.837322 0.791246
17 7 100 100 10 0.946376 0.950073
18 4 100 100 10 0.579654 0.61597
18 5 100 100 10 0.417689 0.4988
18 6 100 100 10 1.02773 0.589703
18 8 100 100 10 0.505706 0.525701
18 7 100 100 10 0.425396 0.428777
19 4 100 100 10 0.660275 0.674377
19 5 100 100 10 0.619843 0.602736
19 6 100 100 10 0.962135 0.57414
19 8 100 100 10 0.505822 0.696021
19 7 100 100 10 0.599 0.649757
20 4 100 100 10 0.632071 0.626479
20 5 100 100 10 0.608003 0.564511
20 6 100 100 10 0.326457 0.471828
20 8 100 100 10 0.0998817 0.378932
20 7 100 100 10 0.390239 0.501441
21 4 100 100 10 0.548785 0.601117
21 5 100 100 10 0.470306 0.535134
21 6 100 100 10 0.162843 0.507288
21 8 100 100 10 0.47195 0.532829
21 7 100 100 10 0.122696 0.157066
22 4 100 100 10 0.744339 0.82244
22 5 100 100 10 0.675384 0.850072
22 6 100 100 10 0.233575 0.600235
22 8 100 100 10 0.417233 0.437901
22 7 100 100 10 0.259573 0.278743
23 4 100 100 10 0.706376 0.613314
23 5 100 100 10 0.779839 0.564004
23 6 100 100 10 0.675882 0.553309
23 8 100 100 10 0.722932 0.550613
23 7 100 100 10 0.465959 0.441147
