dspsa_orig 8 prop 10 100 100 71 72
dspsa_orig 7 no 10 100 100 74 75
dspsa_orig 7 fixed 10 100 100 74 75
dspsa_orig 7 prop 10 100 100 65 67
opencache 4 no 10 100 100 20 31
opencache 4 fixed 10 100 100 20 31
opencache 4 prop 10 100 100 30 46
opencache 5 no 10 100 100 15 20
opencache 5 fixed 10 100 100 12 17
opencache 5 prop 10 100 100 13 32
opencache 6 no 10 100 100 717 500
opencache 6 fixed 10 100 100 66 54
opencache 6 prop 10 100 100 50 53
opencache 8 no 10 100 100 56 58
opencache 8 fixed 10 100 100 56 58
opencache 8 prop 10 100 100 66 67
opencache 7 no 10 100 100 65 67
opencache 7 fixed 10 100 100 67 68
opencache 7 prop 10 100 100 42 44
dspsa_orig 4 no 100 100 100 244 162
dspsa_orig 4 fixed 100 100 100 11 22
dspsa_orig 4 prop 100 100 100 11 22
dspsa_orig 5 no 100 100 100 13 15
dspsa_orig 5 fixed 100 100 100 22 22
dspsa_orig 5 prop 100 100 100 19 17
dspsa_orig 6 no 100 100 100 2401 1515
dspsa_orig 6 fixed 100 100 100 100 85
dspsa_orig 6 prop 100 100 100 48 64
dspsa_orig 8 no 100 100 100 68 69
dspsa_orig 8 fixed 100 100 100 33 38
dspsa_orig 8 prop 100 100 100 47 49
dspsa_orig 7 no 100 100 100 145 139
dspsa_orig 7 fixed 100 100 100 52 55
dspsa_orig 7 prop 100 100 100 52 55
opencache 4 no 100 100 100 6 17
opencache 4 fixed 100 100 100 6 17
opencache 4 prop 100 100 100 4 13
opencache 5 no 100 100 100 7 12
opencache 5 fixed 100 100 100 7 11
opencache 5 prop 100 100 100 7 11
opencache 6 no 100 100 100 1320 837
opencache 6 fixed 100 100 100 39 36
opencache 6 prop 100 100 100 37 39
opencache 8 no 100 100 100 44 48
opencache 8 fixed 100 100 100 45 48
opencache 8 prop 100 100 100 46 50
opencache 7 no 100 100 100 51 54
opencache 7 fixed 100 100 100 39 43
opencache 7 prop 100 100 100 39 43
dspsa_orig 4 no 1 100 1000 64 66
dspsa_orig 4 fixed 1 100 1000 56 62
dspsa_orig 4 prop 1 100 1000 56 62
dspsa_orig 5 no 1 100 1000 45 54
dspsa_orig 5 fixed 1 100 1000 45 53
dspsa_orig 5 prop 1 100 1000 57 68
dspsa_orig 6 no 1 100 1000 311 203
dspsa_orig 6 fixed 1 100 1000 87 79
dspsa_orig 6 prop 1 100 1000 128 82
dspsa_orig 8 no 1 100 1000 73 74
dspsa_orig 8 fixed 1 100 1000 73 74
dspsa_orig 8 prop 1 100 1000 73 74
dspsa_orig 7 no 1 100 1000 67 68
dspsa_orig 7 fixed 1 100 1000 55 59
dspsa_orig 7 prop 1 100 1000 65 66
opencache 4 no 1 100 1000 49 57
opencache 4 fixed 1 100 1000 49 57
opencache 4 prop 1 100 1000 49 57
opencache 5 no 1 100 1000 54 63
opencache 5 fixed 1 100 1000 54 63
opencache 5 prop 1 100 1000 54 63
opencache 6 no 1 100 1000 404 265
opencache 6 fixed 1 100 1000 28 52
opencache 6 prop 1 100 1000 46 50
opencache 8 no 1 100 1000 68 70
opencache 8 fixed 1 100 1000 69 72
opencache 8 prop 1 100 1000 69 72
opencache 7 no 1 100 1000 67 69
opencache 7 fixed 1 100 1000 67 69
opencache 7 prop 1 100 1000 54 56
dspsa_orig 4 no 10 100 1000 40 52
dspsa_orig 4 fixed 10 100 1000 40 52
dspsa_orig 4 prop 10 100 1000 40 52
dspsa_orig 5 no 10 100 1000 37 53
dspsa_orig 5 fixed 10 100 1000 37 53
dspsa_orig 5 prop 10 100 1000 21 30
dspsa_orig 6 no 10 100 1000 2438 1479
dspsa_orig 6 fixed 10 100 1000 46 88
dspsa_orig 6 prop 10 100 1000 38 77
dspsa_orig 8 no 10 100 1000 64 66
dspsa_orig 8 fixed 10 100 1000 63 66
dspsa_orig 8 prop 10 100 1000 63 66
dspsa_orig 7 no 10 100 1000 64 66
dspsa_orig 7 fixed 10 100 1000 64 66
dspsa_orig 7 prop 10 100 1000 64 66
opencache 4 no 10 100 1000 40 52
opencache 4 fixed 10 100 1000 40 52
opencache 4 prop 10 100 1000 40 52
opencache 5 no 10 100 1000 8 24
opencache 5 fixed 10 100 1000 8 24
opencache 5 prop 10 100 1000 8 24
opencache 6 no 10 100 1000 461 285
opencache 6 fixed 10 100 1000 20 39
opencache 6 prop 10 100 1000 18 37
opencache 8 no 10 100 1000 56 61
opencache 8 fixed 10 100 1000 56 61
opencache 8 prop 10 100 1000 56 61
opencache 7 no 10 100 1000 49 53
opencache 7 fixed 10 100 1000 49 53
opencache 7 prop 10 100 1000 49 53
dspsa_orig 4 no 100 100 1000 25 38
dspsa_orig 4 fixed 100 100 1000 25 38
dspsa_orig 4 prop 100 100 1000 29 43
dspsa_orig 5 no 100 100 1000 19 33
dspsa_orig 5 fixed 100 100 1000 19 33
dspsa_orig 5 prop 100 100 1000 19 33
dspsa_orig 6 no 100 100 1000 907 552
dspsa_orig 6 fixed 100 100 1000 90 66
dspsa_orig 6 prop 100 100 1000 56 59
dspsa_orig 8 no 100 100 1000 36 41
dspsa_orig 8 fixed 100 100 1000 42 47
dspsa_orig 8 prop 100 100 1000 42 47
dspsa_orig 7 no 100 100 1000 44 48
dspsa_orig 7 fixed 100 100 1000 56 59
dspsa_orig 7 prop 100 100 1000 56 59
opencache 4 no 100 100 1000 11 29
opencache 4 fixed 100 100 1000 11 29
opencache 4 prop 100 100 1000 11 29
opencache 5 no 100 100 1000 4 15
opencache 5 fixed 100 100 1000 7 10
opencache 5 prop 100 100 1000 13 15
opencache 6 no 100 100 1000 599 366
opencache 6 fixed 100 100 1000 26 24
opencache 6 prop 100 100 1000 26 24
opencache 8 no 100 100 1000 33 39
opencache 8 fixed 100 100 1000 33 39
opencache 8 prop 100 100 1000 33 39
opencache 7 no 100 100 1000 27 32
opencache 7 fixed 100 100 1000 16 21
opencache 7 prop 100 100 1000 16 21
