link load
1-2 1
2-1 2.320139545339102e-19
2-3 1
3-2 0.0465306
2-4 1
4-2 0.793265
4-5 1
5-4 0
2-6 1
6-2 0.595918
3-7 1
7-3 0
6-8 1
8-6 0
3-9 1
9-3 0.105306
2-10 0
10-2 0.171633
