AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 11 0 0 0 0 
3 11 0 0 0 0 
4 11 0 0 0 0 
5 0 5 0 0 0 
6 11 0 0 0 0 
7 0 0 0 0 1 
8 0 0 0 0 1 
9 2 2 1 0 0 
10 11 0 0 0 0 
