link load
2-1 1
1-2 0
11-1 0.0785714
1-11 0
11-2 1
2-11 1
11-10 1
10-11 0.571429
3-2 1
2-3 1
4-3 1
3-4 1
5-4 0
4-5 1
6-5 1
5-6 1
7-6 0
6-7 0
8-4 1
4-8 1
8-7 1
7-8 0
9-3 0.928571
3-9 1
9-8 1
8-9 1
10-9 0.928571
9-10 1
