AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 2 6 0 17 
3 0 5 5 1 16 
4 0 5 3 1 17 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 1 6 1 1 17 
10 0 10 7 0 15 
