AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 3 10 1 4 
4 0 6 5 2 5 
5 0 0 0 0 0 
6 0 0 2 0 0 
7 0 3 4 1 6 
8 0 0 0 0 0 
9 0 9 6 2 6 
10 0 6 6 3 3 
