#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
0 0 -3.248195363474744e-16 645.625 -7.597615573710451e-13 25.375 3.222090700070291e-13 0 554 4.911271389573809e-15 1225
