#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 3114 0 1 0 0 0 0 0 0 0 0 0
2 1575 0 0 0 0 0 0 0 1 1 0 0
3 1082 0 0 0 1 0 0 0 0 1 0 1
4 785 0 0 0 1 0 0 0 0 0 0 0
5 609 0 0 0 1 0 0 0 1 0 0 1
6 548 0 0 0 1 0 0 0 0 0 0 0
7 447 0 0 0 1 0 0 0 1 0 0 1
8 384 0 0 0 1 0 0 0 1 0 0 1
9 333 0 0 1 1 0 0 0 1 0 0 0
10 287 0 0 0 1 0 0 0 0 0 0 0
11 298 0 0 0 1 0 0 0 0 0 0 1
12 286 0 0 0 0 0 0 0 1 0 0 0
13 252 0 0 0 0 0 0 0 1 0 0 0
14 237 0 0 0 0 0 0 0 1 0 0 0
15 211 0 0 0 0 0 0 0 1 0 0 1
16 200 0 0 0 0 0 0 0 1 1 0 0
17 173 0 0 0 0 0 0 0 1 0 0 0
18 190 0 0 0 0 0 0 0 0 0 0 0
19 167 0 1 0 0 0 0 0 0 0 0 0
20 163 0 1 0 0 0 0 0 0 0 0 0
21 147 0 0 0 0 0 0 0 0 1 0 0
22 133 0 0 0 0 0 0 0 0 0 0 0
23 159 0 0 0 0 0 0 0 0 0 0 0
24 124 0 0 0 0 0 0 0 0 0 0 0
25 128 0 0 0 0 0 0 0 0 0 0 0
26 118 0 1 0 0 0 0 0 0 0 0 0
27 118 0 0 0 0 0 0 0 0 0 0 0
28 99 0 0 1 0 0 0 0 0 0 0 0
29 109 0 0 0 0 0 0 0 0 0 0 0
30 121 0 0 0 0 0 0 0 0 0 0 0
31 96 0 0 0 0 0 0 0 0 0 0 0
32 96 0 0 0 0 0 0 0 0 0 0 0
33 99 0 0 0 0 0 0 0 0 0 0 0
34 84 0 0 0 0 0 0 0 0 0 0 0
35 99 0 0 0 0 0 0 0 0 0 0 0
36 69 0 0 0 0 0 0 0 0 0 0 0
37 79 0 0 0 0 0 0 0 0 0 0 0
38 74 0 1 0 0 0 0 0 0 0 0 0
39 80 0 0 0 0 0 0 0 0 0 0 0
40 86 0 0 0 0 0 0 0 0 0 0 0
41 72 0 0 0 0 0 0 0 0 0 0 1
42 79 0 0 0 0 0 0 0 0 0 0 0
43 87 0 0 0 0 0 0 0 0 0 0 0
44 56 0 0 0 0 0 0 0 0 0 0 0
45 71 0 0 0 0 0 0 0 0 0 0 0
46 70 0 0 0 0 0 0 0 0 0 0 0
47 57 0 0 0 0 0 0 0 0 0 0 0
48 64 0 0 0 0 0 0 0 0 0 0 0
49 58 0 0 0 0 0 0 0 0 0 0 0
50 66 0 0 0 0 0 0 0 0 0 0 0
51 74 0 0 0 0 0 0 0 0 0 0 0
52 64 0 0 0 0 0 0 0 0 0 0 0
53 47 0 0 0 0 0 0 0 0 0 0 0
54 52 0 0 0 0 0 0 0 0 0 0 0
55 48 0 0 0 0 0 0 0 0 0 0 0
56 51 0 0 0 0 0 0 0 0 0 0 0
57 60 0 0 0 0 0 0 0 0 0 0 0
58 68 0 0 0 0 0 0 0 0 0 0 0
59 46 0 0 0 0 0 0 0 0 0 0 0
60 50 0 0 0 0 0 0 0 0 0 0 0
61 37 0 1 0 0 0 0 0 0 0 0 0
62 43 0 0 0 0 0 0 0 0 0 0 0
63 50 0 0 0 0 0 0 0 0 0 0 0
64 48 0 0 0 0 0 0 0 0 0 0 0
65 49 0 0 0 0 0 0 0 0 0 0 0
66 43 0 0 0 0 0 0 0 0 0 0 0
67 52 0 0 0 0 0 0 0 0 0 0 0
68 55 0 0 0 0 0 0 0 0 0 0 0
69 45 0 0 0 0 0 0 0 0 0 0 0
70 44 0 1 0 0 0 0 0 0 0 0 0
71 50 0 0 0 0 0 0 0 0 0 0 0
72 61 0 0 0 0 0 0 0 0 0 0 0
73 51 0 0 0 0 0 0 0 0 0 0 0
74 39 0 0 0 0 0 0 0 0 0 0 0
75 47 0 0 0 0 0 0 0 0 0 0 0
76 42 0 0 0 0 0 0 0 0 0 0 0
77 35 0 0 0 0 0 0 0 0 0 0 0
78 47 0 0 0 0 0 0 0 0 0 0 0
79 30 0 0 0 0 0 0 0 0 0 0 0
80 49 0 0 0 0 0 0 0 0 0 0 0
81 42 0 0 0 0 0 0 0 0 0 0 0
82 46 0 0 0 0 0 0 0 0 0 0 0
83 30 0 0 0 0 0 0 0 0 0 0 0
84 41 0 0 0 0 0 0 0 0 0 0 0
85 34 0 0 0 0 0 0 0 0 0 0 0
86 32 0 0 0 0 0 0 0 0 0 0 0
87 30 0 0 0 0 0 0 0 0 0 0 0
88 34 0 0 0 0 0 0 0 0 0 0 0
89 33 0 0 0 0 0 0 0 0 0 0 0
90 40 0 0 0 0 0 0 0 0 0 0 0
91 39 0 0 0 0 0 0 0 0 0 0 0
92 33 0 0 0 0 0 0 0 0 0 0 0
93 39 0 0 0 0 0 0 0 0 0 0 0
94 39 0 0 0 0 0 0 0 0 0 0 0
95 40 0 0 0 0 0 0 0 0 0 0 0
96 37 0 0 0 0 0 0 0 0 0 0 0
97 33 0 0 0 0 0 0 0 0 0 0 0
98 27 0 0 0 0 0 0 0 0 0 0 0
99 41 0 0 0 0 0 0 0 0 0 0 0
100 28 0 0 0 0 0 0 0 0 0 0 0
