link load
2-1 1
1-2 0.539796
11-1 1
1-11 0.324898
11-2 0.0146939
2-11 0.241429
11-10 1
10-11 0.391837
3-2 1
2-3 0.858163
4-3 0.257755
3-4 0.141429
5-4 0.0383673
4-5 1
6-5 0.256939
5-6 1
7-6 1
6-7 0.995306
8-4 1
4-8 0.434286
8-7 1
7-8 0.0657143
9-3 0.992857
3-9 1
9-8 0.692857
8-9 1
10-9 0.357551
9-10 1
