AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 62 9 167 
4 0 0 54 11 169 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 55 6 172 
8 0 0 0 0 0 
9 0 0 72 3 167 
10 0 0 71 2 168 
