link load
2-1 1
1-2 0.475918
11-1 1
1-11 1
11-2 0.947959
2-11 0.842041
11-10 0.894082
10-11 1
3-2 1
2-3 0.581837
4-3 1
3-4 0.698163
5-4 0.301837
4-5 1
6-5 1
5-6 0.763878
7-6 1
6-7 0.624286
8-4 1
4-8 0
8-7 1
7-8 0
9-3 1
3-9 0.883673
9-8 0.258163
8-9 0.704694
10-9 0.669796
9-10 1
