0 10 0	0 10 0	0 10 0
1056 10 0.2992527736794761	999 10 0.2992527736794761	970 10 0.2992527736794761
2035 10 0.2992527736794761	1984 10 0.2925095517151934	1978 9 0.2929182318342408
3072 10 0.2989555517747143	3009 11 0.2951659724890018	3012 9 0.2929182318342408
4079 11 0.2992341973104285	3995 10 0.3005716958818565	3987 9 0.2955746526080492
5058 10 0.3016305489175702	5018 10 0.3004230849294756	4998 9 0.2927138917747171
6060 11 0.2990484336199523	6050 10 0.2953703125485255	5966 8 0.2927138917747171
7151 9 0.304602767965188	7101 10 0.2977666641556672	6969 7 0.2923960294599025
8138 9 0.2961690964175727	8080 11 0.2999462914572535	8009 8 0.2891916057991896
9179 10 0.2992930224790792	9084 11 0.300163015762809	8988 8 0.2927675568408547
10164 10 0.2991970445723333	10109 11 0.2971887326741861	10005 8 0.2899067960075227
11136 10 0.302169263619951	11145 10 0.2971887326741861	10983 8 0.292563216781331
12169 11 0.2992919904585766	12105 11 0.2919873493408551	11996 7 0.2927675568408547
13224 11 0.3018699776741839	13119 10 0.294996721126568	12999 7 0.2917922974658552
14172 11 0.3018699776741839	14051 11 0.2955746526080492	13993 6 0.2917922974658552
15178 11 0.3046409527237859	15053 10 0.3007760359413802	15007 7 0.287742649013476
16170 11 0.3008768053718884	16083 10 0.2979482997641327	16009 8 0.2916251101444266
17211 11 0.3046125721599632	17046 10 0.3001279270657191	17012 7 0.294996721126568
18176 12 0.3038591971930323	18010 11 0.2989228446633997	18035 8 0.2938047374460129
19197 11 0.3059698265524417	19018 12 0.3011148562110178	19045 9 0.297380688487678
20215 11 0.3035858591913317	20009 12 0.3015252828263005	20085 8 0.3003322671252428
21166 10 0.304063537252556	21019 12 0.3037258680827098	21092 8 0.2995272911331797
22188 10 0.3012770818954144	22003 12 0.3034704430083052	22114 9 0.2973703682826516
23227 10 0.3042905817631379	23019 13 0.3052867990929604	23084 9 0.3005489914307983
24213 10 0.3017053704040121	24031 12 0.3056994088285371	24084 10 0.3003322671252428
25199 10 0.3035930833348502	25077 13 0.3053378841078413	25067 11 0.3029783676940247
26160 9 0.3066332683041421	26106 13 0.3039625183225855	26087 10 0.3027513231834428
27128 10 0.303204011605353	27096 13 0.3054950687690134	27087 10 0.3003776760273592
28134 10 0.3086271319152523	28157 13 0.3052396436946088	28044 9 0.300767779777359
29175 9 0.3063072972568066	29153 14 0.3041668583821092	29067 10 0.2979482997641328
30187 10 0.3033824037208102	30141 13 0.3057277893923598	30065 11 0.300767779777359
31169 10 0.3107012946600876	31149 13 0.3091675137276758	31082 11 0.300354971576301
32182 10 0.3103087582903315	32121 13 0.3072603398387878	32091 11 0.3027513231834428
33239 10 0.310479041673268	33207 13 0.3101835379125298	33113 11 0.3025015742218027
34233 10 0.3121347201042806	34180 14 0.3120907118014178	34160 11 0.3025242786728609
35211 10 0.3106574337887251	35195 13 0.3107511491889846	35156 10 0.3049082460339709
36220 10 0.3099990047080376	36219 14 0.3072603398387878	36135 10 0.3022791738034827
37277 10 0.3105949965483151	37294 13 0.3120225984482433	37080 10 0.3020601869914407
38300 10 0.3127955818047243	38255 14 0.3123574891013516	38071 10 0.3006695393641265
39269 10 0.3125401567303197	39231 14 0.3117671733738386	39079 10 0.3034353543112152
40218 10 0.3104969546005639	40203 14 0.3147446999554699	40106 9 0.3036623988217971
41216 10 0.3127672012409017	41221 14 0.3186168408813941	41086 10 0.2993851898485847
42198 10 0.3122198617957488	42230 14 0.3186168408813942	42112 10 0.30161899822656
43149 10 0.3127672012409017	43266 13 0.3183897963708122	43091 10 0.3036623988217971
44149 10 0.3103808522940163	44247 13 0.3187303631366851	44101 10 0.3021866095030147
45133 10 0.3105155309696115	45184 12 0.3192128327216716	45116 10 0.3055695727106851
46144 9 0.310822041058897	46156 13 0.3189857882110897	46132 10 0.3065231596551291
47109 9 0.3074999670608827	47206 13 0.321186373467499	47085 9 0.3036623988217971
48160 10 0.3053714247741772	48194 13 0.3206187621910442	48089 10 0.3010059780479887
49161 9 0.3103607278942148	49205 13 0.3204768593719305	49078 10 0.304428674045011
50148 9 0.3054127055942831	50210 13 0.318957407647267	50084 10 0.3046840991194157
51162 9 0.3057532723601559	51191 13 0.3191844521578489	51069 11 0.3024835138630064
52133 9 0.305306554914011	52173 12 0.3191844521578489	52029 10 0.3050842055296719
53148 9 0.3101806403165032	53168 12 0.3191844521578489	53045 10 0.3046840991194156
54194 9 0.3055960876989839	54204 13 0.3207737637319222	54046 9 0.3022361464871416
55236 9 0.3077553921352872	55199 13 0.3201362926060576	55099 9 0.2993753856538096
56211 9 0.3057663710819203	56224 13 0.3221796932012949	56102 9 0.296795334397197
57168 9 0.3057250902618144	57290 13 0.3244274338560557	57121 9 0.2945947491407877
58176 9 0.3058872649122301	58301 12 0.3239165837072465	58135 10 0.2971335195772944
59181 9 0.3032762530405382	59280 12 0.321630856759369	59112 10 0.2972883226526912
60251 9 0.3054899370187117	60252 11 0.322885277680334	60175 9 0.3020503827966655
61276 9 0.3032421963639509	61270 11 0.3181400474091721	61201 9 0.2975463277783525
62216 10 0.3056698261309421	62310 11 0.3207567353936285	62270 8 0.2993753856538096
63212 9 0.3059213215888174	63311 12 0.3194512294577826	63297 9 0.2961967625056628
64241 9 0.3054445281165954	64305 13 0.3203821119511684	64359 8 0.3023343358663933
65233 9 0.3030605607554854	65271 12 0.3221286081864139	65366 8 0.2965868662556627
66167 9 0.3055790083267093	66279 12 0.3185033186261032	66320 8 0.2974740863431674
67159 9 0.3029396158911946	67327 12 0.318957407647267	67297 8 0.2946133255098353
68142 9 0.305286158332978	68316 12 0.3210503452266311	68292 8 0.2968139107662446
69168 9 0.3023703828682357	69294 12 0.3191431713377431	69288 7 0.2965868662556627
70181 9 0.3119141115457345	70328 12 0.3174403375083788	70283 8 0.297524972892567
71225 8 0.3067142308796188	71340 13 0.3172132929977969	71268 8 0.3008090095634839
72229 9 0.3076944518916503	72349 12 0.3212018537750387	72265 8 0.3014724513151844
73224 9 0.3110588387302731	73331 13 0.3172132929977969	73253 8 0.3033271395899377
74279 9 0.3093560049009088	74339 12 0.3169578679233923	74261 8 0.3026563262632185
75296 9 0.3094846105327769	75316 12 0.3188650418122803	75269 7 0.3029255361829085
76314 9 0.3092291854583723	76297 12 0.3168347399388075	76220 8 0.2993495851412434
77358 9 0.3089868591057319	77303 13 0.3179983430555398	77238 8 0.3027810533125382
78406 9 0.3094280478706127	78292 12 0.3200286449290126	78239 8 0.3037016156008976
79368 10 0.3086687472914551	79280 12 0.3182821486937671	79259 9 0.3033115118508978
