#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 801 0 0 0 0 1 0 0 0 0 0 0
2 372 0 0 0 0 0 0 0 0 0 0 0
3 262 0 0 0 1 0 0 0 0 0 0 0
4 208 0 0 0 0 0 0 0 0 0 0 0
5 162 0 0 0 0 0 0 0 0 0 0 0
6 136 0 0 0 0 0 0 0 0 0 0 0
7 112 0 0 0 0 0 0 0 0 0 0 0
8 94 0 0 0 0 0 0 0 0 0 0 0
9 101 0 0 0 0 0 0 0 0 0 0 0
10 86 0 0 0 0 0 0 0 0 0 0 0
11 81 0 0 0 0 0 0 0 0 0 0 0
12 55 0 0 0 0 0 0 0 0 0 0 0
13 70 0 0 0 0 0 0 0 0 0 0 0
14 54 0 0 0 0 0 0 0 0 0 0 0
15 47 0 0 0 0 0 0 0 0 0 0 0
16 42 0 0 0 0 0 0 0 0 0 0 0
17 58 0 0 0 0 0 0 0 0 0 0 0
18 39 0 0 0 0 0 0 0 0 0 0 0
19 33 0 0 0 0 0 0 0 0 0 0 0
20 40 0 0 0 0 0 0 0 0 0 0 0
21 44 0 0 0 0 0 0 0 0 0 0 0
22 41 0 0 0 0 0 0 0 0 0 0 0
23 27 0 0 0 0 0 0 0 0 0 0 0
24 42 0 0 0 0 0 0 0 0 0 0 0
25 34 0 0 0 0 0 0 0 0 0 0 0
26 26 0 0 0 0 0 0 0 0 0 0 0
27 26 0 0 0 0 0 0 0 0 0 0 0
28 30 0 0 0 0 0 0 0 0 0 0 0
29 29 0 0 0 0 0 0 0 0 0 0 0
30 22 0 0 0 0 0 0 0 0 0 0 0
31 17 0 0 0 0 0 0 0 0 0 0 0
32 19 0 0 0 0 0 0 0 0 0 0 0
33 23 0 0 0 0 0 0 0 0 0 0 0
34 20 0 0 0 0 0 0 0 0 0 0 0
35 17 0 0 0 0 0 0 0 0 0 0 0
36 18 0 0 0 0 0 0 0 0 0 0 0
37 18 0 0 0 0 0 0 0 0 0 0 0
38 18 0 0 0 0 0 0 0 0 0 0 0
39 17 0 0 0 0 0 0 0 0 0 0 0
40 14 0 0 0 0 0 0 0 0 0 0 0
41 18 0 0 0 0 0 0 0 0 0 0 0
42 20 0 0 0 0 0 0 0 0 0 0 0
43 20 0 0 0 0 0 0 0 0 0 0 0
44 16 0 0 0 0 0 0 0 0 0 0 0
45 19 0 0 0 0 0 0 0 0 0 0 0
46 16 0 0 0 0 0 0 0 0 0 0 0
47 14 0 0 0 0 0 0 0 0 0 0 0
48 17 0 0 0 0 0 0 0 0 0 0 0
49 14 0 0 0 0 0 0 0 0 0 0 0
50 12 0 0 0 0 0 0 0 0 0 0 0
51 17 0 0 0 0 0 0 0 0 0 0 0
52 12 0 0 0 0 0 0 0 0 0 0 0
53 17 0 0 0 0 0 0 0 0 0 0 0
54 18 0 0 0 0 0 0 0 0 0 0 0
55 22 0 0 0 0 0 0 0 0 0 0 0
56 23 0 0 0 0 0 0 0 0 0 0 0
57 16 0 0 0 0 0 0 0 0 0 0 0
58 7 0 0 0 0 0 0 0 0 0 0 0
59 12 0 0 0 0 0 0 0 0 0 0 0
60 15 0 0 0 0 0 0 0 0 0 0 0
61 14 0 0 0 0 0 0 0 0 0 0 0
62 10 0 0 0 0 0 0 0 0 0 0 0
63 15 0 0 0 0 0 0 0 0 0 0 0
64 16 0 0 0 0 0 0 0 0 0 0 0
65 12 0 0 0 0 0 0 0 0 0 0 0
66 10 0 0 0 0 0 0 0 0 0 0 0
67 14 0 0 0 0 0 0 0 0 0 0 0
68 10 0 0 0 0 0 0 0 0 0 0 0
69 11 0 0 0 0 0 0 0 0 0 0 0
70 10 0 0 0 0 0 0 0 0 0 0 0
71 7 0 0 0 0 0 0 0 0 0 0 0
72 10 0 0 0 0 0 0 0 0 0 0 0
73 10 0 0 0 0 0 0 0 0 0 0 0
74 8 0 0 0 0 0 0 0 0 0 0 0
75 10 0 0 0 0 0 0 0 0 0 0 0
76 14 0 0 0 0 0 0 0 0 0 0 0
77 9 0 0 0 0 0 0 0 0 0 0 0
78 13 0 0 0 0 0 0 0 0 0 0 0
79 7 0 0 0 0 0 0 0 0 0 0 0
80 10 0 0 0 0 0 0 0 0 0 0 0
81 5 0 0 0 0 0 0 0 0 0 0 0
82 6 0 0 0 0 0 0 0 0 0 0 0
83 12 0 0 0 0 0 0 0 0 0 0 0
84 11 0 0 0 0 0 0 0 0 0 0 0
85 8 0 0 0 0 0 0 0 0 0 0 0
86 12 0 0 0 0 0 0 0 0 0 0 0
87 6 0 0 0 0 0 0 0 0 0 0 0
88 11 0 0 0 0 0 0 0 0 0 0 0
89 14 0 0 0 0 0 0 0 0 0 0 0
90 8 0 0 0 0 0 0 0 0 0 0 0
91 8 0 0 0 0 0 0 0 0 0 0 0
92 9 0 0 0 0 0 0 0 0 0 0 0
93 8 0 0 0 0 0 0 0 0 0 0 0
94 9 0 0 0 0 0 0 0 0 0 0 0
95 11 0 0 0 0 0 0 0 0 0 0 0
96 13 0 0 0 0 0 0 0 0 0 0 0
97 7 0 0 0 0 0 0 0 0 0 0 0
98 7 0 0 0 0 0 0 0 0 0 0 0
99 9 0 0 0 0 0 0 0 0 0 0 0
100 6 0 0 0 0 0 0 0 0 0 0 0
