link load
2-1 1
1-2 0.288571
11-1 1
1-11 0.491429
11-2 0.631633
2-11 1
11-10 1
10-11 0.733673
3-2 1
2-3 0.644286
4-3 1
3-4 1
5-4 0.0234694
4-5 1
6-5 0.87
5-6 1
7-6 1
6-7 0.839184
8-4 1
4-8 0.475714
8-7 1
7-8 0.00183673
9-3 1
3-9 0.870204
9-8 0.150816
8-9 1
10-9 0.00244898
9-10 1
