AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 14 9 4 2 2 
2 1 0 3 2 2 
3 23 9 4 2 2 
4 0 10 4 2 2 
5 0 0 4 2 2 
6 0 0 2 2 2 
7 23 10 4 2 2 
8 0 0 1 2 2 
9 5 10 4 2 2 
10 3 7 4 2 2 
