AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 11 10 4 2 2 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 11 10 4 2 2 
5 0 0 0 0 0 
6 5 10 4 2 2 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 5 10 4 2 2 
10 4 10 4 2 2 
