#rank q_avg rank q_avg
1 2 0 0
2 2 0 0
3 2 0 0
4 1.7 0 0.2993949454037815
5 1.7 0 0.2993949454037815
6 1.3 0 0.2993949454037815
7 1.3 0 0.2993949454037815
8 1 0 0
9 1.1 0 0.196
10 1 0 0
11 1.3 0 0.2993949454037815
12 1.32 0 0.2690591343511269
13 1.3 0 0.2993949454037815
14 1.27 0 0.2741665673758685
15 1.2 0 0.2613333333333334
16 1.2 0 0.2613333333333334
17 1.2 0 0.2613333333333333
18 1.222222222222222 0 0.2880929205381444
19 1.2 0 0.2613333333333334
20 1.08 0 0.1568
21 1.1 0 0.196
22 1.222222222222222 0 0.2880929205381443
23 1.2 0 0.2613333333333334
24 1.3 0 0.2993949454037815
25 1.111111111111111 0 0.2177777777777778
26 1.233333 0 0.2585967282090531
27 1.4 0 0.3200666597236687
28 1.3 0 0.2993949454037815
29 1.2 0 0.2613333333333334
30 1.222222222222222 0 0.2880929205381443
31 1.1 0 0.196
32 1.125 0 0.245
33 1.2 0 0.2613333333333334
34 1.222222222222222 0 0.2880929205381444
35 1.125 0 0.245
36 1.2 0 0.2613333333333334
37 1.111111111111111 0 0.2177777777777778
38 1.125 0 0.245
39 1.111111111111111 0 0.2177777777777778
40 1.125 0 0.245
41 1.111111111111111 0 0.2177777777777778
42 1.142857142857143 0 0.2799999999999999
43 1.25 0 0.3207802986469088
44 1.14 0 0.202849216031131
45 1.111111111111111 0 0.2177777777777778
46 1.222222222222222 0 0.2880929205381443
47 1.148147777777778 0 0.2207816019239974
48 1.25 0 0.3207802986469088
49 1 0 0
50 1.375 0 0.3586432768085859
51 1.2 0 0.2613333333333334
52 1 0 0
53 1.25 0 0.3207802986469088
54 1.3 0 0.2993949454037815
55 1.25 0 0.3207802986469088
56 1.428571428571429 0 0.3959797974644667
57 1.375 0 0.3586432768085859
58 1.428571428571429 0 0.3959797974644666
59 1.375 0 0.3586432768085859
60 1.3 0 0.2993949454037815
61 1.333333333333333 0 0.3266666666666667
62 1.5 0 0.3704051835490427
63 1.433333 0 0.3087533336651052
64 1.5 0 0.3704051835490427
65 1.285714285714286 0 0.3614784456460258
66 1.5 0 0.4382693235899588
67 1.285714285714286 0 0.3614784456460256
68 1.25 0 0.3207802986469088
69 1.285714285714286 0 0.3614784456460258
70 1.166666666666667 0 0.3266666666666667
71 1.285714285714286 0 0.3614784456460256
72 1.625 0 0.3586432768085859
73 1.6 0 0.3200666597236687
74 1.285714285714286 0 0.3614784456460256
75 1.142857142857143 0 0.2799999999999998
76 1.333333333333333 0 0.4132042809286681
77 1.444444444444444 0 0.3443369007738901
78 1.285714285714286 0 0.3614784456460256
79 1.625 0 0.3586432768085859
80 1.428571428571429 0 0.3959797974644666
81 1.625 0 0.3586432768085859
82 1.555555555555556 0 0.3443369007738902
83 1.375 0 0.3586432768085859
84 1.5 0 0.4382693235899588
85 1.6 0 0.4800999895855031
86 1.333333333333333 0 0.4132042809286681
87 1 0 0
88 1.5 0 0.3266666666666667
89 1.285714285714286 0 0.3614784456460257
90 1.25 0 0.49
91 1 0 0
92 1.222222222222222 0 0.2880929205381444
93 1.25 0 0.49
94 1.25 0 0.3207802986469088
95 1.4 0 0.4800999895855027
96 1.166666666666667 0 0.3266666666666667
97 1.2 0 0.3920000000000001
98 1 0 0
99 1.25 0 0.3207802986469088
100 1.428571428571429 0 0.3959797974644665
101 1.125 0 0.245
102 1.25 0 0.3207802986469088
103 1.166666666666667 0 0.3266666666666668
104 1.25 0 0.3207802986469088
105 1 0 0
106 1.125 0 0.245
107 1 0 0
108 1.333333333333333 0 0.3266666666666667
109 1.4 0 0.4800999895855027
110 1.2 0 0.3920000000000001
111 1.5 0 0.5658032638058332
112 1.428571428571429 0 0.3959797974644665
113 1 0 0
114 1.5 0 0.9800000000000001
115 1 0 0
116 1 0 0
117 1.2 0 0.3920000000000001
118 1.285714285714286 0 0.3614784456460256
119 1.25 0 0.49
120 1 0 0
121 1.333333333333333 0 0.4132042809286681
122 1.5 0 0.4382693235899588
123 1.4 0 0.4800999895855027
124 1.2 0 0.3920000000000001
125 1.25 0 0.49
126 1 0 0
127 1 0 0
128 1.2 0 0.3920000000000001
129 1.6 0 0.4800999895855031
130 1.428571428571429 0 0.3959797974644665
131 1.666666666666667 0 0.6533333333333339
132 2 0 0
133 1.2 0 0.3919999999999999
134 1.25 0 0.49
135 1.375 0 0.3586432768085859
136 1.5 0 0.4382693235899588
137 1.166666666666667 0 0.3266666666666668
138 2 0 0
139 1.6 0 0.4800999895855027
140 1.285714285714286 0 0.3614784456460257
141 1.5 0 0.5658032638058332
142 1.5 0 0.4382693235899588
143 1.333333333333333 0 0.6533333333333339
144 1.142857142857143 0 0.2799999999999998
145 1.5 0 0.5658032638058332
146 1.333333333333333 0 0.4132042809286681
147 1.4 0 0.4800999895855027
148 1.4 0 0.4800999895855027
149 1.4 0 0.4800999895855027
150 1.6 0 0.4800999895855023
151 1.2 0 0.3919999999999999
