#capacity	q_of_obj_1_at_as_1	q_of_obj_2_at_as_1	q_of_obj_1_at_as_2	q_of_obj_2_at_as_2	QoE		#q1	#q2	#q3
0			1					1					2					1					15.645	3	1	0
5000		0					3					1					1					15.683	2	0	1
5500		1					1					3					0					15.69	2	0	1
6000		0					2					2					0					15.711	0	2	0
8000		0					2					0					2					15.739	0	2	0
9000		0					3					3					0					15.758	0	0	2
10000		0					3					3					0					15.777	0	0	2

