link load
2-1 1
1-2 0.0691837
11-1 1
1-11 0.22449
11-2 1
2-11 1
11-10 0.937755
10-11 1
3-2 1
2-3 0.529592
4-3 1
3-4 0.812245
5-4 0.00102041
4-5 1
6-5 0.547551
5-6 1
7-6 1
6-7 0.879388
8-4 1
4-8 0
8-7 1
7-8 -2.039866688262139e-15
9-3 1
3-9 0.923469
9-8 0
8-9 1
10-9 -2.02687390680824e-15
9-10 1
