AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 5 3 1 7 
3 0 4 8 1 5 
4 0 2 4 1 7 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 0 3 6 1 6 
10 1 4 7 0 6 
